n	Session	wfm.seconds.Elapsed	wfm.mac_addr.Mac	wfm.mac_addr.Essid	wfm.mac_addr.Frequency	wfm.mac_addr.Auth	wfm.mac_addr.Extra	wfm.snr
1	4607	1411812115	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
2	4607	1411812115	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
3	4607	1411812115	0015c72abd80	eduroam	2462	WPA-Enterprise		-85
4	4607	1411812115	0015c72a5e21	feup.conferencias	2412	Open		-87
5	4607	1411812115	0015c72abd81	UPorto	2462	Open		-88
6	4607	1411812115	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-82
7	4607	1411812117	0015c72a5e20	eduroam	2412	WPA-Enterprise		-84
8	4607	1411812117	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
9	4607	1411812117	0015c72a5e21	feup.conferencias	2412	Open		-83
10	4607	1411812117	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-83
11	4607	1411812118	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
12	4607	1411812118	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
13	4607	1411812118	0015c72a5e21	feup.conferencias	2412	Open		-81
14	4607	1411812118	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
15	4607	1411812120	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
16	4607	1411812120	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
17	4607	1411812120	0015c72a5e21	feup.conferencias	2412	Open		-84
18	4607	1411812120	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
19	4607	1411812121	0015c72a5e20	eduroam	2412	WPA-Enterprise		-83
20	4607	1411812121	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
21	4607	1411812121	0015c72a5e21	feup.conferencias	2412	Open		-84
22	4607	1411812121	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
23	4607	1411812123	0015c72a5e20	eduroam	2412	WPA-Enterprise		-83
24	4607	1411812123	0015c72a5e21	feup.conferencias	2412	Open		-87
25	4607	1411812123	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
26	4607	1411812124	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
27	4607	1411812124	0015c72a5e21	feup.conferencias	2412	Open		-83
28	4607	1411812124	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
29	4607	1411812124	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-91
30	4607	1411812126	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
31	4607	1411812126	0015c72a5e21	feup.conferencias	2412	Open		-83
32	4607	1411812126	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
33	4607	1411812126	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-91
34	4607	1411812126	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
35	4607	1411812127	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
36	4607	1411812127	0015c72a5e21	feup.conferencias	2412	Open		-83
37	4607	1411812127	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
38	4607	1411812127	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-91
39	4607	1411812127	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
40	4607	1411812129	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
41	4607	1411812129	0015c72a5e21	feup.conferencias	2412	Open		-85
42	4607	1411812129	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
43	4607	1411812129	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-91
44	4607	1411812129	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
45	4607	1411812129	0015c72abd81	UPorto	2462	Open		-88
46	4607	1411812131	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
47	4607	1411812131	0015c72a5e21	feup.conferencias	2412	Open		-82
48	4607	1411812131	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
49	4607	1411812131	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-91
50	4607	1411812131	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
51	4607	1411812131	0015c72abd81	UPorto	2462	Open		-88
52	4607	1411812132	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
53	4607	1411812132	0015c72a5e21	feup.conferencias	2412	Open		-82
54	4607	1411812132	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
55	4607	1411812132	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
56	4607	1411812132	0015c72abd81	UPorto	2462	Open		-88
57	4607	1411812134	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
58	4607	1411812134	0015c72a5e21	feup.conferencias	2412	Open		-83
59	4607	1411812134	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
60	4607	1411812134	0015c72abd81	UPorto	2462	Open		-88
61	4607	1411812135	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
62	4607	1411812135	0015c72a5e21	feup.conferencias	2412	Open		-83
63	4607	1411812135	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
64	4607	1411812135	0015c72abd81	UPorto	2462	Open		-88
65	4607	1411812137	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
66	4607	1411812137	0015c72a5e21	feup.conferencias	2412	Open		-84
67	4607	1411812137	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
68	4607	1411812137	0015c72abd81	UPorto	2462	Open		-88
69	4607	1411812138	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
70	4607	1411812138	0015c72a5e21	feup.conferencias	2412	Open		-85
71	4607	1411812138	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
72	4607	1411812140	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
73	4607	1411812140	0015c72a5e21	feup.conferencias	2412	Open		-85
74	4607	1411812140	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
75	4607	1411812141	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
76	4607	1411812141	0015c72a5e21	feup.conferencias	2412	Open		-83
77	4607	1411812141	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
78	4607	1411812143	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
79	4607	1411812143	0015c72a5e21	feup.conferencias	2412	Open		-83
80	4607	1411812143	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-84
81	4607	1411812143	0015c72abd80	eduroam	2462	WPA-Enterprise		-86
82	4607	1411812144	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
83	4607	1411812144	0015c72a5e21	feup.conferencias	2412	Open		-82
84	4607	1411812144	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
85	4607	1411812144	0015c72abd80	eduroam	2462	WPA-Enterprise		-86
86	4607	1411812146	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
87	4607	1411812146	0015c72a5e21	feup.conferencias	2412	Open		-84
88	4607	1411812146	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
89	4607	1411812146	0015c72abd80	eduroam	2462	WPA-Enterprise		-86
90	4607	1411812147	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
91	4607	1411812147	0015c72a5e21	feup.conferencias	2412	Open		-81
92	4607	1411812147	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
93	4607	1411812147	0015c72abd80	eduroam	2462	WPA-Enterprise		-86
94	4607	1411812148	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
95	4607	1411812148	0015c72a5e21	feup.conferencias	2412	Open		-83
96	4607	1411812148	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
97	4607	1411812148	0015c72abd80	eduroam	2462	WPA-Enterprise		-86
98	4607	1411812150	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
99	4607	1411812150	0015c72a5e21	feup.conferencias	2412	Open		-87
100	4607	1411812150	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
101	4607	1411812150	0015c72abd80	eduroam	2462	WPA-Enterprise		-86
102	4607	1411812150	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
103	4607	1411812151	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
104	4607	1411812151	0015c72a5e21	feup.conferencias	2412	Open		-84
105	4607	1411812151	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
106	4607	1411812151	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
107	4607	1411812153	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
108	4607	1411812153	0015c72a5e21	feup.conferencias	2412	Open		-83
109	4607	1411812153	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
110	4607	1411812153	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
111	4607	1411812154	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
112	4607	1411812154	0015c72a5e21	feup.conferencias	2412	Open		-83
113	4607	1411812154	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
114	4607	1411812154	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
115	4607	1411812156	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
116	4607	1411812156	0015c72a5e21	feup.conferencias	2412	Open		-81
117	4607	1411812156	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
118	4607	1411812156	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
119	4607	1411812157	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
120	4607	1411812157	0015c72a5e21	feup.conferencias	2412	Open		-82
121	4607	1411812157	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-88
122	4607	1411812157	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
123	4607	1411812159	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
124	4607	1411812159	0015c72a5e21	feup.conferencias	2412	Open		-80
125	4607	1411812160	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
126	4607	1411812160	0015c72a5e21	feup.conferencias	2412	Open		-84
127	4607	1411812160	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
128	4607	1411812160	0015c72abd81	UPorto	2462	Open		-87
129	4607	1411812162	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
130	4607	1411812162	0015c72a5e21	feup.conferencias	2412	Open		-85
131	4607	1411812162	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
132	4607	1411812162	0015c72abd81	UPorto	2462	Open		-87
133	4607	1411812163	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
134	4607	1411812163	0015c72a5e21	feup.conferencias	2412	Open		-85
135	4607	1411812163	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
136	4607	1411812163	0015c72abd81	UPorto	2462	Open		-87
137	4607	1411812165	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
138	4607	1411812165	0015c72a5e21	feup.conferencias	2412	Open		-81
139	4607	1411812165	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
140	4607	1411812165	0015c72abd81	UPorto	2462	Open		-87
141	4607	1411812165	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
142	4607	1411812165	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-88
143	4607	1411812166	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
144	4607	1411812166	0015c72a5e21	feup.conferencias	2412	Open		-85
145	4607	1411812166	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
146	4607	1411812166	0015c72abd81	UPorto	2462	Open		-87
147	4607	1411812166	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
148	4607	1411812166	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-88
149	4607	1411812168	0015c72a5e20	eduroam	2412	WPA-Enterprise		-90
150	4607	1411812168	0015c72a5e21	feup.conferencias	2412	Open		-85
151	4607	1411812168	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
152	4607	1411812168	0015c72abd81	UPorto	2462	Open		-87
153	4607	1411812168	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
154	4607	1411812168	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-88
155	4607	1411812169	0015c72a5e20	eduroam	2412	WPA-Enterprise		-90
156	4607	1411812169	0015c72a5e21	feup.conferencias	2412	Open		-84
157	4607	1411812169	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
158	4607	1411812169	0015c72abd81	UPorto	2462	Open		-87
159	4607	1411812169	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
160	4607	1411812169	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-88
161	4607	1411812171	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
162	4607	1411812171	0015c72a5e21	feup.conferencias	2412	Open		-84
163	4607	1411812171	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
164	4607	1411812171	0015c72abd81	UPorto	2462	Open		-87
165	4607	1411812171	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
166	4607	1411812171	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-88
167	4607	1411812172	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
168	4607	1411812172	0015c72a5e21	feup.conferencias	2412	Open		-84
169	4607	1411812172	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
170	4607	1411812172	0015c72abd81	UPorto	2462	Open		-87
171	4607	1411812174	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
172	4607	1411812174	0015c72a5e21	feup.conferencias	2412	Open		-84
173	4607	1411812174	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
174	4607	1411812174	0015c72abd81	UPorto	2462	Open		-87
175	4607	1411812175	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
176	4607	1411812175	0015c72a5e21	feup.conferencias	2412	Open		-83
177	4607	1411812175	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
178	4607	1411812175	0015c72abd81	UPorto	2462	Open		-87
179	4607	1411812177	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
180	4607	1411812177	0015c72a5e21	feup.conferencias	2412	Open		-83
181	4607	1411812177	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
182	4607	1411812177	0015c72abd81	UPorto	2462	Open		-88
183	4607	1411812178	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
184	4607	1411812178	0015c72a5e21	feup.conferencias	2412	Open		-79
185	4607	1411812178	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
186	4607	1411812178	0015c72abd81	UPorto	2462	Open		-88
187	4607	1411812178	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
188	4607	1411812180	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
189	4607	1411812180	0015c72a5e21	feup.conferencias	2412	Open		-82
190	4607	1411812180	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
191	4607	1411812180	0015c72abd81	UPorto	2462	Open		-88
192	4607	1411812180	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
193	4607	1411812181	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
194	4607	1411812181	0015c72a5e21	feup.conferencias	2412	Open		-82
195	4607	1411812181	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
196	4607	1411812181	0015c72abd81	UPorto	2462	Open		-88
197	4607	1411812181	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
198	4607	1411812183	0015c72a5e20	eduroam	2412	WPA-Enterprise		-83
199	4607	1411812183	0015c72a5e21	feup.conferencias	2412	Open		-82
200	4607	1411812183	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
201	4607	1411812183	0015c72abd81	UPorto	2462	Open		-88
202	4607	1411812183	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
203	4607	1411812184	0015c72a5e20	eduroam	2412	WPA-Enterprise		-83
204	4607	1411812184	0015c72a5e21	feup.conferencias	2412	Open		-82
205	4607	1411812184	0015c72abd80	eduroam	2462	WPA-Enterprise		-87
206	4607	1411812184	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
207	4607	1411812186	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
208	4607	1411812186	0015c72a5e21	feup.conferencias	2412	Open		-81
209	4607	1411812187	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
210	4607	1411812187	0015c72a5e21	feup.conferencias	2412	Open		-81
211	4607	1411812189	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
212	4607	1411812189	0015c72a5e21	feup.conferencias	2412	Open		-80
213	4607	1411812190	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
214	4607	1411812190	0015c72a5e21	feup.conferencias	2412	Open		-80
215	4607	1411812192	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
216	4607	1411812192	0015c72a5e21	feup.conferencias	2412	Open		-80
217	4607	1411812193	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
218	4607	1411812193	0015c72a5e21	feup.conferencias	2412	Open		-81
219	4607	1411812194	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
220	4607	1411812194	0015c72a5e21	feup.conferencias	2412	Open		-82
221	4607	1411812196	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
222	4607	1411812196	0015c72a5e21	feup.conferencias	2412	Open		-82
223	4607	1411812197	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
224	4607	1411812197	0015c72a5e21	feup.conferencias	2412	Open		-82
225	4607	1411812199	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
226	4607	1411812199	0015c72a5e21	feup.conferencias	2412	Open		-82
227	4607	1411812200	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
228	4607	1411812200	0015c72a5e21	feup.conferencias	2412	Open		-82
229	4607	1411812202	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
230	4607	1411812202	0015c72a5e21	feup.conferencias	2412	Open		-82
231	4607	1411812203	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
232	4607	1411812203	0015c72a5e21	feup.conferencias	2412	Open		-81
233	4607	1411812205	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
234	4607	1411812205	0015c72a5e21	feup.conferencias	2412	Open		-82
235	4607	1411812206	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
236	4607	1411812206	0015c72a5e21	feup.conferencias	2412	Open		-82
237	4607	1411812208	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
238	4607	1411812208	0015c72a5e21	feup.conferencias	2412	Open		-83
239	4607	1411812208	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
240	4607	1411812209	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
241	4607	1411812209	0015c72a5e21	feup.conferencias	2412	Open		-81
242	4607	1411812209	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
243	4607	1411812211	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
244	4607	1411812211	0015c72a5e21	feup.conferencias	2412	Open		-81
245	4607	1411812211	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
246	4607	1411812212	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
247	4607	1411812212	0015c72a5e21	feup.conferencias	2412	Open		-81
248	4607	1411812212	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
249	4607	1411812214	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
250	4607	1411812214	0015c72a5e21	feup.conferencias	2412	Open		-82
251	4607	1411812214	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
252	4607	1411812214	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
253	4607	1411812215	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
254	4607	1411812215	0015c72a5e21	feup.conferencias	2412	Open		-82
255	4607	1411812215	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
256	4607	1411812217	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
257	4607	1411812217	0015c72a5e21	feup.conferencias	2412	Open		-81
258	4607	1411812217	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
259	4607	1411812218	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
260	4607	1411812218	0015c72a5e21	feup.conferencias	2412	Open		-80
261	4607	1411812218	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
262	4607	1411812220	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
263	4607	1411812220	0015c72a5e21	feup.conferencias	2412	Open		-82
264	4607	1411812220	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
265	4607	1411812221	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
266	4607	1411812221	0015c72a5e21	feup.conferencias	2412	Open		-82
267	4607	1411812221	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
268	4607	1411812221	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-88
269	4607	1411812223	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
270	4607	1411812223	0015c72a5e21	feup.conferencias	2412	Open		-81
271	4607	1411812223	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
272	4607	1411812224	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
273	4607	1411812224	0015c72a5e21	feup.conferencias	2412	Open		-80
274	4607	1411812224	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
275	4607	1411812226	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
276	4607	1411812226	0015c72a5e21	feup.conferencias	2412	Open		-80
277	4607	1411812226	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
278	4607	1411812227	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
279	4607	1411812227	0015c72a5e21	feup.conferencias	2412	Open		-80
280	4607	1411812227	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
281	4607	1411812229	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
282	4607	1411812229	0015c72a5e21	feup.conferencias	2412	Open		-80
283	4607	1411812229	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
284	4607	1411812230	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
285	4607	1411812230	0015c72a5e21	feup.conferencias	2412	Open		-82
286	4607	1411812230	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
287	4607	1411812232	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
288	4607	1411812232	0015c72a5e21	feup.conferencias	2412	Open		-81
289	4607	1411812232	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-89
290	4607	1411812233	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
291	4607	1411812233	0015c72a5e21	feup.conferencias	2412	Open		-80
292	4607	1411812233	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-89
293	4607	1411812235	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
294	4607	1411812235	0015c72a5e21	feup.conferencias	2412	Open		-80
295	4607	1411812235	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-89
296	4607	1411812236	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
297	4607	1411812236	0015c72a5e21	feup.conferencias	2412	Open		-80
298	4607	1411812236	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-89
299	4607	1411812238	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
300	4607	1411812238	0015c72a5e21	feup.conferencias	2412	Open		-82
301	4607	1411812238	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-89
302	4607	1411812239	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
303	4607	1411812239	0015c72a5e21	feup.conferencias	2412	Open		-82
304	4607	1411812239	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-89
305	4607	1411812239	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
306	4607	1411812241	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
307	4607	1411812241	0015c72a5e21	feup.conferencias	2412	Open		-82
308	4607	1411812241	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
309	4607	1411812242	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
310	4607	1411812242	0015c72a5e21	feup.conferencias	2412	Open		-81
311	4607	1411812242	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
312	4607	1411812242	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
313	4607	1411812244	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
314	4607	1411812244	0015c72a5e21	feup.conferencias	2412	Open		-85
315	4607	1411812244	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
316	4607	1411812244	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
317	4607	1411812244	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
318	4607	1411812245	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
319	4607	1411812245	0015c72a5e21	feup.conferencias	2412	Open		-83
320	4607	1411812245	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
321	4607	1411812245	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-86
322	4607	1411812245	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
323	4607	1411812247	0015c72a5e20	eduroam	2412	WPA-Enterprise		-86
