n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
2682	4607	1411814796	\xfec7fec6fec6fec7fec7fec9feccfecefecffed3fed6fed9fedefee5feecfef2fefaff02ff08ff11ff19ff1eff23ff28ff2dff31ff35ff36ff35ff35ff35ff33ff30ff2dff28ff24ff20ff1bff15ff11ff0bff05ff02fefefefbfef8fef8fef7fefbff01	\xff2fff2bff29ff25ff20ff1eff1dff1bff1bff1cff1cff1cff1eff20ff23ff27ff29ff2eff32ff36ff3bff3dff41ff46ff4aff4bff4cff4dff4eff50ff4eff4cff49ff45ff45ff41ff3bff37ff32ff2bff26ff22ff19ff14ff0fff0cff09ff09ff08ff0a	\xfe76fe7dfe83fe8bfe91fe98fe9ffea6feadfeb7fec1fec8fecefed6feddfee3fee8feecfeedfeeffef0feeffeedfeebfee9fee5fee0fed9fed5fecdfec7febffeb7feaffea8fea3fe9cfe9afe98fe97fe98fe9efea5feaffebafec8fed6fee6fef6ff05
2683	4607	1411814797	\xff09ff11ff1dff2aff38ff48ff57ff66ff72ff82ff8fff9dffa9ffb4ffbdffc5ffcdffd3ffdaffddffdeffdfffe0ffdfffddffd9ffd5ffd2ffcfffcbffc8ffc5ffc5ffc5ffc6ffcaffccffceffccffcaffc4ffbbffadff9eff90ff82ff76ff6aff60ff56	\xff0fff11ff17ff1dff25ff2fff38ff41ff4aff57ff60ff6aff72ff78ff82ff89ff8dff8fff91ff92ff92ff91ff8cff89ff84ff7eff76ff69ff5cff4cff39ff23ff0afef0fed7fec5feb7feb1feb0feb8fecbfee4ff01ff1dff39ff54ff6fff87ff9dffaf	\xff16ff26ff35ff40ff4dff56ff5fff65ff68ff6aff6aff6aff65ff61ff59ff53ff49ff3dff31ff24ff17ff09fefbfeedfee0fed0fec1feb2fea2fe93fe87fe7cfe77fe7dfe88fe9cfeb7fed7fef9ff1aff37ff50ff64ff71ff7cff83ff8aff8eff94ff97
2684	4607	1411814798	\xff52ff4dff46ff42ff3cff39ff36ff36ff35ff36ff3aff3fff44ff4dff58ff63ff70ff7dff8cff9affabffbbffcaffd7ffe3fff0fff90003000b0013001a00210027002c002f002e002e00280023001c001200090000fff7ffedffe5ffddffd5ffce	\xffc2ffd3ffe6fff400000008000f00140017001c00200024002b003700440055006a007e009100a700bb00ca00d700e200ea00ed00f300f600f600f900fc00fe01020108010f01190121012b0132013701370133012c011e010d00f800e100c800af	\xff9cffa0ffa2ffa1ffa0ffa1ffa1ffa6ffadffb5ffc0ffd1ffe6fffb001000230031003e0048004a004800410037002c00220017000d0003fffefffbfff8fff6fff4fff1ffebffe5ffd9ffc8ffb1ff97ff79ff57ff35ff12fef3fed6febefea9fe98
2685	4607	1411814799	\xffc5ffbeffb8ffb0ffa9ffa2ff9aff94ff90ff8cff89ff89ff8cff8fff95ff9bffa0ffa8ffb0ffb8ffbdffc4ffc7ffcaffceffd0ffd1ffd2ffd3ffd6ffd9ffdbffddffddffdeffddffddffdcffdaffd8ffd4ffd1ffcdffc8ffc3ffbcffb6ffb0ffacffa7	\x0097007f00670051003c002900170007fff9ffebffe1ffdbffd4ffd0ffcfffceffceffd0ffd3ffd3ffd5ffd6ffd7ffd7ffd7ffd7ffd4ffd2ffd1ffd0ffceffcdffcbffc9ffc8ffc7ffc5ffc3ffbfffbeffb9ffb7ffb3ffafffabffa7ffa2ff9eff9bff97	\xfe8cfe82fe7cfe77fe76fe76fe7bfe83fe8cfe97fea4feb1febefecdfedafee4feedfef3fef6fef8fefafef6fef4fef1feeefeebfee8fee6fee1fee0fedcfedafed7fed5fed1fecdfec9fec6fec1febdfeb7feb1feaffeacfea8fea7fea7fea8feaafeaf
2686	4607	1411814800	\xffa2ff9fff9bff9aff99ff96ff96ff98ff97ff98ff9bff9dffa1ffa6ffa8ffaaffafffb2ffb5ffb8ffbaffbaffbcffbeffbeffbeffc0ffc0ffbfffbfffc0ffc1ffc0ffbfffbcffb9ffb6ffb1ffaeffabffa8ffa5ffa2ffa1ffa0ffa0ff9fff9fff9fffa0	\xff96ff95ff96ff95ff97ff98ff99ff9bff9bff9eff9cff9eff9fffa0ffa1ffa3ffa6ffa7ffa8ffa8ffa9ffaaffadffadffafffb0ffb1ffb4ffb4ffb5ffb5ffb7ffb6ffb7ffbaffbaffbcffbfffbeffbeffbeffbfffbdffc0ffbeffbdffbcffbdffbcffba	\xfeb2feb7febffec3fecafed1fed7feddfee4fee7fee9feeefef0fef3fef4fef6fef3fef5fef5fef5fef7fef5fef4fef2fef2fef0fef0feedfeeafee8fee7fee6fee4fee2fee1fee0fee0fedffedefedefee0fee1fee4fee5fee5fee7fee9feeafeedfeef
2687	4607	1411814801	\xffa1ffa4ffa5ffa9ffacffaeffb1ffb4ffb8ffb9ffb9ffb9ffb8ffb7ffb6ffb4ffb1ffb0ffb0ffaeffadffadffacffabffa9ffaaffaaffa8ffa6ffa4ffa3ffa2ffa2ffa1ffa0ffa1ffa1ffa1ff9fff9fff9dff9dff9cff9bff9bff9aff99ff9bff9c	\xffbaffb7ffb8ffb9ffb8ffb8ffb8ffb8ffb8ffb9ffb9ffb8ffb7ffb6ffb5ffb4ffb4ffb3ffb2ffb1ffb1ffb1ffb2ffb2ffb3ffb3ffb4ffb5ffb6ffb8ffb8ffb8ffb7ffb6ffb6ffb5ffb5ffaeffacffaaffa7ffa5ffa3ffa1ffa0ffa3ffa5ffa3ffa5	\xfef0fef1fef5fef7fef8fef7fef5fef4fef3fef0feedfee9fee6fee5fee3fee2fee1fee1fee2fee2fee3fee4fee3fee4fee3fee3fee1fee2fee1fee0fee0fedefedefeddfedefedefedefedefedefedffedffee0fee0fee0fee0fee0fee0fedffee0
2688	4607	1411814802	\xff9aff9bff9cff9bff9cff9bff99ff9bff9cff9cff9bff9cff9dffa0ffa1ff9fff9eff9cff9cff9cff9aff98ff96ff96ff96ff96ff97ff97ff97ff98ff9aff9aff9cff9cff9dff9cff9eff9fffa0ffa0ff9fff9fff9dff9dff9bff9bff99ff98ff97	\xffa6ffa6ffa7ffa7ffa8ffa8ffa8ffa7ffa6ffa7ffa7ffa6ffa5ffa5ffa5ffa7ffa7ffa6ffa6ffa8ffa8ffa8ffa6ffa5ffa5ffa6ffa8ffa8ffa7ffa6ffaaffa9ffa8ffa8ffa7ffa9ffaaffabffabffacffadffaeffaeffaeffafffaeffadffadffad	\xfee0feddfedcfedffedffedffee0fee1fee2fee4fee6fee5fee6fee6fee7fee9fee8fee7fee5fee4fee3fee5fee5fee4fee5fee6fee8fee9feecfeebfeecfeecfeedfeecfeecfeebfeeafeebfee9fee8fee7fee8fee9feecfeeafeeafeedfeedfeef
2689	4607	1411814803	\xff98ff99ff98ff96ff94ff93ff93ff94ff95ff95ff96ff97ff99ff9aff99ff98ff95ff93ff92ff91ff8fff8eff8eff8eff8dff8bff8bff8bff8cff8bff89ff87ff86ff87ff85ff84ff84ff85ff88ff87ff88ff88ff89ff88ff88ff88ff87ff88ff89ff89ff88	\xffadffadffacffadffaeffb0ffb2ffb3ffb3ffb3ffb2ffb1ffb0ffaeffadffaeffadffadffaeffafffb0ffb2ffb2ffafffb0ffb2ffb3ffb2ffb1ffb1ffb0ffb1ffb0ffafffadffaeffaeffacffabffabffabffabffaaffa8ffa8ffaaffabffadffaeffafffb2	\xfeeffeedfeedfeeffeeefeeffef0fef0fef0fef1fef1fef1fef2fef1fef0fef0feeffeeffeeefeedfeebfeebfeecfeedfeedfeecfeecfeebfeebfeeafee8fee7fee6fee7fee8feeafeedfeeefef0feeffef2fef3fef3fef5fef5fef8fef9fefcfefbfefdfefe
2690	4607	1411814804	\xff88ff8aff8aff8cff8eff8dff8eff8fff91ff90ff90ff8eff8dff8dff8cff8bff8bff8dff8cff8eff90ff92ff94ff95ff95ff95ff96ff96ff96ff95ff93ff94ff94ff92ff92ff91ff90ff8fff90ff8eff8dff8dff8cff8aff8aff8bff8bff8eff90	\xffb4ffb6ffb6ffb7ffb6ffb7ffb7ffb5ffb2ffb1ffb2ffb2ffb1ffb1ffb1ffb1ffb2ffb1ffb0ffb1ffb0ffafffb0ffb3ffb5ffb7ffb7ffb6ffb8ffb9ffb9ffb6ffb5ffb3ffb4ffb4ffb5ffb5ffb6ffb8ffbaffbdffbeffbeffbdffbeffbeffbdffbd	\xfefefefefefcfefcfef9fef9fef6fef4fef1fef0feeefeedfeeefeeffef2fef4fef5fef7fef9fefafefbfefafefafef9fefbfefafef9fef9fef8fef5fef3fef3fef1feeffeeefeeefeedfeedfeeefeedfeedfeeefeeefef0fef2fef4fef5fef9fefa
2691	4607	1411814805	\xff91ff92ff94ff96ff97ff98ff96ff98ff99ff99ff9bff9bff9bff9cffa0ff9fffa1ffa3ffa5ffa6ffaaffa9ffa6ffa5ffa2ffa0ff9eff9cff98ff98ff99ff97ff97ff97ff97ff96ff98ff96ff97ff97ff98ff99ff9aff9bff9cff9dff9dff9dff9eff9e	\xffbcffbbffbbffbdffbdffbaffbaffb8ffb5ffb3ffb2ffadffaaffa8ffa8ffa7ffa7ffa7ffa6ffabffadffafffaeffaeffafffb0ffb0ffaeffacffabffadffadffacffaaffabffaaffacffabffaaffa9ffaaffacffacffadffadffaeffaeffb0ffb0ffaf	\xfefcfefffefffefffefffefffefefefdfefcfefbfefbfef9fef7fef6fef5fef4fef4fef5fef5fef5fef7fef7fef5fef4fef3fef1fef1fef0feedfeedfeedfeeffeeefeeefeeffef0fef2fef3fef5fef5fef7fef7fef7fef7fef7fef7fef5fef5fef4fef5
2692	4607	1411814806	\xff9fffa0ff9fff9fff9fffa0ffa0ffa1ff9fff9fff9eff9fffa1ffa3ffa4ffa6ffa7ffa9ffabffacffadffacffadffadffadffacffacffacffa8ffa8ffa8ffa7ffa7ffa6ffa4ffa4ffa4ffa3ffa2ffa2ffa1ffa1ffa1ffa0ffa0ffa1ffa0ffa0ffa1	\xffb0ffb0ffb0ffb1ffb3ffb4ffb5ffb7ffb6ffb5ffb7ffb7ffb6ffb4ffb4ffb4ffb4ffb5ffb4ffb3ffb2ffb2ffb1ffb1ffb1ffb1ffb1ffafffb0ffafffadffabffaaffa9ffa8ffa8ffa5ffa4ffa6ffa5ffa6ffa5ffa4ffa4ffa7ffa7ffa5ffa4ffa3	\xfef5fef4fef3fef3fef5fef6fef7fef8fef9fefbfefdfefefefdfefcfefbfefafef9fef7fef3fef3fef1feeffeedfeeafee9fee7fee7fee5fee4fee3fee3fee3fee2fee2fee3fee4fee5fee4fee5fee5fee4fee4fee4fee3fee3fee3fee2fee3fee2
2693	4607	1411814807	\xffa1ffa1ffa2ffa3ffa1ffa2ffa1ffa1ffa1ffa2ffa1ff9fffa1ffa1ffa0ff9fffa0ffa0ffa1ffa4ffa2ffa2ffa5ffa7ffa7ffa8ffa7ffa8ffaaffabffacffacffacffadffadffadffadffaeffaeffb0ffb1ffb4ffb6ffb7ffb9ffbbffbcffbeffc0ffc0	\xffa3ffa4ffa5ffa5ffa4ffa5ffa6ffa5ffa5ffa4ffa2ffa2ffa3ffa2ffa3ffa4ffa3ffa5ffa5ffa4ffa4ffa5ffa6ffa8ffa9ffaaffacffacffabffabffabffa9ffa9ffa8ffa9ffaaffadffaeffafffb0ffb0ffb2ffb4ffb6ffb7ffb8ffb9ffb9ffbbffb9	\xfee1fee1fee1fee1fee2fee3fee2fee4fee5fee5fee5fee5fee5fee7fee8fee7fee7fee9fee8fee9fee8fee8fee7fee9fee7fee7fee7fee8fee7fee6fee6fee7fee8fee6fee8fee8fee9fee9feebfeeafeebfeecfee9fee8fee7fee6fee2feddfed8fed4
2694	4607	1411814808	\xffc1ffc3ffc5ffc6ffc5ffc4ffc2ffc1ffbdffbaffb7ffb3ffb1ffb0ffafffadffabffaaffaaffabffabffa9ffa8ffa9ffaaffaaffaaffa8ffa7ffa7ffa6ffa5ffa4ffa4ffa5ffa5ffa7ffa8ffa6ffa6ffa5ffa5ffa4ffa5ffa4ffa3ffa5ffa8ffa8ffa6	\xffb9ffb4ffafffadffa8ffa4ffa0ff9dff9aff98ff98ff97ff98ff9aff9cff9dff9fffa2ffa2ffa4ffa6ffa8ffa9ffacffadffaeffb1ffb3ffb4ffb5ffb7ffb7ffb5ffb4ffb0ffacffa7ffa1ff9eff99ff96ff94ff91ff93ff93ff94ff94ff94ff96ff96	\xfed2fecefecafec6fec5fec7fec9feccfecefed0fed4fed8feddfee0fee2fee4fee7feebfeedfeedfeedfeedfeeefeedfeedfeecfeeafee9fee7fee3fee0fedbfed6fed0fecbfec9fec6fec6fec6fec8fecafecdfed1fed4fed6fed6fedafedbfeddfee0
2695	4607	1411814809	\xffa5ffa4ffa5ffa6ffa5ffa3ffa5ffa6ffa4ffa5ffa6ffa5ffa6ffa5ffa5ffa5ffa7ffa7ffa6ffa7ffa6ffa5ffa4ffa3ffa1ffa1ffa1ff9fffa0ffa1ffa3ffa3ffa3ffa2ffa2ffa2ffa1ffa1ffa0ffa1ffa2ffa2ffa2ffa3ffa4ffa5ffa7ffa6ffa7	\xff97ff98ff9bff9cff9effa0ffa1ffa2ffa5ffa4ffa4ffa3ffa3ffa3ffa2ffa2ffa2ffa3ffa4ffa6ffa6ffa5ffa6ffa7ffa7ffa5ffa4ffa4ffa4ffa4ffa4ffa3ffa3ffa4ffa5ffa5ffa5ffa5ffa4ffa2ffa2ffa0ff9fff9fff9eff9eff9fff9fffa0	\xfee0fee0fedffee0feddfedefeddfedcfeddfedefee1fee1fee1fee1fee1fee1fee1fee1fedffee1fee1fee1fee2fee1fee0fee0fee1fee0fee1fedffedffee0fee2fee2fee3fee4fee4fee4fee4fee3fee3fee3fee2fee2fee1fee3fee3fee3fee1
2696	4607	1411814810	\xffa8ffabffadffacffadffabffacffabffa9ffa8ffa6ffa6ffa6ffa7ffa7ffa8ffaaffa9ffaaffa8ffa8ffa6ffa6ffa5ffa4ffa4ffa4ffa5ffa3ffa4ffa3ffa2ffa1ffa1ffa0ff9fffa1ffa1ffa1ffa2ffa3ffa3ffa5ffa5ffa5ffa4ffa4ffa2ff9fffa0	\xffa1ffa1ffa3ffa3ffa4ffa5ffa5ffa4ffa6ffa5ffa4ffa3ffa2ffa1ffa1ffa1ff9fffa0ffa1ffa3ffa4ffa6ffa5ffa6ffa5ffa5ffa1ffa0ffa0ff9dff9dff9cff9bff9cff9dff9dff9dff9fff9fff9effa0ffa0ffa0ffa1ffa1ffa2ffa2ffa4ffa3ffa3	\xfee0fedffedffee0fedffee0fedffedffee0fedefedffedefeddfeddfeddfedefedcfedefedefedffedffee1fee1fee1fee2fee1fee0fee0fee0fedefedefedefedffee1fee2fee2fee5fee6fee9fee9fee8fee8fee8fee8fee8fee8fee7fee8fee9feea
2697	4607	1411814811	\xff9fff9fff9effa1ffa1ffa4ffa6ffa6ffa5ffa6ffa8ffa7ffa7ffa6ffa6ffa8ffaaffaaffabffacffadffacffadffaeffabffa9ffa8ffa8ffa7ffa7ffa5ffa2ffa3ffa4ffa3ffa3ffa2ffa1ffa2ffa3ffa4ffa4ffa4ffa6ffa7ffa9ffabffaeffaeffaf	\xffa4ffa2ffa1ffa0ffa0ff9fffa1ffa1ffa0ffa0ffa1ffa3ffa4ffa3ffa2ffa2ffa3ffa3ffa3ffa2ffa2ffa4ffa6ffa7ffa8ffa5ffa7ffa8ffa8ffa7ffa6ffa8ffa8ffacffacffadffafffb2ffb2ffb2ffb2ffb2ffb2ffb1ffafffadffafffaeffadffaa	\xfeebfeedfee9feeafeeafeebfeecfeeafee9fee8feeafeeafeeafeebfeebfeedfeeefeeefeeffeeffeeefeeefeedfeedfeecfeebfeeafeebfeecfeecfeecfeecfeedfeeefeeefeecfeeafee8fee7fee5fee4fee2fedffeddfed9fed6fed4fed0fecefecc
2698	4607	1411814812	\xffb2ffb2ffb4ffb4ffb2ffafffb0ffb0ffaeffafffaeffadffadffaeffadffadffacffaaffa9ffaaffa9ffa7ffa7ffa6ffa5ffa6ffa6ffa5ffa5ffa5ffa4ffa3ffa3ffa0ffa0ff9fff9dff9eff9fffa0ff9effa1ffa0ff9effa1ffa1ffa0ffa1ffa1	\xffa8ffa5ffa2ffa0ff9bff97ff94ff92ff92ff92ff92ff91ff90ff92ff92ff94ff94ff95ff95ff97ff98ff99ff9aff99ff9aff9bff9cff9dff9fff9effa1ffa3ffa6ffa7ffa8ffa7ffa7ffa5ffa4ffa2ffa0ff9fff9cff9bff9aff9aff99ff98ff97	\xfecafec9fec9fec9fec9fec9fecbfecdfed0fed2fed4fed7fed7fedbfedcfedefedefee0fee1fee1fee2fee3fee3fee3fee4fee4fee4fee3fee2fee0fedffedffedefedcfedcfedcfedcfedbfed9fed6fed5fed5fed3fed2fed0fed0fecffed1fed0
2699	4607	1411814813	\xffa1ffa2ffa5ffa3ffa3ffa4ffa5ffa6ffa7ffa7ffa8ffabffabffabffabffadffadffafffafffb1ffb0ffb1ffb1ffb1ffb0ffaeffaeffadffadffadffacffacffabffaaffa9ffa8ffa9ffa7ffa7ffa5ffa6ffa8ffa8ffa8ffa8ffaaffaaffaaffaaffa7	\xff95ff94ff94ff93ff93ff92ff92ff92ff91ff94ff95ff96ff97ff99ff99ff99ff9bff9aff99ff9aff99ff99ff9bff9bff9cff9dff9effa0ffa0ffa1ffa1ffa3ffa5ffa6ffa7ffa7ffa7ffa7ffa8ffa8ffa8ffa9ffa9ffa9ffaaffaaffaaffabffaaffaa	\xfecffed0fed2fed4fed5fed8fed9fedcfedffee1fee2fee4fee7fee8fee8fee7fee9fee8fee9fee8fee8fee8feeafeecfeebfeecfeecfeeefef0fef0fef0feeffef1fef1fef0feedfeecfeecfeebfeeafee9fee9fee7fee7fee9fee8fee9fee9fee8fee7
2700	4607	1411814814	\xffa6ffa8ffa7ffa8ffa6ffa6ffa7ffa8ffa9ffa8ffa7ffa5ffa6ffa7ffa6ffa5ffa2ffa3ffa4ffa4ffa4ffa4ffa4ffa3ffa5ffa6ffa5ffa9ffa9ffa9ffabffadffaeffafffb0ffadffacffaeffadffadffaeffaeffaeffb2ffb3ffb3ffb4ffb1ffaeffad	\xffaaffa8ffa6ffa6ffa6ffa6ffa5ffa6ffa3ffa4ffa3ffa2ffa0ff9cff98ff94ff95ff91ff92ff90ff91ff93ff96ff9bff9dffa1ffa1ffa3ffa5ffa7ffa8ffa8ffa7ffa7ffa8ffa8ffa9ffaaffa8ffa8ffabffadffaeffaeffaeffaeffafffb0ffafffae	\xfee7fee7fee4fee2fee1feddfedcfed9fed7fed3fed1fed2fed0fed0fecffed2fed6fedbfee1fee3fee8feecfeeefef1fef2fef2feeefeeffeeefeeefeeefeedfeedfeedfeeefeeefeeefeeffef0fef0feeffeeefeedfeebfee8fee5fee1fedefedcfedb
2701	4607	1411814815	\xffaaffa6ffa3ffa0ff9cff9bff99ff95ff95ff91ff8eff8eff8dff8cff8cff8cff8cff8fff90ff92ff93ff94ff94ff95ff95ff97ff97ff98ff99ff9aff9bff9bff9aff99ff99ff97ff96ff95ff96ff95ff96ff96ff96ff99ff98ff98ff99ff98ff99	\xffafffaeffafffaeffafffaeffadffaeffacffabffaaffa9ffa9ffa8ffa8ffa4ffa3ffa4ffa4ffa2ffa1ffa1ff9fff9effa0ff9dff9cff9cff9dff9dff9eff9fff9fffa0ffa0ff9fff9dff9cff9cff9cff9bff9dff9eff9eff9fffa0ff9eff9eff9f	\xfed8fed8fed8fed7fed8fed8fed8fed9fedbfedbfedefee1fee1fee3fee3fee5fee5fee6fee6fee6fee8fee7fee8fee9feeafee9fee7fee7fee6fee7fee6fee6fee8fee8feeafeebfeebfeecfeebfeeafeeafee9feebfee9fee9fee7fee8fee7fee7
2702	4607	1411814816	\xff98ff97ff96ff95ff95ff94ff94ff91ff91ff91ff92ff91ff90ff8eff8fff8fff8eff8dff8cff8bff8aff8cff8bff8bff8cff8cff8dff8fff8fff8fff8eff8eff8eff8eff8eff8aff8bff8aff8bff8aff88ff89ff8aff8cff8bff8bff8aff8aff8a	\xff9eff9eff9fff9fffa0ffa1ffa2ffa2ffa2ffa2ffa3ffa5ffa5ffa6ffa6ffa6ffa7ffa9ffa9ffabffadffaeffacffafffb1ffb1ffb2ffb1ffb0ffafffb1ffaeffacffa9ffa7ffa6ffa3ffa3ffa2ffa1ffa1ffa1ffa2ffa2ffa3ffa3ffa3ffa4ffa5	\xfee8fee6fee7fee8feebfee9feeafeeafee9feeafee9fee8fee8feeafeeafee9fee9feebfeebfeecfeedfeedfeeffef0fef1fef0fef2feeffeeefeedfeeafee8fee7fee6fee5fee6fee4fee5fee6fee7fee7fee7fee7fee6fee7fee7fee7fee8fee7
2703	4607	1411814817	\xff88ff85ff85ff85ff81ff80ff7dff79ff76ff76ff73ff72ff74ff75ff75ff77ff7aff7cff7dff7eff7eff7eff7eff80ff7fff80ff81ff82ff82ff84ff87ff88ff8aff8dff90ff94ff96ff97ff9aff9bff9dff9cff9dff9cff9aff9cff9dff9dff9dff9c	\xffa6ffa6ffa8ffa8ffa8ffaaffabffabffacffaaffa9ffa9ffa8ffa7ffa5ffa5ffa3ffa3ffa4ffa1ffa2ffa2ffa2ffa2ffa3ffa4ffa4ffa6ffa5ffa4ffa3ffa1ffa1ffa1ffa0ffa0ffa0ff9eff9fff9eff9cff9bff99ff99ff9aff9aff9aff9cff9cff9d	\xfee7fee5fee5fee5fee5fee4fee3fee3fee4fee5fee6fee5fee5fee4fee5fee4fee3fee5fee7fee8fee9fee9feebfeedfeeefeeffef1fef2fef4fef5fef4fef5fef4fef4fef2fef2fef2fef1fef2fef3fef4fef4fef2fef4fef2fef1feeffeedfeebfee9
2704	4607	1411814818	\xff9bff9dff9fff9fff9eff9fff9fff9fffa1ffa1ffa1ffa1ffa1ffa1ffa1ffa2ffa2ffa2ffa3ffa5ffa5ffa4ffa4ffa4ffa5ffa4ffa4ffa4ffa4ffa5ffa8ffa8ffa7ffa7ffa5ffa3ffa2ffa2ff9fff9cff9bff99ff99ff97ff93ff90ff8fff8fff90	\xff9fff9eff9dff9eff9dff9effa0ffa0ff9fff9eff9dff9dffa0ff9dff9bff9cff9cff9dff9eff9dff9aff9bff9bff9aff9aff9dff9dffa0ffa1ffa1ffa3ffa3ffa3ffa3ffa4ffa4ffa7ffa8ffabffaeffadffadffaeffafffafffb0ffafffaeffb0	\xfee8fee5fee5fee4fee2fee1fee1fee1fedffedefeddfedffee1fee2fee1fee2fee4fee3fee3fee3fee2fee1fee2fee1fedffedffee1fedefedcfedafed7fed7fed5fed5fed2fed3fed2fed3fed3fed4fed4fed5fed7fed7fedafeddfee1fee5fee8
2705	4607	1411814819	\xff92ff95ff98ff9dffa1ffa4ffa8ffabffadffafffb0ffb3ffb5ffb8ffb7ffb7ffb5ffb5ffb4ffb1ffaeffadffacffaaffa9ffa6ffa6ffa6ffa7ffa6ffa7ffa6ffa5ffa5ffa4ffa3ffa1ffa1ffa0ffa1ffa1ffa1ffa2ffa1ffa0ffa0ffa0ff9fff9fffa0	\xffafffb0ffaeffadffaaffa8ffa6ffa5ffa4ffa3ffa2ffa3ffa2ffa1ffa1ffa1ffa1ffa2ffa1ffa1ffa1ffa3ffa3ffa3ffa3ffa2ffa2ffa1ff9fff9fff9eff9eff9eff9eff9dff9cff9dff9dff9eff9eff9eff9fffa1ffa1ffa2ffa3ffa1ffa2ffa2ffa1	\xfeecfeeffef2fef3fef5fef5fef2fef3feeffeedfeebfee8fee5fee4fee1fedffee1fee1fee1fee1fee0fee0fee2fee1fee1fedffedefedefee0fee0fee0fee1fee1fee3fee3fee3fee2fee3fee3fee3fee3fee2fee2fee2fee1fee1fee0fee0fee0fede
2706	4607	1411814820	\xffa0ffa1ffa3ffa5ffa8ffa9ffa9ffaaffaaffa9ffa9ffa8ffa6ffa5ffa4ffa3ffa2ffa2ffa3ffa3ffa3ffa5ffa4ffa5ffa6ffa8ffa9ffacffb0ffb3ffb8ffbdffc5ffcbffd1ffd9ffe0ffe9ffeefff2fff3fff5fff3ffedffe6ffdaffceffc1ffb2ffa1	\xffa0ffa0ff9cff9bff99ff97ff96ff96ff95ff94ff95ff94ff94ff93ff92ff94ff93ff94ff94ff95ff95ff96ff98ff97ff98ff98ff98ff9aff98ff99ff99ff99ff99ff99ff98ff98ff9bff9dff9effa1ffa3ffa7ffabffafffb1ffb4ffb7ffb9ffbaffb9	\xfedefedcfedcfedbfed9fed8fed7fed9fed9fedafeddfedefee0fee2fee3fee3fee4fee5fee5fee6fee7fee8feeafeebfeedfeedfeeefeeffef1fef3fef4fef4fef6fef8fef9fef9fef7fef4feeffeeafee2fed9fecefec4febbfeb1fea9fea5fea2fea4
2707	4607	1411814821	\xff93ff84ff79ff71ff6cff69ff6bff6cff70ff75ff79ff7cff81ff85ff87ff8bff8cff8eff8dff8fff8eff8eff8fff8fff90ff90ff91ff93ff93ff93ff93ff93ff95ff94ff96ff97ff99ff9bff9bff9cff9bff9cff9dff9bff9aff98ff99ff98ff99ff99	\xffb9ffb5ffb4ffb2ffb0ffacffa9ffa7ffa5ffa5ffa2ffa1ff9eff9eff9eff9effa0ff9fffa0ffa1ffa1ffa2ffa2ffa1ffa1ffa1ffa1ffa1ffa0ffa1ffa2ffa2ffa1ffa1ffa1ffa2ffa5ffa5ffa5ffa5ffa6ffa5ffa6ffa6ffa7ffa7ffa8ffa8ffa7ffa8	\xfea8feadfeb2febdfec6fecdfed6fedefee3feeafeeefeeffef1fef4fef4fef2fef1fef1fef0feeffeeefeedfeedfeedfeedfeeefeeffeeffeeffeeffeeffef0feeffeeffeeefeeffef1fef0feeffeedfeedfeedfeebfeeafee9fee8fee8fee8fee7fee5
2708	4607	1411814822	\xff96ff99ff97ff98ff98ff99ff9bff9bff9eff9eff9fff9fff9fff9fff9eff9dff9dff9cff9cff9dff9dff9cff9cff9bff9bff9aff99ff99ff98ff97ff96ff97ff98ff9aff9cff9bff9bff9cff9cff9aff97ff97ff96ff97ff96ff96ff96ff99ff9aff9a	\xffa7ffa5ffa2ffa2ffa1ffa2ffa4ffa4ffa3ffa3ffa4ffa3ffa3ffa1ffa0ffa0ff9fff9fff9fff9eff9eff9eff9dff9cff9eff9dff9dffa0ff9fffa0ffa2ffa0ffa1ffa2ffa2ffa2ffa2ffa1ffa1ffa3ffa2ffa1ffa3ffa3ffa3ffa3ffa4ffa7ffa7ffa8	\xfee4fee4fee4fee4fee4fee3fee2fee1fee3fee2fee0fee0fee0fee0fee1fee1fee1fee2fee3fee3fee4fee6fee6fee8fee8fee8fee8fee8fee6fee6fee5fee5fee4fee3fee4fee4fee4fee3fee2fee3fee3fee2fee2fee2fee3fee3fee5fee3fee3fee5
2709	4607	1411814823	\xff98ff97ff98ff98ff97ff95ff95ff94ff94ff94ff92ff91ff92ff92ff93ff92ff93ff93ff93ff94ff94ff93ff92ff93ff92ff92ff93ff92ff91ff91ff91ff90ff91ff90ff8fff90ff91ff92ff92ff92ff91ff91ff93ff94ff95ff96ff96ff97ff99	\xffa9ffa8ffaaffacffabffa9ffa9ffabffacffaeffaeffaeffb1ffb2ffb2ffb1ffb0ffaeffaeffadffadffadffadffadffaeffaeffafffb0ffafffb0ffb0ffb2ffb1ffb1ffafffaeffaeffadffadffadffaeffadffafffb1ffb0ffaeffaeffadffab	\xfee6fee7fee7fee8fee7fee7fee7fee7fee6fee7fee9fee9fee9feebfeecfeecfeebfeeafee8fee8fee6fee6fee5fee7fee8fee9feeafeebfeeefeeffef1fef1fef2fef2fef3fef3fef4fef3fef3fef3fef3fef4fef4fef4fef2fef3fef3fef4fef5
