n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
1009	4607	1411813123	\x005600560055005600550055005600580058005800590058005a005a005800560054005300530053005200510051005200520053005300530054005300520052005200510050004f004e004f005000510051005300530054005500560056005700570056	\xff60ff61ff63ff62ff62ff61ff62ff5eff5cff5cff58ff59ff57ff57ff55ff58ff57ff58ff59ff58ff58ff58ff58ff57ff58ff57ff58ff58ff5aff5aff59ff58ff58ff58ff58ff59ff57ff56ff59ff59ff59ff57ff56ff55ff55ff55ff53ff55ff56ff59	\x0019001a001a00180018001700160018001800170017001700170017001600140013001400140013001200120015001400160015001500160017001700150015001500160016001600170019001a001a0019001a001b001d001c001a001b001b001b001b
1010	4607	1411813124	\x0054005600550053005300520053005500550053005500560056005600560055005800590058005a005a005c005b005b005a0059005a0059005c005a005a005a005e005e005d005d005d005f00600060005e005f0060006100610060006100610061	\xff5aff5aff59ff5aff5aff5bff59ff57ff57ff57ff58ff59ff59ff59ff59ff59ff5aff5bff59ff58ff56ff56ff56ff54ff54ff53ff55ff56ff57ff56ff56ff55ff53ff54ff53ff53ff52ff52ff53ff55ff56ff56ff55ff56ff57ff58ff59ff5aff5b	\x001c001a001b001b001c001d001e001d001d001d001c001c001b001a001a00170017001700170019001700180018001b001a0019001900190018001600170017001700170016001500140015001300140013001200120013001300100010000f000f
1011	4607	1411813125	\x00610062006100610061006200640065006600660065006500650065006400630063006300620062006400610062006300630064006600670067006800670066006700660067006700660066006700670065006500650064006500660065006600670067	\xff5bff5cff5cff5dff5cff5aff59ff58ff59ff59ff57ff55ff54ff55ff55ff57ff55ff54ff55ff57ff58ff58ff57ff57ff59ff5aff5aff5aff59ff58ff5bff5aff5aff5cff5dff5eff5fff5eff5cff5dff5dff5dff5cff5cff5dff60ff5fff60ff60ff5e	\x000e000d000d000d000e000e000e000f000f0011001200120013001200120013001500130013001400130015001500150015001500150017001800170018001800180019001b001b001b001d001c001e001e001e001c001b001d001b001b001b001c001b
1012	4607	1411813126	\x00650065006400630063006100620063006500630061006100620063006200620061006100630063006200620062005f0060005f005f005f005f005e005f0060006100620061006000610061006100610061006000610062006500660066006700670066	\xff5fff5fff60ff5eff5eff5dff5eff5fff5eff5eff5cff5dff5fff5fff5dff5eff5dff5dff5dff5cff5bff59ff58ff57ff57ff59ff5aff5aff5aff5cff5fff5fff5fff5cff5bff5bff5cff5bff59ff59ff59ff5cff5dff5dff5cff5fff61ff61ff61ff5f	\x001c001c001b001d001e001c001e001f002000210021001e001d001f001e001c001d001b0019001a001a00190017001800170019001b001b001b001b001c001d001e001b001a0019001800170017001600150016001800180018001a001a001900190019
1013	4607	1411813127	\x0066006700670065006600650066006800680067006600650066006600650064006400650066006500660066006600680068006700660069006500670067006600660066006600660068006700670066006500660066006500650066006600670068	\xff5eff5eff5dff5cff5cff5dff5eff5fff62ff63ff62ff64ff64ff63ff63ff62ff60ff5fff5fff5eff5cff5bff5bff5bff5aff5aff5aff5aff5bff5bff5aff5aff5aff59ff59ff58ff56ff56ff54ff55ff55ff55ff55ff55ff56ff56ff57ff56ff56	\x0017001700160016001600170018001800190019001a00190018001700170017001700180018001b001c001d001d001d001d001b001b0018001800160016001700190019001a001b001a001c001e001c001c001c001b001b001d001d001b001a0019
1014	4607	1411813128	\x006600640064006500640063006300600060006200610061006200630062006400620062006200620060005f005e005f0061006100610060005f005f005f005d005b005c005a005a005a005a005a005b005b005700580058005800590057005600580059	\xff56ff57ff57ff56ff57ff59ff59ff58ff57ff56ff57ff59ff59ff58ff5aff5aff5bff5bff5bff5cff5bff5bff5cff5cff5dff5eff5fff5eff5eff5eff5bff5cff5dff5bff5aff5aff5aff59ff5bff5bff59ff5bff5bff5aff5bff5bff5aff59ff59ff59	\x001a001a001b001a001c001d001d001f001d001e001d001e001d001e001e001c001c001c001c001c001b001c001d001d001e001e001f001f002100210023002400260026002700260024002300230023002200220021002100230022002300200020001f
1015	4607	1411813129	\x00590059005800570057005800550055005300530052005200530054005600550057005700580059005b005a0059005c005c005c005e005e005e005f00600060006000620062006200640064006200610062006300630064006200630066006700670067	\xff59ff5bff5aff5dff5dff5eff60ff60ff60ff60ff5fff5dff5eff5eff5eff5dff5eff5dff5dff5eff5dff5cff5bff5aff58ff57ff56ff56ff55ff55ff56ff57ff58ff59ff5aff5cff5cff5dff5dff5eff5eff5eff5eff5dff5cff5dff5dff5eff5fff60	\x002000210020002000200021002100210020001e001d001b001b001c001d001b001c001e002000220020001f001c001d001e001d001b001b001b001c001c001c001a0019001b001a001a0018001900170017001900170016001500160013001400140012
1016	4607	1411813130	\x006a006b006d006e006f0070007100740073007400730072007200720072007100720072007300740075007500750077007800780079007a007b007b007e007d007c007c007d007c007d007e007c007e007f0080008000810081008000810080007e	\xff60ff60ff61ff60ff60ff60ff60ff63ff63ff62ff63ff63ff64ff65ff65ff62ff62ff64ff63ff64ff64ff62ff61ff62ff63ff62ff64ff64ff65ff64ff64ff62ff61ff61ff5eff5eff5cff5cff5cff5cff5dff5dff5dff5dff5eff5fff5eff61ff62	\x00100010000e000c000b000b0009000700060006000500050005000300020001000100000000fffffffefffcfff9fff9fff7fff5fff2fff1ffefffeffff0ffefffefffeeffedffeeffedffebffeaffe8ffe8ffe7ffe9ffe7ffe8ffe9ffe9ffeaffe8
1017	4607	1411813131	\x007e007e007e007c007e007d007d007e007e007f007f0080007e007f007e007d007e007c007c007e007e007f008000800080007f007f007f00800080007f0081008300840084008500850084008700860085008500860086008500870087008700870089	\xff63ff61ff61ff61ff61ff60ff61ff5eff5dff5eff5eff5cff5dff5fff5fff62ff62ff63ff64ff65ff65ff64ff63ff63ff63ff63ff63ff63ff62ff63ff63ff63ff63ff64ff64ff64ff65ff64ff64ff62ff62ff61ff61ff5fff5fff5eff5fff61ff61ff61	\xffe9ffe7ffe9ffe9ffe9ffe8ffe6ffe9ffe8ffe9ffe5ffe6ffe5ffe5ffe5ffe3ffe3ffe2ffe3ffe1ffe2ffe1ffe2ffe3ffe4ffe4ffe2ffe1ffe0ffdfffddffdbffd9ffd8ffd8ffd9ffdaffdbffdcffdcffddffdfffdfffddffdcffd9ffd8ffd6ffd6ffd3
1018	4607	1411813132	\x008a008a008c008d008d008e0091009000910090008f008f008e008f008c008c008c008d008f008f008f008f008f0090008f0090008f008f008e008f0090009000910091009100900091008f008d008c008900890088008a008a008a008b008c008f	\xff61ff63ff64ff65ff65ff65ff65ff64ff64ff63ff63ff61ff60ff5eff5eff5fff5fff60ff60ff60ff61ff62ff63ff62ff61ff60ff60ff5fff5fff5eff5dff5eff60ff60ff60ff61ff61ff61ff62ff63ff61ff60ff60ff5fff5fff5fff5eff5eff60	\xffd2ffd2ffd4ffd4ffd4ffd6ffd5ffd6ffd6ffd6ffd4ffd4ffd4ffd2ffd0ffcfffcfffcfffcfffcfffcfffcfffd1ffd1ffd1ffd1ffd1ffd4ffd3ffd4ffd3ffd3ffd2ffd2ffd0ffcfffceffceffceffceffceffcdffceffccffccffc9ffc6ffc6ffc6
1019	4607	1411813133	\x008f008f008f008e008f008e008d008c008b008c008d008b008c008e008d008e008d008c008c008d008c008a008a0087008800890088008a008b008b008b008c008b008a008a008b008a008a008c008c008b008b008a008a0089008a0089008b008c008d	\xff62ff61ff61ff62ff61ff62ff61ff60ff5dff5fff5dff5dff5cff5cff5aff5aff5bff5bff5dff5cff5bff5bff5dff5eff5cff59ff59ff5bff5cff5eff5dff5dff5fff61ff62ff62ff61ff60ff5fff5dff5dff5dff5dff5cff5cff5eff60ff61ff63ff63	\xffc5ffc5ffc4ffc4ffc5ffc8ffc6ffc5ffc4ffc4ffc5ffc4ffc3ffc2ffc3ffc2ffc3ffc3ffc2ffc3ffc4ffc3ffc3ffc4ffc2ffc1ffc0ffbdffbdffbcffbaffb9ffbaffbaffbbffbdffbcffbcffbcffbeffbeffbdffbcffbdffbdffbdffbeffbfffbfffc0
1020	4607	1411813134	\x008d008b008d008e008f008d008f008f00900092009100920093009300920093009100910091008f008e008e008d008b008c008c008d008d008e008c008e008e008e008c008a0089008900890088008700850087008900890089008a008a008a008c	\xff63ff65ff67ff68ff69ff6bff6dff70ff72ff74ff77ff79ff7aff7dff7dff7fff80ff81ff80ff80ff80ff80ff7fff7dff7bff79ff7aff79ff78ff75ff75ff73ff73ff72ff71ff70ff6fff70ff6eff6dff6dff6aff6aff69ff6aff69ff69ff68ff68	\xffc2ffc4ffc6ffcaffccffcdffd0ffd3ffd5ffd5ffd5ffd3ffd2ffd1ffcfffcfffcbffc8ffc6ffc5ffc3ffc0ffbdffbaffbaffb9ffb8ffb7ffb6ffb6ffb6ffb4ffb4ffb4ffb5ffb5ffb6ffb7ffb8ffb9ffb9ffb9ffbaffb8ffb8ffb9ffb9ffb8ffb7
1021	4607	1411813135	\x008c008d008e008e008f008f008f008e008d008b008a008a008900890089008a0089008a008a008a0089008b008a008b008b008a00890089008900880089008800880089008a008a00890088008600860085008500850085008500870088008800890089	\xff69ff68ff68ff68ff66ff67ff69ff69ff68ff69ff6aff69ff6aff6aff69ff67ff6aff69ff68ff69ff68ff66ff65ff67ff65ff65ff63ff61ff63ff63ff64ff63ff64ff65ff65ff65ff66ff66ff65ff64ff64ff63ff63ff65ff64ff62ff62ff64ff64ff63	\xffb8ffb7ffb8ffb7ffb5ffb5ffb6ffb7ffb8ffb7ffb8ffb9ffb9ffb9ffb8ffb6ffb4ffb4ffb4ffb3ffb4ffb3ffb4ffb3ffb1ffb2ffb3ffb4ffb5ffb7ffb6ffb7ffb9ffb8ffb7ffb6ffb3ffb2ffb2ffb2ffb2ffb2ffb4ffb3ffb4ffb4ffb6ffb6ffb6ffb6
1022	4607	1411813136	\x008800870086008500840086008500860084008500860085008700860088008600880089008b008b008b008b008a008c008c008a0088008900870088008800880089008800890088008600870086008600870088008a008b008c008c008b008b008b008b	\xff63ff64ff62ff63ff63ff61ff61ff62ff62ff62ff62ff61ff62ff62ff62ff62ff61ff5fff5fff62ff62ff61ff61ff61ff60ff61ff60ff5eff5eff61ff61ff61ff64ff62ff64ff63ff64ff63ff63ff64ff65ff66ff66ff68ff68ff68ff67ff67ff67ff69	\xffb6ffb6ffb7ffb5ffb3ffb3ffb4ffb6ffb6ffb6ffb6ffb6ffb6ffb6ffb7ffb5ffb3ffb5ffb7ffb8ffb6ffb5ffb5ffb7ffb7ffb6ffb5ffb7ffbaffbaffbaffbaffbaffbbffbbffbbffb9ffb8ffb8ffb7ffb8ffb7ffb9ffb9ffbcffbeffc1ffc2ffc3ffc7
1023	4607	1411813137	\x008b008c008d008c008d008c008d008d008d008e008d008e008d008e008f008e008f008e008f008f00900090008f008f008f008e008f008e008e008d008e008f008e008f008f008d008d008e008d008c008c008b008b008b0089008a008a008a0089008a	\xff6bff6bff6aff6cff6dff6cff6bff6bff6bff6aff6aff6aff6aff6cff6dff6bff6bff6cff6bff6bff6aff6aff6aff6aff69ff6bff6cff6aff6bff6aff6bff6bff69ff68ff67ff69ff69ff67ff67ff66ff66ff65ff66ff65ff66ff66ff65ff66ff65ff65	\xffc7ffc7ffc8ffcaffcaffcbffccffc8ffc7ffc9ffc8ffc6ffc5ffc4ffc4ffc4ffc4ffc2ffc1ffc1ffc1ffc2ffc2ffc3ffc2ffc4ffc4ffc4ffc5ffc4ffc4ffc3ffc5ffc5ffc7ffc7ffc7ffc7ffc7ffc9ffc6ffc4ffc3ffc1ffc0ffc1ffc1ffc0ffc1ffc2
1024	4607	1411813138	\x0089008a008c008d008d008f00910091009200930094009300930091009000900090008f008f008f009000900091009100910091009100910090008f008f008d008d008c008c008b008c008f008f008e008c008c008c008d008a0089008a	\xff65ff65ff62ff64ff65ff66ff66ff67ff67ff67ff69ff69ff69ff68ff69ff6aff68ff68ff66ff66ff65ff65ff65ff64ff63ff62ff62ff61ff60ff60ff60ff60ff61ff62ff64ff65ff65ff64ff63ff65ff65ff65ff64ff63ff63ff65ff65	\xffc2ffc3ffc2ffc1ffc0ffc1ffc1ffc0ffc2ffc1ffc2ffc2ffc4ffc3ffc3ffc5ffc3ffc3ffc4ffc4ffc5ffc5ffc5ffc5ffc6ffc7ffc6ffc7ffc6ffc7ffc7ffc8ffc8ffc8ffc8ffc7ffc7ffc6ffc6ffc3ffc1ffc0ffc1ffc0ffbfffc0ffc0
1025	4607	1411813139	\x008a008a008c008d008d008f008f0090009100900090008f008f008f008e008e008f00910090009100920092009200930090008f008e008d008d008d008d008f008f009000900090009100910091008f008f008f008f008f008e008d008d008f008e008f00900090	\xff64ff62ff63ff62ff62ff62ff62ff62ff63ff62ff63ff62ff63ff64ff64ff64ff63ff65ff65ff66ff65ff66ff67ff66ff66ff65ff67ff67ff69ff68ff68ff68ff69ff69ff68ff66ff65ff65ff65ff67ff65ff65ff65ff66ff66ff69ff69ff68ff68ff68ff69ff69	\xffc1ffc2ffc2ffc2ffc2ffc4ffc4ffc2ffc3ffc1ffc2ffc1ffc1ffc2ffc2ffc3ffc3ffc5ffc4ffc7ffc6ffc5ffc6ffc6ffc6ffc5ffc7ffc5ffc5ffc6ffc5ffc5ffc6ffc6ffc6ffc7ffc8ffc7ffc8ffc9ffc8ffcaffc9ffc9ffc8ffcaffcaffcaffcaffcbffcbffcd
1026	4607	1411813140	\x009100910091009100910090008f0090008f008f00900090008f008e008d008e008f008e008d008c008f008f008f0091008f009000910090008f008f0091008f00900091009000900091008f008d008b008a0089008800890089008a008c008b008c	\xff69ff67ff68ff68ff69ff69ff6aff69ff68ff69ff6aff6aff67ff68ff68ff68ff68ff65ff65ff66ff68ff67ff67ff68ff69ff68ff68ff67ff67ff67ff67ff67ff67ff68ff69ff67ff68ff68ff67ff66ff67ff65ff65ff66ff65ff65ff65ff65ff65	\xffceffccffcbffcdffcbffcaffcbffcbffcbffccffcbffcaffc9ffcaffc9ffc8ffc8ffc7ffc7ffc6ffc7ffc7ffc6ffc7ffc7ffc5ffc6ffc6ffc7ffc6ffc6ffc7ffc7ffc8ffc8ffcaffcbffcbffcbffcaffcdffcdffcfffcdffccffccffcbffcaffc7
1027	4607	1411813141	\x008d008d008d008d008e008e008f008f0090009000910090008f008e008f008f008d008e008e008f008f008e008d008c008c008c008e008c008d008d008e0090008f0090008f008f008f008f008f008d008e008e008e008e008f008f008e008e008e008e	\xff66ff66ff65ff67ff68ff67ff66ff65ff66ff66ff66ff66ff65ff67ff68ff67ff67ff66ff65ff63ff62ff63ff62ff63ff64ff63ff65ff66ff66ff65ff66ff65ff64ff64ff63ff63ff63ff64ff63ff64ff66ff66ff65ff66ff65ff65ff66ff66ff65ff65	\xffc7ffc6ffc6ffc8ffcaffcbffcaffccffcbffc9ffc9ffc8ffc8ffc8ffc8ffc6ffc7ffc8ffc8ffc7ffc6ffc8ffc9ffccffccffcbffcbffcbffcaffc8ffc8ffc7ffc8ffc8ffc8ffc7ffc8ffc9ffc8ffc7ffc6ffc5ffc5ffc5ffc5ffc5ffc5ffc6ffc6ffc5
1028	4607	1411813142	\x008e00900090008f00900090008f008f008f008e008b008c008b008d008c008e008c008c008e008d008d008c008c0089008a008a008a008a00890089008a008c008d008d008d008d008f008f008f008f008f008f00900091009000920093009200910091	\xff66ff66ff68ff67ff65ff65ff63ff64ff62ff63ff64ff65ff65ff67ff68ff67ff68ff67ff64ff65ff66ff69ff68ff69ff6aff6aff6cff6bff69ff66ff65ff65ff63ff64ff64ff64ff65ff66ff67ff68ff69ff6aff6cff6cff6aff69ff67ff67ff66ff66	\xffc5ffc7ffc6ffc6ffc6ffc7ffc9ffcbffcbffcbffcbffcbffc8ffc7ffc8ffc9ffc7ffc7ffc7ffc9ffcaffcbffcaffc8ffcaffcbffcbffcbffcaffcaffcaffcbffcbffcdffccffcdffcfffcfffceffceffceffccffcdffccffccffccffcdffccffccffc9
1029	4607	1411813143	\x00910090009200900091009200930092009000910090008f008e008e008e008e008e008e008d008f008f008f008f008e008f008f008f008f008e008d008e008e008e008d008e008d008d008e008e008f008e008e008f008e0090008f008f008f008f008e	\xff65ff66ff68ff69ff6aff69ff6aff6aff6bff6cff6bff6bff6aff6bff6bff6bff6bff6aff6cff6bff6cff6cff6bff6aff6aff69ff67ff68ff68ff69ff68ff69ff69ff6bff6cff6aff6bff6aff6aff69ff6aff69ff66ff68ff65ff65ff66ff67ff66ff65	\xffc8ffc7ffc7ffc7ffc8ffc9ffcbffcbffcbffccffccffcbffc9ffc8ffc9ffcbffcaffcaffcaffcaffcbffcbffcaffcaffcaffc8ffcaffc9ffcaffcaffc9ffc8ffc9ffcbffcbffcbffcaffcbffccffccffccffcbffcaffcbffcbffcbffcbffcaffc9ffc9
1030	4607	1411813144	\x008d008d008b008d008c008d008c008e008e008e008f008d008e008e008f008e008e008e008e008e008e008d008d008e008f008f008f00910090008f008f008f008f008f008f008e008e008f008e008f008f008d008e008e00900091008f0090008e	\xff65ff64ff66ff65ff65ff65ff65ff66ff68ff68ff69ff69ff69ff69ff69ff68ff65ff65ff64ff65ff65ff64ff64ff64ff65ff66ff65ff64ff63ff63ff63ff65ff64ff64ff65ff67ff67ff67ff67ff66ff68ff68ff66ff66ff67ff67ff68ff69ff68	\xffcbffc9ffc9ffc8ffc8ffc9ffc9ffcaffc9ffc9ffcaffcaffcaffcbffcbffcbffcaffcbffc9ffcaffcaffc6ffc6ffc6ffc7ffc7ffc7ffc6ffc5ffc8ffc8ffc7ffc6ffc8ffc8ffc9ffcaffc9ffcaffcaffc9ffc9ffc9ffc8ffc8ffc8ffc7ffc9ffca
1031	4607	1411813145	\x008f008f008e008d008b008d008d008e008f008f008f00900090008f008e008e008e008f008d008c008d008e008f008f0091009100910092009100910090008f008f008f00910090008f0091009200920091008f008f0090008f008f008d008d008d008d	\xff69ff69ff67ff68ff67ff66ff65ff65ff65ff67ff68ff67ff67ff68ff68ff69ff69ff69ff69ff6bff6cff6bff6bff6aff6bff6aff6aff6aff69ff68ff68ff67ff66ff66ff67ff66ff65ff68ff6aff6bff6cff6bff6bff6cff6cff6bff69ff69ff6aff6a	\xffc8ffc9ffcbffccffcbffcbffcaffcaffc9ffc9ffc9ffc8ffc9ffcaffcbffcbffccffcaffcaffcbffcbffcbffccffccffcbffccffcbffcbffccffcbffccffcaffcbffc9ffcbffccffcaffcaffcaffccffccffcdffcdffcdffcfffcfffccffcdffceffcd
1032	4607	1411813146	\x008c008b008d008d008e008f009100920094009300930093009300920091008f008e0090008f008f008e008e008f008f008f008d008e008e008f008e008e008d008e008d008c008f008d008f008f0090008f00900091009100930091008f008d008d	\xff6bff6aff6aff68ff6aff69ff67ff67ff67ff67ff68ff68ff68ff67ff67ff68ff66ff67ff66ff67ff66ff66ff66ff65ff67ff66ff67ff68ff68ff6aff6aff6cff6cff6dff6cff6cff6bff6aff6aff67ff67ff67ff68ff68ff68ff68ff68ff68ff68	\xffcdffcdffceffceffcfffceffceffcfffceffceffceffccffcbffcdffccffccffccffcbffc9ffc9ffcaffcaffc9ffc8ffc9ffc9ffcbffcbffcaffc9ffcbffcbffccffccffccffcdffcdffccffcbffcaffc8ffc8ffc7ffc5ffc4ffc4ffc4ffc4ffc2
1033	4607	1411813147	\x008e008d008c0089008a008d008d008c008b008c008c008d008c008b008c008d008c008c008b008b008c008c008a008800870087008700870086008600870089008b008a008a008a008a008a008b008a0089008900880087008500820080007f007d007b	\xff67ff66ff67ff67ff68ff69ff68ff66ff67ff68ff67ff68ff68ff67ff67ff69ff68ff67ff68ff66ff65ff65ff68ff68ff69ff6aff6aff6aff6cff6dff6dff6cff6bff6aff6bff6cff6cff6bff6aff6aff6dff6bff69ff6aff6bff6bff6bff6bff6aff6c	\xffc3ffc1ffc1ffc2ffc4ffc3ffc4ffc5ffc5ffc5ffc5ffc5ffc5ffc5ffc5ffc6ffc6ffc8ffc9ffc9ffc9ffc9ffc7ffc7ffc7ffc5ffc4ffc3ffc3ffc3ffc4ffc4ffc3ffc3ffc5ffc6ffc7ffc6ffc6ffc7ffc7ffc6ffc5ffc5ffc4ffc5ffc4ffc4ffc5ffc6
1034	4607	1411813148	\x007b007c007e0080008100820081008200810081008000800080008100830087008c008f00930098009b00a000a300a500a600a800aa00aa00ab00a900a800a900aa00a900a600a600a400a300a300a1009f009b009c009b009a00980096009700960096	\xff6dff6cff6bff6aff6aff6bff6bff6aff6aff6bff6cff6bff6dff6bff6aff6bff69ff68ff68ff68ff67ff69ff6bff6bff6aff6cff6bff6cff6cff6cff6bff6bff6cff6dff6dff6eff6eff6eff6fff70ff70ff70ff71ff71ff70ff70ff6fff6fff6fff6f	\xffc6ffc6ffc7ffc8ffc9ffcbffccffd0ffd3ffd7ffdaffddffe0ffe2ffe4ffe5ffe7ffe6ffe7ffe8ffe8ffe8ffe8ffe8ffe5ffe6ffe3ffdfffdcffd9ffd6ffd1ffd1ffcfffcbffcbffc9ffc9ffc8ffc9ffc9ffc7ffc7ffc7ffc6ffc6ffc7ffc5ffc5ffc6
1035	4607	1411813149	\x009500940094009500940095009300920092009200910090009200900090009100900090008f008f008e008e008e008d008d008b008b008b008b008a008a008a008d008f009100900090008f008f0090008f008e008d008e008e008f009100910090	\xff70ff71ff70ff6fff6fff6eff6dff6dff6cff6aff6aff6aff6aff6bff6bff6aff6aff6bff6bff6dff6cff6bff6dff6eff6eff6dff6dff6dff6dff6dff6cff6dff6cff6cff6bff6aff6bff6cff6bff69ff69ff68ff67ff66ff66ff65ff65ff66ff66	\xffc7ffc9ffc9ffcaffcbffccffcbffc7ffc7ffc6ffc7ffc7ffc5ffc6ffc7ffcbffccffccffcbffcbffccffcaffcaffc8ffc8ffc7ffc7ffc7ffc7ffc8ffc8ffc8ffc8ffc8ffc8ffcaffcaffcaffc9ffcaffcaffcbffcaffcaffcaffcaffcaffcaffc9
1036	4607	1411813150	\x00910090008f008f008f008d008b008b008c008c008c008c008d008d008e008d008c008c008b008c008b008b008b008a008c008d008f008f008f008f00900090008f008e008d008a008a008a008a008a008b008c008c008d008d008d008c008c008d008d	\xff67ff69ff69ff69ff67ff69ff68ff68ff67ff66ff66ff66ff68ff66ff66ff65ff67ff66ff67ff67ff67ff66ff67ff67ff66ff67ff66ff65ff65ff66ff65ff65ff65ff64ff65ff66ff65ff66ff67ff67ff67ff68ff68ff68ff6cff6bff69ff69ff6aff6b	\xffc7ffc8ffc7ffc6ffc7ffc8ffc7ffc8ffcaffc9ffc8ffc8ffc6ffc5ffc5ffc4ffc5ffc5ffc5ffc6ffc7ffc8ffcbffcbffc9ffcbffcbffcaffcaffc7ffc5ffc5ffc8ffc7ffc7ffc8ffc9ffcbffccffccffcaffcbffccffc9ffcaffc8ffcaffc9ffcaffc9
1037	4607	1411813151	\x008b008b008a00880088008800880088008b008b008e009000900090008e008e008c008e008d008c008c008f0090009200920092009200910091008f008f008e008f008e008f00910092009300920091008f008e008e008c008c008c008c008d008d008c	\xff6aff6aff67ff67ff67ff67ff66ff67ff68ff66ff67ff66ff67ff67ff67ff66ff65ff67ff67ff69ff6aff6dff6dff6dff6eff6fff6fff6fff6dff6bff6aff69ff69ff68ff67ff68ff69ff68ff69ff69ff6aff6aff6bff6cff6dff6eff6cff6dff6dff6c	\xffc9ffcbffcaffcdffcbffcbffcaffcbffcaffcaffcaffc9ffcaffcaffccffccffcdffcdffcdffcdffcdffcdffccffcbffc9ffcbffccffccffccffcdffceffceffd0ffcfffceffceffcdffccffcdffcdffccffccffcdffcdffceffceffceffceffceffcf
1038	4607	1411813152	\x008a008a00880088008a0089008b008c008c008c008e008e008d008e008e008f008f009000900090008f008f008e008d008d008c008c008d008d008c008c008c008d008d008f00900091009400970098009600970095009400930092009200910092	\xff6dff6dff6eff6eff6fff6fff71ff71ff72ff71ff70ff70ff71ff72ff73ff71ff71ff71ff6fff71ff71ff70ff70ff72ff74ff77ff7cff7cff7eff80ff81ff84ff86ff85ff87ff88ff87ff89ff89ff8aff89ff8aff8aff8aff8cff8aff89ff87ff87	\xffcfffcfffceffd0ffcfffcfffcfffcfffcfffcfffcfffceffcfffcdffcfffcfffcfffd0ffd0ffd1ffd1ffd3ffd3ffd4ffd5ffd5ffd7ffd8ffdaffdcffddffdeffe1ffe3ffe3ffe1ffe2ffe2ffe2ffe1ffe1ffe0ffe1ffe3ffe4ffe5ffe5ffe7ffe8
1039	4607	1411813153	\x009100920094009500960098009a009b009e009f00a100a200a500a500a600a800aa00ad00af00b000b100b300b300b300b300b300b200b200b000ad00ae00ad00ab00ab00a900a800a800a800a600a1009f009d009b00980095009300900090008f008f	\xff86ff85ff84ff83ff84ff86ff87ff87ff84ff84ff84ff85ff83ff83ff84ff85ff86ff86ff85ff85ff86ff85ff84ff83ff84ff84ff86ff87ff86ff86ff87ff86ff87ff87ff88ff86ff86ff87ff86ff86ff85ff86ff86ff85ff86ff85ff83ff82ff80ff7f	\xffe9ffe9ffe9ffe8ffe7ffe9ffe7ffe6ffe6ffe8ffe8ffeaffebffebffebffeaffebffeaffeaffe6ffe2ffe1ffe0ffdeffdcffd9ffd6ffd5ffd5ffd2ffd2ffd0ffcdffccffcaffc9ffc8ffcaffc8ffc7ffc8ffc8ffcaffcaffcbffcbffcbffccffceffcd
1040	4607	1411813154	\x008d008d008c008c008b008c008c008c008b008b008b008b008b008c008a008a008c008e008e008e008f008f008e008f008e008f008f00900091009000920093009300910090008f008e008e008d008c008c008d008d008d008f008e008e008e008d	\xff7dff7cff7cff7bff79ff79ff79ff77ff76ff76ff74ff73ff73ff72ff71ff71ff70ff6fff6eff6cff6eff6dff6bff6bff6bff6cff6bff6bff6aff6aff6bff6dff6cff6cff6eff6fff6fff6eff6eff6eff6eff6cff6cff6cff6cff6eff6dff6eff6c	\xffcdffcfffcfffcfffd0ffd0ffcfffd1ffd0ffcfffcdffceffcfffceffceffcdffceffceffcfffceffceffd0ffcfffcfffcfffcdffccffcaffcaffcaffc9ffcaffcaffcbffcbffceffccffcbffcaffc9ffc8ffc8ffcaffc9ffcbffcbffccffceffce
1041	4607	1411813155	\x008d008f0090008f008f0090008f0091008f008d008c008c008d008d008e008d008e008f008e008f008f008f008e0090009000900090009100930093009200910090009100910090008e008e008e008d008d008c008b008a0089008800890089008a008c	\xff6dff6dff6eff6eff6bff6aff69ff6aff6cff6eff6cff6cff6cff6cff6cff6dff6dff6aff6aff6aff6aff6aff68ff69ff68ff69ff69ff69ff69ff69ff6bff68ff68ff68ff69ff69ff69ff68ff67ff69ff68ff68ff67ff68ff69ff69ff69ff66ff66ff65	\xffcfffceffcfffceffceffcdffccffccffcbffceffcdffcfffcfffd0ffceffceffcdffcaffcbffc9ffc9ffc9ffcaffcaffcbffcbffcaffcaffcaffc9ffcbffccffcbffccffccffcdffcdffccffcbffcaffcaffc9ffc8ffc9ffcbffccffccffccffccffcc
1042	4607	1411813156	\x008e008d008f008f008f008f008e008e008d008e008d008b008b008a008a008a0089008b008c008e008e008e008e008c008d008b008b008b008b008c008d008e008d008e008e008d008d008d008d008f008f008e008f008f008f008f008f008e008d008d	\xff66ff65ff65ff65ff66ff67ff67ff68ff67ff67ff66ff68ff68ff69ff69ff67ff67ff67ff66ff65ff65ff63ff64ff64ff65ff64ff64ff65ff65ff67ff66ff67ff68ff6aff6aff69ff69ff69ff6aff69ff66ff65ff65ff66ff65ff66ff65ff64ff66ff68	\xffcaffcaffc9ffc6ffc7ffc8ffc7ffc7ffc8ffc8ffc7ffc8ffc8ffc5ffc5ffc6ffc6ffc7ffc8ffc8ffcbffccffccffcbffcaffcaffcbffcaffc7ffc6ffc7ffc7ffc8ffc8ffc7ffc8ffcaffcbffccffcaffc9ffcaffc8ffc8ffc9ffc9ffc9ffcbffccffcb
