systime	gpstime	latitude	longitude	altitude	speed	heading	hpdop	vdop	pdop
1411812982.92642	1411812989.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411812983.92960	1411812990.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411812984.89494	1411812991.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411812985.92593	1411812992.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411812987.85986	1411812993.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.1	2.7
1411812988.94077	1411812995.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.1	2.7
1411812989.90443	1411812996.00	41.169320	-8.597420	166.4	0.000	183.8600	1.8	3.1	3.6
1411812990.90714	1411812997.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.1	2.7
1411812992.88491	1411812998.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411812993.92417	1411813000.00	41.169320	-8.597420	166.4	0.000	183.8600	1.8	3.1	3.6
1411812994.93291	1411813001.00	41.169320	-8.597420	166.4	0.000	183.8600	1.8	3.1	3.6
1411812995.92544	1411813002.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411812997.34458	1411813003.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411812998.90248	1411813005.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411812999.92472	1411813006.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813000.90495	1411813007.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813002.88132	1411813008.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813003.89495	1411813010.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813004.91408	1411813011.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813005.90126	1411813012.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813007.88232	1411813013.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813008.89019	1411813015.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813009.91045	1411813016.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813010.93300	1411813017.00	41.169320	-8.597420	166.4	0.000	183.8600	1.6	2.2	2.7
1411813012.34294	1411813018.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813012.92154	1411813019.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813013.94550	1411813020.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813014.90143	1411813021.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813015.94079	1411813022.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813017.87542	1411813023.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813018.92533	1411813025.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813019.94839	1411813026.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813020.95127	1411813027.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813022.85713	1411813028.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813023.92749	1411813030.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813024.91841	1411813031.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813025.91556	1411813032.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813027.35695	1411813033.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813027.96086	1411813034.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813028.92195	1411813035.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813029.90618	1411813036.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813030.89987	1411813037.00	41.169320	-8.597420	166.4	0.000	183.8600	1.1	1.5	1.9
1411813032.85511	1411813038.00	41.169272	-8.597402	169.4	2.006	177.6500	1.1	1.5	1.9
1411813033.88036	1411813040.00	41.169240	-8.597400	169.3	1.404	178.5700	1.1	1.5	1.9
1411813034.90110	1411813041.00	41.169227	-8.597400	169.1	1.929	179.9900	1.1	1.5	1.9
1411813035.94021	1411813042.00	41.169205	-8.597400	168.9	3.040	181.2700	1.1	1.5	1.9
1411813037.87673	1411813043.00	41.169175	-8.597400	168.5	3.596	183.3100	1.1	1.5	1.9
1411813038.93325	1411813045.00	41.169107	-8.597405	167.5	4.522	183.2500	1.1	1.5	1.9
1411813039.91781	1411813046.00	41.169067	-8.597405	166.5	5.072	183.3400	1.1	1.5	1.9
1411813040.91579	1411813047.00	41.169022	-8.597407	165.5	5.762	182.9700	1.1	1.5	1.9
1411813042.86781	1411813048.00	41.168972	-8.597410	164.4	5.973	184.3200	1.2	2.2	2.5
1411813043.87760	1411813050.00	41.168862	-8.597423	164.5	6.595	188.7300	1.2	2.2	2.5
1411813044.91649	1411813051.00	41.168800	-8.597437	164.5	7.290	189.7500	1.2	2.2	2.5
1411813045.91835	1411813052.00	41.168730	-8.597457	165.3	7.861	191.5000	1.2	2.2	2.5
1411813047.85403	1411813053.00	41.168655	-8.597480	168.2	8.380	192.8000	1.8	2.5	3.1
1411813048.91618	1411813055.00	41.168495	-8.597538	170.0	8.535	196.1100	1.6	2.5	3.0
1411813049.92136	1411813056.00	41.168417	-8.597572	171.8	8.221	199.1800	1.1	1.6	1.9
1411813050.92947	1411813057.00	41.168343	-8.597603	173.8	8.288	197.3600	1.1	1.6	1.9
1411813052.86800	1411813058.00	41.168265	-8.597632	177.7	8.720	190.7600	1.1	1.6	1.9
1411813053.92848	1411813060.00	41.168110	-8.597710	180.4	8.571	200.2800	1.1	1.6	1.9
1411813054.91287	1411813061.00	41.168038	-8.597747	181.0	8.560	199.3100	1.6	2.2	2.7
1411813055.93371	1411813062.00	41.167967	-8.597783	181.8	8.555	198.9100	1.6	2.2	2.7
1411813057.88158	1411813063.00	41.167897	-8.597817	182.5	8.560	199.2600	1.2	1.6	2.0
1411813058.88440	1411813065.00	41.167755	-8.597892	183.0	8.638	201.3400	1.2	1.6	2.0
1411813059.90724	1411813066.00	41.167680	-8.597933	184.2	8.900	200.4900	1.2	1.6	2.0
1411813060.91960	1411813067.00	41.167603	-8.597973	185.1	9.095	200.3300	1.2	1.6	2.0
1411813062.85935	1411813068.00	41.167522	-8.598018	190.0	9.008	200.6200	1.2	1.6	2.0
1411813063.91535	1411813070.00	41.167370	-8.598098	190.6	8.910	200.1800	1.1	1.6	1.9
1411813064.90440	1411813071.00	41.167298	-8.598132	190.7	8.648	200.3900	1.1	1.6	1.9
1411813065.93042	1411813072.00	41.167232	-8.598162	190.4	7.989	201.0900	1.1	1.6	1.9
1411813067.90353	1411813074.00	41.167120	-8.598203	188.8	6.245	193.9900	1.3	1.8	2.2
1411813068.91398	1411813075.00	41.167080	-8.598213	186.4	4.759	195.3400	1.4	1.8	2.3
1411813069.91237	1411813076.00	41.167057	-8.598223	184.5	2.639	199.2300	1.2	1.6	2.0
1411813070.93473	1411813077.00	41.167043	-8.598232	184.2	1.055	198.3800	1.1	1.6	1.9
1411813072.93093	1411813079.00	41.167043	-8.598232	182.8	0.000	179.5900	1.1	1.6	1.9
1411813073.92006	1411813080.00	41.167043	-8.598232	182.8	0.000	179.5900	1.1	1.6	1.9
1411813074.92952	1411813081.00	41.167043	-8.598232	182.8	0.000	179.5900	1.1	1.6	1.9
1411813075.95249	1411813082.00	41.167043	-8.598232	182.8	0.000	179.5900	1.1	1.6	1.9
1411813077.87454	1411813083.00	41.167043	-8.598232	180.8	0.000	179.5900	1.1	1.6	1.9
1411813078.93478	1411813085.00	41.167008	-8.598245	180.7	2.629	181.8400	1.1	1.6	1.9
1411813079.89558	1411813086.00	41.166985	-8.598238	180.5	3.344	159.5400	1.1	1.6	1.9
1411813080.93530	1411813087.00	41.166953	-8.598212	181.6	4.671	129.5700	1.5	1.6	2.2
1411813082.88046	1411813088.00	41.166928	-8.598158	183.5	5.890	113.0000	1.2	2.2	2.5
1411813083.91752	1411813090.00	41.166887	-8.598022	183.6	6.991	111.5200	1.2	2.2	2.5
1411813084.95140	1411813091.00	41.166862	-8.597940	183.9	7.670	111.5800	1.2	2.2	2.5
1411813085.92128	1411813092.00	41.166837	-8.597850	183.8	8.185	111.6000	1.8	3.3	3.7
1411813087.87519	1411813093.00	41.166815	-8.597755	184.2	8.411	110.7800	1.1	1.6	1.9
1411813088.91350	1411813095.00	41.166767	-8.597580	183.0	6.786	113.1800	1.1	1.6	1.9
1411813089.91574	1411813096.00	41.166748	-8.597507	182.4	5.824	115.2700	1.1	1.6	1.9
1411813090.92555	1411813097.00	41.166728	-8.597447	182.1	5.196	123.4700	1.1	1.6	1.9
1411813092.88398	1411813098.00	41.166710	-8.597402	183.3	4.383	134.5300	1.1	1.6	1.9
1411813093.93660	1411813100.00	41.166625	-8.597385	183.7	5.438	189.0700	1.1	1.6	1.9
1411813094.91552	1411813101.00	41.166572	-8.597403	184.2	6.158	197.6000	1.1	1.6	1.9
1411813095.92807	1411813102.00	41.166512	-8.597428	185.6	6.894	196.5800	1.1	1.6	1.9
1411813097.89813	1411813103.00	41.166453	-8.597448	185.3	6.750	196.7000	1.1	1.6	1.9
1411813098.91688	1411813105.00	41.166340	-8.597478	185.6	6.230	193.5300	1.1	1.6	1.9
1411813099.94429	1411813106.00	41.166287	-8.597498	186.1	5.813	195.8600	1.1	1.6	1.9
1411813100.95511	1411813107.00	41.166237	-8.597517	186.2	5.520	198.1500	1.1	1.6	1.9
1411813102.95103	1411813109.00	41.166138	-8.597552	186.7	5.762	196.1000	1.1	1.6	1.9
1411813103.95691	1411813110.00	41.166088	-8.597568	187.5	5.350	196.8500	1.1	1.6	1.9
1411813104.94004	1411813111.00	41.166040	-8.597587	189.7	4.825	192.5900	1.2	1.7	2.1
1411813105.95549	1411813112.00	41.165998	-8.597603	191.3	4.424	194.2000	1.1	1.6	1.9
1411813107.91195	1411813113.00	41.165963	-8.597622	194.4	3.884	196.4700	1.1	1.6	1.9
1411813108.93253	1411813115.00	41.165912	-8.597690	195.8	4.018	223.0700	1.1	1.6	1.9
1411813109.92524	1411813116.00	41.165893	-8.597733	194.6	4.728	229.5000	1.1	1.6	1.9
1411813110.93835	1411813117.00	41.165882	-8.597787	192.5	5.407	244.4300	1.1	1.6	1.9
1411813112.91825	1411813118.00	41.165877	-8.597848	189.3	4.800	250.8500	1.1	1.6	1.9
1411813113.93901	1411813118.00	41.165862	-8.597968	188.5	5.186	252.4200	1.1	1.6	1.9
