systime	sender_id	rssi
000229.762	2	-47
000229.767	1	-50
000229.772	4	-58
000229.788	1	-48
000229.793	4	-60
000229.804	2	-45
000229.809	1	-50
000229.817	4	-58
000229.826	2	-47
000229.830	1	-47
000229.847	2	-46
000229.852	1	-52
000229.857	4	-65
000229.868	2	-45
000229.873	1	-49
000229.877	4	-58
000229.890	2	-43
000229.895	1	-53
000229.899	4	-61
000229.911	2	-43
000229.916	1	-49
000229.921	4	-61
000229.937	1	-49
000229.953	2	-46
000229.958	1	-48
000229.962	4	-61
000229.979	1	-46
000229.983	4	-59
000229.995	2	-45
000230.000	1	-50
000230.004	4	-61
000230.018	2	-47
000230.023	1	-50
000230.027	4	-57
000230.044	1	-49
000230.049	4	-56
000230.060	2	-44
000230.065	1	-51
000230.086	1	-47
000230.090	4	-56
000230.102	2	-45
000230.107	1	-46
000230.111	4	-52
000230.128	1	-52
000230.132	4	-53
000230.146	2	-44
000230.151	1	-48
000230.155	4	-54
000230.172	1	-50
000230.177	4	-54
000230.186	2	-47
000230.193	1	-50
000230.207	2	-48
000230.214	1	-51
000230.218	4	-51
000230.235	1	-49
000230.239	4	-56
000230.249	2	-48
000230.256	1	-47
000230.260	4	-57
000230.270	2	-46
000230.277	1	-50
000230.281	4	-55
000230.301	1	-48
000230.305	4	-55
000230.314	2	-46
000230.320	1	-50
000230.329	4	-58
000230.338	2	-47
000230.343	1	-48
000230.359	2	-47
000230.364	1	-46
000230.368	4	-60
000230.385	1	-49
000230.389	4	-56
000230.403	2	-48
000230.407	1	-49
000230.412	4	-56
000230.429	1	-48
000230.433	4	-57
000230.444	2	-48
000230.449	1	-47
000230.457	4	-56
000230.466	2	-47
000230.471	1	-48
000230.492	1	-49
000230.497	4	-57
000230.508	2	-46
000230.513	1	-45
000230.531	2	-45
000230.535	1	-49
000230.540	4	-53
000230.552	2	-47
000230.557	1	-45
000230.562	4	-53
000230.578	1	-48
000230.585	4	-58
000230.594	2	-46
000230.599	1	-47
000230.620	1	-46
000230.626	4	-63
000230.636	2	-48
000230.641	1	-49
000230.659	2	-45
000230.663	1	-45
000230.668	4	-55
000230.680	2	-46
000230.685	1	-48
000230.690	4	-55
000230.706	1	-45
000230.713	4	-50
000230.723	2	-46
000230.727	1	-46
000230.744	2	-50
000230.749	1	-47
000230.754	4	-54
000230.770	1	-47
000230.787	2	-50
000230.791	1	-46
000230.796	4	-58
000230.808	2	-46
000230.813	1	-48
000230.818	4	-64
000230.834	1	-45
000230.851	2	-48
000230.855	1	-48
000230.860	4	-51
000230.876	1	-45
000230.882	4	-52
000230.892	2	-48
000230.897	1	-47
000230.918	1	-46
000230.924	4	-55
000230.934	2	-50
000230.941	1	-46
000230.945	4	-58
000230.960	1	-47
000230.970	4	-50
000230.979	2	-50
000230.983	1	-47
000231.000	2	-48
000231.005	1	-47
000231.010	4	-49
000231.026	1	-48
000231.030	4	-59
000231.043	2	-43
000231.048	1	-46
000231.052	4	-46
000231.064	2	-42
000231.069	1	-47
000231.074	4	-57
000231.090	1	-47
000231.106	2	-43
000231.111	1	-45
000231.116	4	-53
000231.132	1	-49
000231.148	2	-43
000231.153	1	-43
000231.158	4	-56
000231.174	1	-46
000231.190	2	-40
000231.197	1	-48
000231.201	4	-62
000231.216	1	-43
000231.226	4	-60
000231.235	2	-39
000231.239	1	-48
000231.256	2	-42
000231.261	1	-44
000231.265	4	-56
000231.282	1	-48
000231.287	4	-53
000231.299	2	-47
000231.304	1	-45
000231.308	4	-51
000231.320	2	-49
000231.325	1	-45
000231.330	4	-52
000231.346	1	-47
000231.362	2	-48
000231.367	1	-46
000231.372	4	-61
000231.388	1	-46
000231.404	2	-40
000231.409	1	-46
000231.414	4	-56
000231.430	1	-47
000231.436	4	-60
000231.446	2	-40
000231.453	1	-45
000231.458	4	-49
000231.472	1	-46
000231.488	2	-48
000231.493	1	-46
000231.500	4	-52
000231.514	1	-46
000231.530	2	-47
000231.535	1	-46
000231.542	4	-53
000231.556	1	-46
000231.572	2	-44
000231.577	1	-46
000231.584	4	-52
000231.598	1	-40
000231.614	2	-45
000231.619	1	-45
000231.626	4	-49
000231.640	1	-45
000231.657	2	-48
000231.662	1	-46
000231.668	4	-52
000231.683	1	-47
000231.699	2	-46
000231.704	1	-45
000231.709	4	-62
000231.725	1	-45
000231.731	4	-68
000231.741	2	-44
000231.746	1	-46
000231.767	1	-45
000231.773	4	-52
000231.786	2	-48
000231.790	1	-45
000231.795	4	-54
000231.812	1	-45
000231.816	4	-51
000231.825	2	-48
000231.832	1	-45
000231.840	4	-54
000231.849	2	-48
000231.854	1	-47
000231.870	2	-48
000231.875	1	-45
000231.879	4	-47
000231.891	2	-47
000231.896	1	-45
000231.900	4	-51
000231.914	2	-45
000231.918	1	-43
000231.923	4	-54
000231.935	2	-47
000231.940	1	-43
000231.944	4	-53
000231.961	1	-44
000231.968	4	-61
000231.977	2	-45
000231.982	1	-45
000231.986	4	-55
000231.998	2	-46
000232.003	1	-46
000232.007	4	-56
000232.019	2	-49
000232.024	1	-45
000232.029	4	-53
000232.042	2	-48
000232.046	1	-45
000232.051	4	-52
000232.068	1	-42
000232.072	4	-57
000232.084	2	-49
000232.089	1	-44
000232.093	4	-51
000232.106	2	-45
000232.111	1	-46
000232.115	4	-49
000232.127	2	-44
000232.132	1	-45
000232.136	4	-54
000232.153	1	-39
000232.157	4	-61
000232.170	2	-46
000232.174	1	-42
000232.179	4	-58
000232.196	1	-44
000232.200	4	-56
000232.211	2	-47
000232.216	1	-44
000232.224	4	-60
000232.233	2	-48
000232.238	1	-43
000232.259	1	-43
000232.263	4	-56
000232.275	2	-47
000232.280	1	-43
000232.284	4	-59
000232.298	2	-48
000232.302	1	-44
000232.307	4	-53
000232.339	2	-47
000232.344	1	-44
000232.349	4	-56
000232.365	1	-44
000232.381	2	-46
000232.386	1	-43
000232.391	4	-53
000232.407	1	-42
000232.426	2	-47
000232.431	1	-40
000232.435	4	-60
000232.457	4	-54
000232.466	2	-46
000232.472	1	-45
000232.487	2	-49
000232.493	1	-43
000232.499	4	-60
000232.514	1	-41
000232.529	2	-48
000232.535	1	-42
000232.541	4	-53
000232.556	1	-43
000232.571	2	-49
000232.580	1	-43
000232.585	4	-57
000232.594	2	-48
000232.598	1	-39
000232.609	4	-53
000232.618	2	-45
000232.622	1	-43
000232.627	4	-63
000232.639	2	-53
000232.644	1	-45
000232.649	4	-61
000232.665	1	-43
000232.682	2	-50
000232.687	1	-42
000232.691	4	-60
000232.703	2	-48
000232.708	1	-45
000232.713	4	-59
000232.729	1	-44
000232.737	4	-62
000232.746	2	-51
000232.751	1	-42
000232.767	2	-48
000232.772	1	-42
000232.777	4	-57
000232.793	1	-43
000232.810	2	-48
000232.814	1	-46
000232.819	4	-54
000232.831	2	-49
000232.836	1	-42
000232.841	4	-61
000232.857	1	-42
000232.873	2	-49
000232.878	1	-43
000232.883	4	-64
000232.899	1	-45
000232.915	2	-48
000232.920	1	-46
000232.925	4	-62
000232.941	1	-43
000232.957	2	-48
000232.964	1	-42
000232.969	4	-69
000232.983	1	-43
000232.993	4	-62
000233.002	2	-51
000233.006	1	-46
000233.012	4	-51
000233.023	2	-48
000233.028	1	-43
000233.049	1	-43
000233.054	4	-53
000233.066	2	-52
000233.071	1	-42
000233.075	4	-49
000233.087	2	-52
000233.092	1	-44
000233.097	4	-52
000233.113	1	-43
000233.129	2	-47
000233.135	1	-42
000233.139	4	-48
000233.156	1	-43
000233.161	4	-48
000233.172	2	-50
000233.177	1	-44
000233.194	2	-47
000233.199	1	-45
000233.203	4	-51
000233.216	2	-46
000233.221	1	-42
000233.225	4	-49
000233.242	1	-43
000233.249	4	-50
000233.258	2	-54
000233.263	1	-43
000233.279	2	-49
000233.284	1	-44
000233.289	4	-55
000233.305	1	-45
000233.322	2	-51
000233.327	1	-44
000233.331	4	-61
000233.343	2	-55
000233.348	1	-45
000233.353	4	-68
000233.369	1	-44
000233.385	2	-50
000233.390	1	-44
000233.395	4	-55
000233.411	1	-44
000233.427	2	-50
000233.432	1	-43
000233.437	4	-51
000233.453	1	-44
000233.469	2	-48
000233.476	1	-44
000233.481	4	-52
000233.495	1	-40
000233.511	2	-52
000233.516	1	-45
000233.523	4	-60
000233.537	1	-43
000233.544	4	-62
000233.553	2	-49
000233.558	1	-43
000233.565	4	-55
000233.574	2	-50
000233.579	1	-45
000233.587	4	-58
000233.596	2	-48
000233.601	1	-44
000233.608	4	-54
000233.622	1	-43
000233.629	4	-60
000233.638	2	-50
000233.643	1	-44
000233.650	4	-58
000233.659	2	-51
000233.664	1	-43
000233.672	4	-57
000233.681	2	-52
000233.686	1	-40
000233.693	4	-68
000233.707	1	-45
000233.714	4	-59
000233.723	2	-51
000233.728	1	-45
000233.736	4	-56
000233.745	2	-51
000233.750	1	-43
000233.757	4	-59
000233.771	1	-43
000233.778	4	-55
000233.787	2	-50
000233.792	1	-45
000233.800	4	-59
000233.809	2	-50
000233.814	1	-44
000233.821	4	-56
000233.830	2	-48
000233.835	1	-43
000233.842	4	-62
000233.851	2	-53
000233.856	1	-44
000233.863	4	-59
000233.872	2	-49
000233.877	1	-44
000233.885	4	-57
000233.894	2	-52
000233.898	1	-43
000233.915	2	-50
000233.920	1	-44
000233.927	4	-56
000233.941	1	-44
000233.949	4	-57
000233.958	2	-52
000233.963	1	-45
000233.970	4	-54
000233.979	2	-50
000233.991	4	-54
000234.000	2	-49
000234.005	1	-45
000234.012	4	-57
000234.026	1	-45
000234.034	4	-57
000234.043	2	-52
000234.047	1	-45
000234.065	2	-48
000234.070	1	-47
000234.076	4	-60
000234.106	2	-49
000234.111	1	-46
000234.120	4	-61
000234.128	2	-55
000234.133	1	-44
000234.154	1	-44
000234.160	4	-62
000234.170	2	-54
000234.175	1	-43
000234.193	2	-50
000234.197	1	-45
000234.202	4	-56
000234.214	2	-51
000234.219	1	-45
000234.223	4	-59
000234.236	2	-54
000234.240	1	-45
000234.244	4	-57
000234.258	2	-51
000234.262	1	-45
000234.267	4	-53
000234.279	2	-55
000234.284	1	-44
000234.289	4	-53
000234.305	1	-43
000234.321	2	-59
000234.326	1	-45
000234.331	4	-58
000234.347	1	-44
000234.363	2	-54
000234.368	1	-44
000234.376	4	-51
000234.385	2	-50
000234.389	1	-45
000234.406	2	-52
000234.411	1	-44
000234.416	4	-54
000234.432	1	-45
000234.449	2	-49
000234.454	1	-44
000234.458	4	-54
000234.471	2	-52
000234.475	1	-45
000234.480	4	-59
000234.492	2	-54
000234.498	1	-45
000234.504	4	-50
000234.518	1	-42
000234.524	4	-56
000234.535	2	-54
000234.539	1	-45
000234.556	2	-50
000234.561	1	-45
000234.566	4	-54
000234.582	1	-45
000234.588	4	-52
000234.599	2	-56
000234.603	1	-45
000234.620	2	-50
000234.625	1	-44
000234.632	4	-53
000234.646	1	-44
000234.652	4	-54
000234.663	2	-58
000234.667	1	-44
000234.684	2	-51
000234.688	1	-44
000234.693	4	-51
000234.705	2	-51
000234.710	1	-45
000234.715	4	-52
000234.727	2	-54
000234.731	1	-44
000234.736	4	-53
000234.748	2	-54
000234.753	1	-45
000234.760	4	-52
000234.774	1	-44
000234.791	2	-52
000234.795	1	-45
000234.800	4	-59
000234.812	2	-56
000234.817	1	-45
000234.822	4	-59
000234.838	1	-44
000234.854	2	-49
000234.859	1	-44
000234.864	4	-54
000234.880	1	-45
000234.896	2	-50
000234.901	1	-45
000234.905	4	-57
000234.922	1	-45
000234.926	4	-62
000234.938	2	-53
000234.943	1	-45
000234.947	4	-57
000234.964	1	-45
000234.968	4	-56
000234.980	2	-51
000234.987	1	-45
000234.992	4	-62
000235.006	1	-45
000235.022	2	-51
000235.027	1	-44
000235.034	4	-64
000235.048	1	-45
000235.064	2	-53
000235.069	1	-45
000235.076	4	-57
000235.090	1	-43
000235.098	4	-59
000235.107	2	-52
000235.111	1	-45
000235.120	4	-65
000235.129	2	-56
000235.133	1	-45
000235.150	2	-54
000235.155	1	-45
000235.162	4	-57
000235.176	1	-46
000235.192	2	-47
000235.197	1	-45
000235.204	4	-69
000235.218	1	-45
000235.234	2	-52
000235.239	1	-44
000235.246	4	-55
000235.260	1	-44
000235.276	2	-53
000235.281	1	-46
000235.288	4	-53
000235.297	2	-57
000235.302	1	-45
000235.320	2	-49
000235.325	1	-44
000235.329	4	-68
000235.341	2	-52
000235.351	4	-63
000235.363	2	-53
000235.367	1	-44
000235.384	2	-61
000235.389	1	-46
000235.394	4	-54
000235.406	2	-53
000235.410	1	-45
000235.415	4	-54
000235.427	2	-49
000235.432	1	-45
000235.437	4	-54
000235.453	1	-44
000235.470	2	-51
000235.474	1	-45
000235.479	4	-51
000235.491	2	-59
000235.496	1	-44
000235.502	4	-55
000235.517	1	-45
000235.534	2	-54
000235.538	1	-44
000235.543	4	-54
000235.555	2	-53
000235.560	1	-45
000235.565	4	-60
000235.581	1	-45
000235.597	2	-50
000235.602	1	-43
000235.607	4	-57
000235.623	1	-45
000235.640	2	-51
000235.644	1	-44
000235.649	4	-70
000235.665	1	-45
000235.671	4	-62
000235.681	2	-54
000235.686	1	-45
000235.707	1	-45
000235.713	4	-74
000235.723	2	-51
000235.730	1	-45
000235.735	4	-56
000235.749	1	-45
000235.759	4	-59
000235.768	2	-52
000235.772	1	-45
000235.777	4	-53
000235.789	2	-56
000235.794	1	-46
000235.799	4	-57
000235.815	1	-45
000235.832	2	-59
000235.837	1	-44
000235.841	4	-61
000235.853	2	-59
000235.858	1	-45
000235.863	4	-58
000235.879	1	-44
000235.896	2	-52
000235.900	1	-45
000235.905	4	-56
000235.938	2	-50
000235.942	1	-40
000235.947	4	-55
000235.963	1	-44
000235.979	2	-49
000235.986	1	-44
000235.990	4	-55
000236.005	1	-44
000236.015	4	-54
000236.024	2	-48
000236.028	1	-45
000236.034	4	-52
000236.045	2	-51
000236.050	1	-44
000236.071	1	-45
000236.075	4	-55
000236.088	2	-52
000236.093	1	-45
000236.097	4	-56
000236.109	2	-51
000236.114	1	-45
000236.119	4	-60
000236.135	1	-44
000236.151	2	-54
000236.156	1	-44
000236.161	4	-54
000236.177	1	-44
000236.181	4	-54
000236.194	2	-52
000236.198	1	-43
000236.203	4	-56
000236.219	1	-44
000236.235	2	-54
000236.242	1	-43
000236.247	4	-61
000236.261	1	-44
000236.271	4	-69
000236.280	2	-51
000236.284	1	-44
000236.301	2	-52
000236.306	1	-43
000236.311	4	-61
000236.327	1	-43
000236.331	4	-60
000236.344	2	-51
000236.349	1	-43
000236.353	4	-64
000236.365	2	-50
000236.370	1	-43
000236.375	4	-60
000236.387	2	-50
000236.391	1	-43
000236.399	4	-61
000236.408	2	-51
000236.413	1	-45
000236.417	4	-61
000236.429	2	-50
000236.434	1	-44
000236.439	4	-60
000236.455	1	-45
000236.472	2	-51
000236.477	1	-47
000236.482	4	-56
000236.493	2	-49
000236.498	1	-46
000236.519	1	-44
000236.524	4	-52
000236.536	2	-51
000236.540	1	-43
000236.545	4	-52
000236.561	1	-44
000236.567	4	-50
000236.578	2	-51
000236.582	1	-47
000236.603	1	-47
000236.609	4	-48
000236.619	2	-51
000236.626	1	-45
000236.631	4	-49
000236.645	1	-43
000236.662	2	-47
000236.666	1	-40
000236.673	4	-51
000236.687	1	-45
000236.703	2	-49
000236.708	1	-46
000236.715	4	-53
000236.729	1	-44
000236.745	2	-51
000236.750	1	-43
000236.757	4	-56
000236.767	2	-51
000236.771	1	-43
000236.788	2	-50
000236.793	1	-45
000236.799	4	-55
000236.814	1	-46
000236.831	2	-53
000236.835	1	-43
000236.841	4	-52
000236.852	2	-51
000236.857	1	-43
000236.878	1	-47
000236.885	4	-51
000236.894	2	-56
000236.899	1	-44
000236.903	4	-56
000236.920	1	-42
000236.924	4	-56
000236.936	2	-59
000236.941	1	-45
000236.946	4	-57
000236.959	2	-54
000236.963	1	-45
000236.968	4	-64
000236.985	1	-42
000236.989	4	-58
000237.000	2	-49
000237.005	1	-43
000237.013	4	-53
000237.023	2	-50
000237.027	1	-45
000237.044	2	-50
000237.049	1	-42
000237.053	4	-54
000237.070	1	-42
000237.074	4	-58
000237.087	2	-53
000237.091	1	-44
000237.096	4	-52
000237.108	2	-52
000237.113	1	-42
000237.117	4	-53
000237.129	2	-56
000237.134	1	-42
000237.141	4	-53
000237.155	1	-45
000237.160	4	-59
000237.172	2	-56
000237.176	1	-44
000237.181	4	-60
000237.193	2	-54
000237.198	1	-39
000237.203	4	-61
000237.215	2	-50
000237.220	1	-44
000237.224	4	-59
000237.236	2	-50
000237.241	1	-41
000237.245	4	-59
000237.262	1	-43
000237.270	4	-50
000237.278	2	-52
000237.283	1	-45
000237.288	4	-52
000237.304	1	-42
000237.308	4	-52
000237.320	2	-52
000237.325	1	-43
000237.330	4	-52
000237.343	2	-54
000237.348	1	-44
000237.352	4	-50
000237.364	2	-58
000237.369	1	-42
000237.374	4	-52
000237.390	1	-44
000237.406	2	-54
000237.411	1	-43
000237.416	4	-60
000237.432	1	-42
000237.448	2	-53
000237.453	1	-40
000237.458	4	-55
000237.474	1	-43
000237.480	4	-54
000237.490	2	-52
000237.497	1	-42
000237.502	4	-53
000237.516	1	-43
000237.532	2	-53
000237.537	1	-41
000237.544	4	-56
000237.558	1	-43
000237.574	2	-53
000237.579	1	-44
000237.586	4	-53
000237.600	1	-42
000237.616	2	-52
000237.621	1	-43
000237.628	4	-63
000237.642	1	-42
000237.658	2	-51
000237.663	1	-43
000237.670	4	-54
000237.684	1	-45
000237.702	2	-52
000237.706	1	-43
000237.712	4	-53
000237.727	1	-43
000237.743	2	-52
000237.748	1	-43
000237.756	4	-53
000237.765	2	-52
000237.770	1	-43
000237.791	1	-43
000237.796	4	-53
000237.807	2	-54
000237.812	1	-43
000237.830	2	-52
000237.834	1	-43
000237.839	4	-55
000237.855	1	-44
000237.860	4	-58
000237.871	2	-54
000237.876	1	-45
000237.884	4	-55
000237.893	2	-55
000237.898	1	-45
000237.914	2	-51
000237.919	1	-43
000237.924	4	-56
000237.935	2	-54
000237.940	1	-43
000237.958	2	-52
000237.962	1	-44
000237.967	4	-54
000237.984	1	-44
000237.988	4	-55
000237.999	2	-54
000238.004	1	-43
000238.012	4	-57
000238.021	2	-54
000238.026	1	-44
000238.042	2	-56
000238.047	1	-43
000238.052	4	-52
000238.063	2	-54
000238.068	1	-43
000238.072	4	-55
000238.086	2	-54
000238.090	1	-45
000238.095	4	-55
000238.112	1	-45
000238.116	4	-55
000238.127	2	-55
000238.132	1	-44
000238.140	4	-58
000238.149	2	-53
000238.154	1	-45
000238.175	1	-44
000238.180	4	-56
000238.191	2	-53
000238.196	1	-45
000238.214	2	-55
000238.218	1	-46
000238.223	4	-55
000238.235	2	-55
000238.240	1	-44
000238.245	4	-54
000238.261	1	-44
000238.277	2	-54
000238.282	1	-45
000238.287	4	-64
000238.303	1	-45
000238.319	2	-52
000238.324	1	-46
000238.329	4	-53
000238.361	2	-54
000238.368	1	-44
000238.372	4	-54
000238.387	1	-45
000238.396	4	-55
000238.405	2	-52
000238.410	1	-46
000238.415	4	-53
000238.431	1	-46
000238.437	4	-54
000238.447	2	-55
000238.452	1	-44
000238.470	2	-52
000238.474	1	-46
000238.479	4	-52
000238.491	2	-54
000238.496	1	-44
000238.501	4	-55
000238.517	1	-45
000238.524	4	-57
000238.534	2	-54
000238.538	1	-45
000238.555	2	-52
000238.560	1	-46
000238.565	4	-58
000238.581	1	-46
000238.587	4	-54
000238.598	2	-54
000238.603	1	-47
000238.619	2	-53
000238.624	1	-46
000238.629	4	-59
000238.645	1	-46
000238.652	4	-60
000238.662	2	-56
000238.666	1	-47
000238.683	2	-51
000238.688	1	-46
000238.693	4	-58
000238.709	1	-45
000238.714	4	-58
000238.726	2	-53
000238.731	1	-45
000238.735	4	-54
000238.747	2	-53
000238.752	1	-47
000238.757	4	-57
000238.781	4	-57
000238.790	2	-50
000238.794	1	-48
000238.811	2	-58
000238.816	1	-47
000238.821	4	-55
000238.837	1	-47
000238.854	2	-55
000238.858	1	-47
000238.863	4	-60
000238.875	2	-54
000238.880	1	-46
000238.885	4	-56
000238.901	1	-47
000238.906	4	-63
000238.917	2	-53
000238.922	1	-46
000238.926	4	-59
000238.943	1	-47
000238.947	4	-56
000238.959	2	-54
000238.964	1	-46
000238.969	4	-59
000238.985	1	-47
000238.989	4	-58
000239.001	2	-55
000239.008	1	-46
000239.013	4	-56
000239.027	1	-47
000239.037	4	-60
000239.046	2	-50
000239.050	1	-46
000239.067	2	-55
000239.072	1	-47
000239.076	4	-56
000239.093	1	-47
000239.097	4	-58
000239.110	2	-56
000239.115	1	-47
000239.120	4	-60
000239.131	2	-53
000239.136	1	-47
000239.157	1	-47
000239.161	4	-54
000239.173	2	-49
000239.178	1	-47
000239.182	4	-55
000239.199	1	-47
000239.203	4	-58
000239.215	2	-51
000239.220	1	-47
000239.224	4	-56
000239.241	1	-48
000239.245	4	-63
000239.257	2	-49
000239.264	1	-48
000239.269	4	-57
000239.283	1	-46
000239.293	4	-59
000239.302	2	-51
000239.306	1	-47
000239.323	2	-52
000239.327	1	-48
000239.332	4	-59
000239.345	2	-53
000239.350	1	-49
000239.354	4	-58
000239.366	2	-53
000239.371	1	-49
000239.375	4	-62
000239.387	2	-56
000239.392	1	-50
000239.397	4	-60
000239.429	2	-58
000239.434	1	-49
000239.439	4	-60
000239.455	1	-49
000239.471	2	-56
000239.476	1	-49
000239.481	4	-61
000239.497	1	-50
000239.503	4	-52
000239.513	2	-53
000239.520	1	-50
000239.525	4	-56
000239.539	1	-49
000239.555	2	-53
000239.560	1	-48
000239.567	4	-58
000239.581	1	-49
000239.589	4	-55
000239.598	2	-55
000239.603	1	-50
000239.622	2	-53
000239.627	1	-49
000239.632	4	-65
000239.648	1	-49
000239.664	2	-53
000239.669	1	-49
000239.677	4	-56
000239.686	2	-51
000239.691	1	-49
000239.695	4	-57
000239.707	2	-54
000239.712	1	-50
000239.717	4	-59
000239.733	1	-50
000239.739	4	-54
000239.750	2	-52
000239.755	1	-50
000239.760	4	-59
000239.776	1	-50
000239.782	4	-55
000239.792	2	-51
000239.797	1	-48
000239.805	4	-56
000239.814	2	-52
000239.819	1	-48
000239.824	4	-59
000239.840	1	-52
000239.846	4	-59
000239.856	2	-54
000239.861	1	-50
000239.867	4	-52
000239.878	2	-53
000239.883	1	-48
000239.889	4	-59
000239.899	2	-50
000239.904	1	-52
000239.920	2	-53
000239.925	1	-49
000239.933	4	-53
000239.942	2	-52
000239.946	1	-50
000239.963	2	-53
000239.973	4	-56
000239.984	2	-53
000239.989	1	-49
000240.006	2	-56
000240.011	1	-49
000240.015	4	-69
000240.032	1	-52
000240.037	4	-57
000240.048	2	-53
000240.053	1	-50
000240.074	1	-51
000240.079	4	-59
000240.090	2	-52
000240.095	1	-49
000240.116	1	-49
000240.122	4	-59
000240.134	2	-51
000240.139	1	-54
000240.144	4	-59
000240.155	2	-54
000240.160	1	-50
000240.165	4	-59
000240.182	1	-49
000240.189	4	-57
000240.198	2	-53
000240.203	1	-51
000240.208	4	-59
000240.219	2	-55
000240.224	1	-48
000240.240	2	-54
000240.245	1	-49
000240.250	4	-63
000240.262	2	-52
000240.267	1	-50
000240.272	4	-62
000240.288	1	-48
000240.304	2	-57
000240.309	1	-49
000240.314	4	-58
000240.330	1	-50
000240.346	2	-53
000240.351	1	-50
000240.356	4	-59
000240.372	1	-51
000240.391	2	-53
000240.395	1	-50
000240.400	4	-57
000240.416	1	-50
000240.421	4	-55
000240.430	2	-52
000240.437	1	-53
000240.445	4	-58
000240.454	2	-55
000240.459	1	-50
000240.480	1	-51
000240.485	4	-56
000240.496	2	-51
000240.501	1	-48
000240.519	2	-52
000240.523	1	-52
000240.528	4	-58
000240.540	2	-52
000240.545	1	-52
000240.550	4	-57
000240.566	1	-52
000240.582	2	-53
000240.587	1	-50
000240.592	4	-58
000240.608	1	-51
000240.624	2	-50
000240.629	1	-50
000240.634	4	-57
000240.650	1	-52
000240.655	4	-58
000240.666	2	-51
000240.673	1	-50
000240.677	4	-58
000240.692	1	-51
000240.701	4	-55
000240.711	2	-53
000240.716	1	-51
000240.720	4	-59
000240.733	2	-55
000240.737	1	-50
000240.742	4	-55
000240.758	1	-51
000240.763	4	-61
000240.775	2	-49
000240.780	1	-50
000240.784	4	-57
000240.796	2	-52
000240.801	1	-52
000240.806	4	-62
000240.822	1	-52
000240.829	4	-58
000240.838	2	-54
000240.843	1	-53
000240.849	4	-62
000240.864	1	-50
000240.880	2	-48
000240.885	1	-50
000240.891	4	-56
000240.903	2	-50
000240.907	1	-53
000240.924	2	-55
000240.929	1	-53
000240.934	4	-55
000240.946	2	-61
000240.950	1	-50
000240.967	2	-52
000240.972	1	-53
000240.977	4	-61
000240.993	1	-50
000241.009	2	-49
000241.014	1	-52
000241.019	4	-53
000241.031	2	-54
000241.036	1	-52
000241.052	2	-51
000241.057	1	-52
000241.062	4	-53
000241.078	1	-52
000241.095	2	-54
000241.099	1	-52
000241.104	4	-56
000241.116	2	-53
000241.121	1	-54
000241.126	4	-62
000241.142	1	-53
000241.147	4	-53
000241.159	2	-50
000241.164	1	-52
000241.168	4	-57
000241.180	2	-51
000241.185	1	-52
000241.190	4	-57
000241.206	1	-54
000241.213	4	-60
000241.223	2	-51
000241.227	1	-51
000241.232	4	-54
000241.244	2	-52
000241.249	1	-53
000241.254	4	-57
000241.270	1	-53
000241.287	2	-56
000241.292	1	-55
000241.296	4	-57
000241.308	2	-59
000241.313	1	-50
000241.318	4	-59
000241.334	1	-52
000241.350	2	-55
000241.355	1	-55
000241.360	4	-57
000241.376	1	-55
000241.392	2	-51
000241.397	1	-51
000241.402	4	-54
000241.415	2	-50
000241.420	1	-54
000241.425	4	-57
000241.435	2	-50
000241.441	1	-53
000241.446	4	-55
000241.462	1	-54
000241.477	2	-50
000241.483	1	-54
000241.488	4	-64
000241.499	2	-55
000241.504	1	-52
000241.509	4	-57
000241.520	2	-53
000241.525	1	-54
000241.546	1	-54
000241.551	4	-54
000241.563	2	-52
000241.569	1	-51
000241.574	4	-55
000241.584	2	-49
000241.589	1	-53
000241.598	4	-68
000241.607	2	-54
000241.612	1	-53
000241.616	4	-60
000241.628	2	-51
000241.633	1	-53
000241.638	4	-50
000241.650	2	-52
000241.654	1	-54
000241.660	4	-57
000241.671	2	-54
000241.676	1	-53
000241.692	2	-54
000241.697	1	-54
000241.702	4	-56
000241.714	2	-51
000241.718	1	-54
000241.735	2	-52
000241.739	1	-51
000241.744	4	-51
000241.756	2	-52
000241.761	1	-54
000241.766	4	-55
000241.782	1	-53
000241.799	2	-49
000241.804	1	-51
000241.808	4	-58
000241.820	2	-51
000241.830	4	-61
000241.841	2	-52
000241.846	1	-55
000241.867	1	-53
000241.872	4	-68
000241.883	2	-51
000241.888	1	-55
000241.893	4	-54
000241.909	1	-56
000241.914	4	-54
000241.927	2	-52
000241.932	1	-51
000241.936	4	-51
000241.947	2	-51
000241.958	4	-59
000241.969	2	-49
000241.973	1	-50
000241.990	2	-54
000241.995	1	-50
000242.000	4	-64
000242.016	1	-51
000242.033	2	-52
000242.038	1	-53
000242.042	4	-51
000242.055	2	-52
000242.060	1	-56
000242.064	4	-53
000242.081	1	-56
000242.086	4	-54
000242.096	2	-53
000242.102	1	-59
000242.107	4	-57
000242.123	1	-58
000242.128	4	-55
000242.138	2	-50
000242.144	1	-59
000242.149	4	-64
000242.165	1	-56
000242.170	4	-63
000242.183	2	-52
000242.188	1	-56
000242.192	4	-53
000242.209	1	-53
000242.214	4	-52
000242.223	2	-50
000242.230	1	-54
000242.234	4	-59
000242.244	2	-54
000242.251	1	-58
000242.255	4	-59
000242.272	1	-55
000242.277	4	-57
000242.286	2	-50
000242.293	1	-53
000242.298	4	-55
000242.314	1	-54
