systime	sender_id	rssi
000450.125	1	-63
000450.132	2	-62
000450.146	1	-59
000450.165	4	-53
000450.169	1	-57
000450.174	2	-60
000450.196	2	-70
000450.205	4	-59
000450.213	1	-58
000450.218	2	-71
000450.227	4	-60
000450.232	1	-69
000450.248	4	-60
000450.253	1	-69
000450.260	2	-57
000450.275	1	-61
000450.293	4	-54
000450.298	1	-56
000450.302	2	-59
000450.324	2	-64
000450.333	4	-51
000450.341	1	-62
000450.346	2	-70
000450.355	4	-53
000450.360	1	-63
000450.376	4	-52
000450.381	1	-57
000450.388	2	-63
000450.402	1	-56
000450.421	4	-55
000450.426	1	-61
000450.431	2	-59
000450.440	4	-55
000450.447	1	-61
000450.452	2	-60
000450.461	4	-53
000450.469	1	-55
000450.474	2	-61
000450.483	4	-56
000450.489	1	-60
000450.497	2	-58
000450.506	4	-59
000450.511	1	-57
000450.528	4	-56
000450.532	1	-61
000450.537	2	-60
000450.549	4	-55
000450.554	1	-68
000450.559	2	-60
000450.575	4	-51
000450.579	1	-60
000450.594	4	-55
000450.599	1	-62
000450.604	2	-60
000450.623	1	-59
000450.628	2	-61
000450.637	4	-54
000450.642	1	-59
000450.651	2	-59
000450.660	4	-55
000450.665	1	-73
000450.686	1	-60
000450.692	2	-63
000450.703	4	-69
000450.708	1	-62
000450.722	4	-59
000450.734	2	-61
000450.743	4	-56
000450.751	1	-65
000450.756	2	-69
000450.765	4	-57
000450.770	1	-60
000450.779	2	-61
000450.788	4	-58
000450.793	1	-58
000450.814	1	-60
000450.820	2	-69
000450.831	4	-56
000450.836	1	-60
000450.850	4	-53
000450.862	2	-63
000450.871	4	-54
000450.879	1	-61
000450.884	2	-63
000450.893	4	-54
000450.898	1	-56
000450.907	2	-59
000450.916	4	-54
000450.921	1	-59
000450.948	2	-55
000450.959	4	-54
000450.964	1	-61
000450.984	4	-55
000450.989	2	-58
000450.993	1	-58
000451.010	1	-62
000451.015	2	-58
000451.024	4	-55
000451.033	1	-61
000451.038	2	-57
000451.046	4	-56
000451.052	1	-59
000451.068	4	-56
000451.073	1	-61
000451.080	2	-73
000451.094	1	-59
000451.113	4	-54
000451.117	1	-62
000451.122	2	-63
000451.138	1	-69
000451.143	2	-72
000451.152	4	-56
000451.161	1	-57
000451.166	2	-71
000451.174	4	-55
000451.180	1	-63
000451.196	4	-58
000451.201	1	-58
000451.207	2	-69
000451.222	1	-61
000451.229	2	-55
000451.241	4	-59
000451.245	1	-60
000451.250	2	-52
000451.266	1	-61
000451.271	2	-55
000451.280	4	-52
000451.289	1	-60
000451.294	2	-59
000451.303	4	-52
000451.308	1	-57
000451.324	4	-53
000451.329	1	-60
000451.336	2	-59
000451.350	1	-60
000451.369	4	-53
000451.373	1	-58
000451.378	2	-60
000451.394	1	-57
000451.408	4	-56
000451.417	1	-62
000451.422	2	-62
000451.430	4	-54
000451.436	1	-61
000451.451	4	-57
000451.457	1	-57
000451.464	2	-70
000451.473	4	-55
000451.478	1	-59
000451.497	4	-53
000451.501	1	-63
000451.506	2	-61
000451.522	1	-61
000451.527	2	-63
000451.536	4	-52
000451.545	1	-60
000451.550	2	-62
000451.559	4	-55
000451.564	1	-57
000451.579	4	-56
000451.585	1	-56
000451.592	2	-72
000451.601	4	-57
000451.606	1	-60
000451.625	4	-60
000451.629	1	-58
000451.634	2	-70
000451.650	1	-59
000451.655	2	-75
000451.664	4	-55
000451.673	1	-61
000451.678	2	-63
000451.687	4	-56
000451.692	1	-58
000451.701	2	-62
000451.710	4	-54
000451.714	1	-60
000451.731	4	-55
000451.736	1	-56
000451.742	2	-61
000451.757	1	-58
000451.773	4	-54
000451.778	1	-62
000451.783	2	-60
000451.801	1	-57
000451.806	2	-59
000451.815	4	-56
000451.820	1	-60
000451.829	2	-62
000451.838	4	-54
000451.843	1	-58
000451.870	2	-58
000451.881	4	-56
000451.885	1	-54
000451.901	4	-54
000451.906	1	-58
000451.912	2	-59
000451.929	1	-59
000451.934	2	-62
000451.943	4	-56
000451.948	1	-57
000451.957	2	-58
000451.966	4	-55
000451.972	1	-61
000451.976	2	-58
000451.997	2	-59
000452.009	4	-53
000452.013	1	-57
000452.018	2	-60
000452.035	1	-57
000452.038	4	-56
000452.042	2	-62
000452.057	1	-57
000452.062	2	-68
000452.074	4	-54
000452.079	1	-59
000452.085	2	-60
000452.105	2	-64
000452.116	4	-57
000452.121	1	-63
000452.147	2	-61
000452.162	1	-57
000452.166	4	-54
000452.171	2	-62
000452.185	1	-57
000452.202	4	-53
000452.207	1	-57
000452.213	2	-70
000452.228	1	-55
000452.244	4	-55
000452.249	1	-61
000452.255	2	-60
000452.270	1	-56
000452.291	4	-55
000452.295	1	-57
000452.300	2	-68
000452.316	1	-58
000452.330	4	-53
000452.339	1	-58
000452.343	2	-62
000452.352	4	-55
000452.358	1	-68
000452.367	2	-67
000452.376	4	-53
000452.380	1	-60
000452.397	4	-58
000452.402	1	-59
000452.407	2	-60
000452.423	1	-60
000452.428	2	-60
000452.438	4	-50
000452.444	1	-57
000452.449	2	-62
000452.459	4	-54
000452.467	1	-59
000452.472	2	-63
000452.481	4	-52
000452.486	1	-58
000452.507	1	-58
000452.514	2	-62
000452.523	4	-55
000452.528	1	-60
000452.547	4	-52
000452.551	1	-58
000452.556	2	-62
000452.572	1	-58
000452.577	2	-59
000452.586	4	-54
000452.595	1	-57
000452.600	2	-61
000452.609	4	-56
000452.614	1	-61
000452.623	2	-59
000452.632	4	-53
000452.637	1	-57
000452.658	1	-63
000452.663	2	-55
000452.675	4	-54
000452.679	1	-60
000452.684	2	-60
000452.700	1	-58
000452.705	2	-58
000452.715	4	-55
000452.723	1	-54
000452.728	2	-58
000452.737	4	-53
000452.742	1	-60
000452.751	2	-62
000452.760	4	-56
000452.765	1	-62
000452.786	1	-60
000452.791	2	-59
000452.803	4	-56
000452.807	1	-60
000452.812	2	-70
000452.828	1	-63
000452.833	2	-69
000452.843	4	-57
000452.851	1	-58
000452.856	2	-74
000452.865	4	-56
000452.870	1	-60
000452.879	2	-70
000452.888	4	-50
000452.893	1	-57
000452.909	4	-54
000452.914	1	-61
000452.920	2	-59
000452.931	4	-57
000452.935	1	-58
000452.956	1	-57
000452.960	4	-58
000452.965	2	-56
000452.979	1	-57
000452.996	4	-53
000453.001	1	-56
000453.007	2	-59
000453.037	4	-60
000453.042	1	-55
000453.049	2	-60
000453.059	4	-55
000453.063	1	-58
000453.084	1	-58
000453.088	4	-56
000453.093	2	-69
000453.107	1	-59
000453.124	4	-54
000453.129	1	-57
000453.135	2	-67
000453.166	4	-55
000453.171	1	-54
000453.177	2	-57
000453.212	1	-56
000453.216	4	-54
000453.221	2	-62
000453.232	4	-58
000453.237	1	-61
000453.263	2	-60
000453.274	4	-54
000453.279	1	-59
000453.300	1	-60
000453.305	2	-68
000453.316	4	-54
000453.321	1	-58
000453.341	4	-54
000453.345	1	-54
000453.349	2	-62
000453.360	4	-53
000453.366	1	-55
000453.371	2	-62
000453.389	1	-57
000453.394	2	-63
000453.403	4	-57
000453.408	1	-61
000453.417	2	-72
000453.426	4	-53
000453.431	1	-56
000453.447	4	-53
000453.452	1	-56
000453.458	2	-71
000453.473	1	-56
000453.489	4	-57
000453.494	1	-57
000453.500	2	-69
000453.517	1	-59
000453.522	2	-60
000453.531	4	-57
000453.536	1	-58
000453.552	4	-51
000453.557	1	-61
000453.564	2	-60
000453.578	1	-58
000453.597	4	-58
000453.601	1	-53
000453.606	2	-74
000453.622	1	-57
000453.627	2	-63
000453.636	4	-59
000453.645	1	-56
000453.650	2	-57
000453.659	4	-56
000453.664	1	-57
000453.680	4	-52
000453.685	1	-56
000453.692	2	-56
000453.706	1	-54
000453.725	4	-52
000453.729	1	-54
000453.734	2	-70
000453.743	4	-57
000453.756	2	-73
000453.765	4	-54
000453.773	1	-53
000453.778	2	-59
000453.787	4	-53
000453.792	1	-58
000453.801	2	-56
000453.810	4	-57
000453.815	1	-53
000453.842	2	-63
000453.853	4	-54
000453.857	1	-58
000453.873	4	-52
000453.878	1	-55
000453.884	2	-61
000453.893	4	-54
000453.901	1	-57
000453.906	2	-65
000453.915	4	-52
000453.920	1	-58
000453.936	4	-52
000453.941	1	-56
000453.948	2	-72
000453.962	1	-54
000453.981	4	-54
000453.985	1	-62
000453.990	2	-61
000454.006	1	-56
000454.012	2	-61
000454.021	4	-54
000454.029	1	-54
000454.034	2	-62
000454.043	4	-55
000454.048	1	-60
000454.064	4	-54
000454.069	1	-56
000454.076	2	-70
000454.090	1	-55
000454.109	4	-55
000454.114	1	-55
000454.118	2	-64
000454.128	4	-54
000454.139	2	-63
000454.150	4	-52
000454.157	1	-55
000454.162	2	-71
000454.176	1	-52
000454.185	2	-59
000454.194	4	-53
000454.199	1	-56
000454.205	2	-63
000454.226	2	-58
000454.237	4	-53
000454.241	1	-58
000454.248	2	-60
000454.262	1	-56
000454.266	4	-54
000454.271	2	-57
000454.285	1	-54
000454.302	4	-57
000454.307	1	-55
000454.313	2	-63
000454.328	1	-57
000454.344	4	-55
000454.349	1	-54
000454.355	2	-61
000454.370	1	-55
000454.391	4	-54
000454.395	1	-55
000454.400	2	-55
000454.416	1	-55
000454.421	2	-62
000454.430	4	-54
000454.439	1	-54
000454.444	2	-56
000454.453	4	-53
000454.458	1	-57
000454.473	4	-54
000454.479	1	-56
000454.486	2	-63
000454.495	4	-55
000454.500	1	-56
000454.507	2	-58
000454.519	4	-51
000454.523	1	-54
000454.528	2	-62
000454.538	4	-52
000454.544	1	-54
000454.549	2	-59
000454.559	4	-59
000454.567	1	-55
000454.572	2	-58
000454.581	4	-51
000454.586	1	-51
000454.602	4	-51
000454.607	1	-54
000454.614	2	-59
000454.628	1	-54
000454.636	2	-60
000454.647	4	-53
000454.652	1	-52
000454.666	4	-51
000454.678	2	-63
000454.695	1	-54
000454.700	2	-63
000454.709	4	-54
000454.714	1	-52
000454.729	4	-59
000454.735	1	-55
000454.742	2	-58
000454.751	4	-51
000454.756	1	-58
000454.763	2	-57
000454.775	4	-51
000454.779	1	-56
000454.784	2	-61
000454.794	4	-53
000454.800	1	-55
000454.805	2	-59
000454.823	1	-55
000454.828	2	-57
000454.837	4	-53
000454.842	1	-56
000454.851	2	-58
000454.860	4	-53
000454.865	1	-54
000454.872	2	-62
000454.881	4	-56
000454.886	1	-53
000454.903	4	-52
000454.907	1	-55
000454.914	2	-61
000454.928	1	-55
000454.932	4	-52
000454.937	2	-64
000454.947	4	-56
000454.952	1	-50
000454.979	2	-57
000454.989	4	-53
000454.994	1	-53
000455.015	1	-54
000455.021	2	-61
000455.031	4	-54
000455.036	1	-53
000455.056	4	-53
000455.061	1	-52
000455.066	2	-59
000455.074	4	-52
000455.082	1	-54
000455.096	4	-52
000455.105	1	-53
000455.109	2	-57
000455.118	4	-54
000455.125	1	-55
000455.133	2	-60
000455.142	4	-55
000455.146	1	-54
000455.163	4	-54
000455.168	1	-53
000455.172	2	-63
000455.194	2	-57
000455.205	4	-52
000455.210	1	-52
000455.236	2	-58
000455.247	4	-50
000455.252	1	-51
000455.277	2	-58
000455.289	4	-52
000455.294	1	-55
000455.298	2	-60
000455.320	2	-61
000455.331	4	-52
000455.336	1	-53
000455.357	1	-52
000455.363	2	-63
000455.373	4	-53
000455.378	1	-50
000455.399	1	-52
000455.404	2	-60
000455.415	4	-53
000455.420	1	-54
000455.425	2	-60
000455.441	4	-50
000455.445	1	-53
000455.450	2	-57
000455.466	1	-55
000455.471	2	-57
000455.480	4	-53
000455.489	1	-52
000455.494	2	-60
000455.503	4	-54
000455.508	1	-55
000455.523	4	-54
000455.529	1	-53
000455.536	2	-58
000455.545	4	-52
000455.550	1	-53
000455.569	4	-51
000455.573	1	-54
000455.578	2	-60
000455.587	4	-52
000455.594	1	-54
000455.599	2	-58
000455.608	4	-51
000455.617	1	-55
000455.622	2	-59
000455.631	4	-52
000455.636	1	-54
000455.651	4	-53
000455.657	1	-55
000455.664	2	-58
000455.673	4	-51
000455.678	1	-52
000455.699	1	-51
000455.706	2	-60
000455.715	4	-53
000455.720	1	-50
000455.736	4	-52
000455.741	1	-51
000455.748	2	-56
000455.758	4	-54
000455.763	1	-51
000455.779	4	-52
000455.784	1	-50
000455.789	2	-58
000455.800	4	-52
000455.805	1	-52
000455.810	2	-56
000455.821	4	-52
000455.826	1	-52
000455.832	2	-62
000455.843	4	-50
000455.848	1	-52
000455.853	2	-68
000455.864	4	-51
000455.869	1	-51
000455.875	2	-63
000455.886	4	-55
000455.891	1	-53
000455.896	2	-65
000455.912	1	-55
000455.917	2	-59
000455.928	4	-51
000455.933	1	-52
000455.939	2	-62
000455.953	4	-54
000455.958	1	-54
000455.962	2	-58
000455.984	2	-69
000455.993	4	-55
000456.001	1	-52
000456.006	2	-61
000456.015	4	-51
000456.020	1	-52
000456.029	2	-60
000456.038	4	-53
000456.043	1	-52
000456.064	1	-50
000456.070	2	-62
000456.081	4	-51
000456.086	1	-50
000456.106	4	-51
000456.111	2	-63
000456.129	1	-50
000456.134	2	-55
000456.146	4	-51
000456.151	1	-52
000456.157	2	-57
000456.172	1	-52
000456.177	2	-60
000456.188	4	-52
000456.193	1	-51
000456.198	2	-58
000456.214	1	-50
000456.219	2	-59
000456.235	4	-53
000456.239	1	-52
000456.244	2	-54
000456.260	1	-51
000456.265	2	-60
000456.274	4	-50
000456.283	1	-52
000456.288	2	-54
000456.297	4	-50
000456.302	1	-52
000456.317	4	-57
000456.323	1	-53
000456.330	2	-61
000456.339	4	-50
000456.344	1	-52
000456.363	4	-51
000456.367	1	-52
000456.372	2	-59
000456.388	1	-51
000456.402	4	-51
000456.411	1	-52
000456.416	2	-58
000456.425	4	-51
000456.430	1	-51
000456.446	4	-51
000456.451	1	-51
000456.458	2	-57
000456.472	1	-50
000456.491	4	-49
000456.495	1	-52
000456.500	2	-64
000456.516	1	-51
000456.522	2	-57
000456.531	4	-52
000456.539	1	-53
000456.544	2	-57
000456.553	4	-51
000456.558	1	-49
000456.579	1	-50
000456.586	2	-61
000456.595	4	-52
000456.600	1	-49
000456.619	4	-53
000456.624	1	-51
000456.628	2	-61
000456.650	2	-57
000456.659	4	-50
000456.667	1	-50
000456.672	2	-57
000456.681	4	-48
000456.686	1	-49
000456.707	1	-50
000456.714	2	-57
000456.723	4	-49
000456.728	1	-50
000456.735	2	-61
000456.747	4	-49
000456.752	1	-53
000456.756	2	-58
000456.766	4	-48
000456.778	2	-64
000456.795	1	-52
000456.800	2	-59
000456.809	4	-47
000456.814	1	-50
000456.823	2	-58
000456.832	4	-54
000456.837	1	-52
000456.864	2	-55
000456.875	4	-52
000456.879	1	-52
000456.900	1	-51
000456.906	2	-53
000456.915	4	-50
000456.923	1	-49
000456.928	2	-69
000456.937	4	-49
000456.958	4	-49
000456.963	1	-50
000456.970	2	-58
000456.984	1	-50
000457.003	4	-48
000457.007	1	-49
000457.012	2	-58
000457.028	1	-51
000457.034	2	-63
000457.043	4	-47
000457.051	1	-51
000457.056	2	-56
000457.065	4	-52
000457.070	1	-49
000457.079	2	-56
000457.088	4	-52
000457.093	1	-51
000457.099	2	-58
000457.131	4	-50
000457.135	1	-53
000457.140	2	-58
000457.156	1	-49
000457.160	4	-51
000457.164	2	-61
000457.175	4	-48
000457.180	1	-50
000457.184	2	-62
000457.207	2	-57
000457.217	4	-48
000457.222	1	-50
000457.248	2	-64
000457.259	4	-49
000457.263	1	-50
000457.284	1	-51
000457.288	4	-50
000457.292	2	-59
000457.307	1	-51
000457.312	2	-54
000457.324	4	-51
000457.329	1	-50
000457.335	2	-58
000457.350	1	-50
000457.366	4	-47
000457.371	1	-50
000457.376	2	-54
000457.392	1	-50
000457.397	2	-59
000457.413	4	-49
000457.417	1	-51
000457.422	2	-60
000457.438	1	-49
000457.443	2	-57
000457.452	4	-49
000457.461	1	-50
000457.466	2	-55
000457.475	4	-48
000457.480	1	-51
000457.501	1	-51
000457.508	2	-57
000457.517	4	-48
000457.522	1	-51
000457.541	4	-46
000457.545	1	-52
000457.550	2	-69
000457.566	1	-50
000457.571	2	-57
000457.580	4	-50
000457.589	1	-51
000457.594	2	-54
000457.603	4	-46
000457.608	1	-50
000457.624	4	-53
000457.629	1	-50
000457.636	2	-56
000457.650	1	-49
000457.669	4	-49
000457.673	1	-50
000457.678	2	-54
000457.694	1	-50
000457.699	2	-58
000457.708	4	-51
000457.717	1	-50
000457.722	2	-54
000457.731	4	-49
000457.736	1	-50
000457.752	4	-49
000457.757	1	-49
000457.764	2	-57
000457.778	1	-51
000457.797	4	-48
000457.801	1	-49
000457.806	2	-55
000457.822	1	-49
000457.827	2	-52
000457.836	4	-50
000457.845	1	-50
000457.850	2	-54
000457.859	4	-49
000457.864	1	-50
000457.873	2	-54
000457.882	4	-48
000457.887	1	-50
000457.914	2	-53
000457.925	4	-49
000457.929	1	-49
000457.950	1	-50
000457.954	4	-48
000457.958	2	-54
000457.973	1	-50
000457.978	2	-52
000457.990	4	-49
000457.995	1	-50
000458.001	2	-58
000458.016	1	-50
000458.022	2	-57
000458.032	4	-46
000458.037	1	-49
000458.058	1	-50
000458.064	2	-51
000458.078	4	-50
000458.083	1	-50
000458.088	2	-54
000458.104	1	-49
000458.117	4	-48
000458.127	1	-50
000458.131	2	-52
000458.140	4	-48
000458.146	1	-50
000458.155	2	-50
000458.164	4	-48
000458.169	1	-50
000458.173	2	-53
000458.194	2	-57
000458.206	4	-48
000458.211	1	-50
000458.216	2	-56
000458.232	1	-50
000458.247	4	-46
000458.255	1	-49
000458.259	2	-55
000458.268	4	-47
000458.274	1	-50
000458.283	2	-53
000458.292	4	-46
000458.296	1	-50
000458.313	4	-47
000458.318	1	-50
000458.323	2	-54
000458.339	1	-50
000458.355	4	-50
000458.360	1	-50
000458.365	2	-52
000458.383	1	-48
000458.388	2	-56
000458.396	4	-48
000458.402	1	-49
000458.418	4	-47
000458.423	1	-49
000458.430	2	-55
000458.444	1	-50
000458.463	4	-48
000458.467	1	-50
000458.472	2	-54
000458.488	1	-51
000458.493	2	-53
000458.502	4	-48
000458.511	1	-50
000458.516	2	-51
000458.525	4	-46
000458.530	1	-48
000458.545	4	-51
000458.551	1	-50
000458.558	2	-48
000458.567	4	-48
000458.572	1	-50
000458.591	4	-49
000458.595	1	-51
000458.600	2	-53
000458.616	1	-50
000458.621	2	-56
000458.630	4	-45
000458.639	1	-51
000458.644	2	-55
000458.653	4	-48
000458.658	1	-50
000458.674	4	-47
000458.679	1	-50
000458.686	2	-56
000458.700	1	-50
000458.719	4	-48
000458.723	1	-52
000458.728	2	-51
000458.744	1	-51
000458.750	2	-53
000458.759	4	-47
000458.767	1	-50
000458.772	2	-56
000458.781	4	-47
000458.786	1	-51
000458.802	4	-47
000458.807	1	-49
000458.814	2	-53
000458.828	1	-49
000458.847	4	-46
000458.851	1	-50
000458.856	2	-52
000458.872	1	-50
000458.878	2	-55
000458.887	4	-50
000458.895	1	-51
000458.900	2	-52
000458.909	4	-46
000458.914	1	-50
000458.930	4	-47
000458.935	1	-50
000458.942	2	-51
000458.956	1	-50
000458.975	4	-46
000458.979	1	-49
000458.984	2	-56
000459.000	1	-51
000459.014	4	-46
000459.023	1	-50
000459.028	2	-50
000459.037	4	-48
000459.042	1	-50
000459.057	4	-47
000459.063	1	-49
000459.070	2	-55
000459.079	4	-46
000459.084	1	-50
000459.099	4	-48
000459.105	1	-51
000459.112	2	-54
000459.121	4	-45
000459.126	1	-51
000459.142	4	-47
000459.147	1	-50
000459.154	2	-57
000459.168	1	-50
000459.184	4	-46
000459.189	1	-51
000459.196	2	-57
000459.210	1	-55
000459.226	4	-45
000459.231	1	-50
000459.238	2	-49
000459.254	1	-50
000459.268	4	-48
000459.273	1	-50
000459.282	2	-52
000459.290	4	-46
000459.295	1	-52
000459.312	4	-45
000459.317	1	-51
000459.322	2	-55
000459.338	1	-51
000459.344	2	-57
000459.354	4	-46
000459.359	1	-53
000459.382	1	-51
000459.386	2	-52
000459.396	4	-46
000459.401	1	-53
000459.410	2	-51
000459.419	4	-48
000459.423	1	-49
000459.440	4	-47
000459.445	1	-51
000459.450	2	-50
000459.466	1	-51
000459.471	2	-56
000459.481	4	-46
000459.487	1	-52
000459.492	2	-51
000459.502	4	-46
000459.510	1	-51
000459.514	2	-51
000459.523	4	-46
000459.529	1	-53
000459.538	2	-55
000459.547	4	-47
000459.552	1	-53
000459.578	2	-53
000459.589	4	-47
000459.594	1	-53
000459.599	2	-52
000459.609	4	-48
000459.615	1	-51
000459.620	2	-53
000459.630	4	-47
000459.638	1	-52
000459.643	2	-54
000459.652	4	-45
000459.657	1	-51
000459.673	4	-46
000459.678	1	-51
000459.685	2	-53
000459.699	1	-50
000459.717	4	-48
000459.722	1	-51
000459.727	2	-52
000459.743	1	-52
000459.748	2	-51
000459.757	4	-48
000459.766	1	-50
000459.771	2	-49
000459.780	4	-47
000459.785	1	-52
000459.800	4	-44
000459.806	1	-51
000459.813	2	-60
000459.822	4	-46
000459.827	1	-53
000459.846	4	-48
000459.850	1	-52
000459.855	2	-56
000459.871	1	-51
000459.877	2	-57
000459.886	4	-46
000459.894	1	-52
000459.898	2	-50
000459.907	4	-46
000459.913	1	-53
000459.922	2	-54
000459.931	4	-45
000459.935	1	-51
000459.952	4	-45
000459.957	1	-51
000459.962	2	-51
000459.974	4	-46
000459.978	1	-54
000459.995	4	-46
000460.000	1	-50
000460.004	2	-53
000460.026	2	-49
000460.036	4	-49
000460.041	1	-51
000460.058	4	-47
000460.063	1	-51
000460.067	2	-50
000460.089	2	-52
000460.102	4	-48
000460.106	1	-51
000460.111	2	-54
000460.127	1	-51
000460.141	4	-46
000460.150	1	-52
000460.154	2	-53
000460.164	4	-47
000460.169	1	-50
000460.178	2	-50
000460.187	4	-46
000460.191	1	-52
000460.208	4	-48
000460.213	1	-51
000460.217	2	-52
000460.239	2	-51
000460.250	4	-47
000460.255	1	-53
000460.281	2	-54
000460.292	4	-48
000460.297	1	-53
000460.323	2	-53
000460.334	4	-47
000460.339	1	-52
000460.360	1	-52
000460.365	2	-53
000460.376	4	-47
000460.381	1	-50
000460.402	1	-51
000460.408	2	-56
000460.418	4	-49
000460.423	1	-52
000460.428	2	-53
000460.444	1	-51
000460.449	2	-54
000460.460	4	-45
000460.465	1	-53
000460.470	2	-53
000460.486	1	-51
000460.491	2	-53
000460.501	4	-48
000460.508	1	-51
000460.513	2	-54
000460.523	4	-50
000460.528	1	-50
000460.536	2	-53
000460.546	4	-48
000460.550	1	-51
000460.566	4	-49
000460.571	1	-53
000460.576	2	-52
000460.588	4	-47
000460.593	1	-52
000460.598	2	-57
000460.608	4	-49
000460.614	1	-51
000460.619	2	-59
000460.629	4	-47
000460.637	1	-52
000460.641	2	-55
000460.650	4	-49
000460.656	1	-52
000460.665	2	-51
000460.674	4	-46
000460.678	1	-50
000460.694	4	-49
000460.699	1	-53
000460.704	2	-58
000460.716	4	-46
000460.721	1	-54
000460.726	2	-54
000460.736	4	-48
000460.742	1	-50
000460.747	2	-53
000460.757	4	-49
000460.765	1	-53
000460.769	2	-51
000460.779	4	-46
000460.784	1	-50
000460.793	2	-55
000460.802	4	-48
000460.807	1	-51
000460.822	4	-49
000460.833	2	-57
000460.844	4	-46
000460.849	1	-52
000460.854	2	-53
000460.864	4	-50
000460.870	1	-51
000460.875	2	-53
000460.886	4	-49
000460.893	1	-52
000460.897	2	-59
000460.907	4	-49
000460.912	1	-51
000460.921	2	-56
000460.930	4	-48
000460.934	1	-51
000460.941	2	-54
000460.951	4	-47
000460.956	1	-51
000460.962	2	-55
000460.977	1	-52
000460.984	2	-56
000460.998	4	-48
000461.002	1	-51
000461.007	2	-54
000461.017	4	-50
000461.022	1	-53
000461.028	2	-56
000461.043	1	-51
000461.050	2	-56
000461.059	4	-50
000461.064	1	-52
000461.080	4	-47
000461.085	1	-53
000461.092	2	-58
000461.106	1	-52
000461.113	2	-61
000461.122	4	-49
000461.127	1	-53
000461.135	2	-59
000461.144	4	-47
000461.149	1	-52
000461.165	4	-49
000461.170	1	-53
000461.177	2	-53
000461.191	1	-50
000461.199	2	-52
000461.208	4	-48
000461.212	1	-52
000461.229	4	-47
000461.234	1	-53
000461.241	2	-56
000461.254	4	-47
000461.259	1	-51
000461.264	2	-54
000461.272	4	-49
000461.285	2	-57
000461.294	4	-50
000461.302	1	-52
000461.307	2	-55
000461.316	4	-51
000461.321	1	-52
000461.330	2	-57
000461.339	4	-50
000461.344	1	-51
000461.365	1	-52
000461.371	2	-54
000461.382	4	-51
000461.387	1	-51
000461.408	1	-54
000461.413	2	-59
000461.423	4	-49
000461.430	1	-51
000461.435	2	-56
000461.450	1	-52
000461.458	2	-54
000461.468	4	-51
000461.472	1	-53
000461.488	4	-46
000461.493	1	-53
000461.498	2	-56
000461.510	4	-49
000461.515	1	-53
000461.520	2	-56
000461.530	4	-50
000461.536	1	-53
000461.541	2	-59
000461.551	4	-47
000461.558	1	-53
000461.563	2	-57
000461.573	4	-51
000461.578	1	-53
000461.586	2	-58
000461.596	4	-49
000461.600	1	-51
000461.616	4	-47
000461.621	1	-51
000461.626	2	-58
000461.638	4	-51
000461.643	1	-53
000461.648	2	-54
000461.658	4	-50
000461.664	1	-52
000461.669	2	-54
000461.680	4	-51
000461.687	1	-51
000461.691	2	-60
000461.706	1	-53
000461.715	2	-61
000461.724	4	-50
000461.728	1	-51
000461.733	2	-58
000461.744	4	-51
000461.749	1	-53
000461.754	2	-54
000461.766	4	-50
000461.771	1	-52
000461.776	2	-54
000461.786	4	-49
000461.792	1	-52
000461.797	2	-52
000461.807	4	-53
000461.815	1	-51
000461.819	2	-53
000461.828	4	-49
000461.834	1	-55
000461.843	2	-59
000461.852	4	-54
000461.856	1	-51
000461.872	4	-51
000461.877	1	-52
000461.882	2	-58
000461.894	4	-51
000461.899	1	-50
000461.903	2	-61
000461.915	4	-49
000461.920	1	-53
000461.924	2	-53
000461.943	1	-51
000461.947	2	-60
000461.957	4	-49
000461.962	1	-50
000461.971	2	-54
000461.980	4	-50
000461.984	1	-53
000461.991	2	-53
000462.001	4	-48
000462.006	1	-52
000462.027	1	-53
000462.033	2	-55
000462.043	4	-49
000462.048	1	-52
000462.071	1	-52
000462.075	2	-57
000462.085	4	-50
000462.090	1	-53
000462.099	2	-58
000462.108	4	-51
000462.112	1	-52
000462.119	2	-60
000462.129	4	-51
000462.134	1	-50
000462.161	2	-55
000462.171	4	-50
000462.176	1	-53
000462.199	1	-51
000462.203	2	-56
000462.213	4	-50
000462.218	1	-51
000462.227	2	-63
000462.236	4	-50
000462.240	1	-54
000462.257	4	-56
000462.262	1	-52
000462.266	2	-63
000462.288	2	-71
000462.299	4	-49
000462.304	1	-52
000462.321	4	-52
000462.327	1	-56
000462.331	2	-55
000462.342	4	-49
000462.347	1	-52
000462.355	2	-53
000462.364	4	-48
000462.369	1	-52
000462.385	4	-50
000462.390	1	-52
000462.395	2	-52
000462.411	1	-51
000462.427	4	-49
000462.432	1	-55
000462.437	2	-63
000462.455	1	-52
000462.460	2	-64
000462.469	4	-50
000462.474	1	-55
000462.489	4	-51
000462.495	1	-53
000462.502	2	-67
000462.511	4	-49
000462.516	1	-50
000462.535	4	-51
000462.539	1	-53
000462.544	2	-58
000462.553	4	-51
000462.560	1	-54
000462.565	2	-61
000462.574	4	-51
000462.583	1	-49
000462.588	2	-59
000462.597	4	-51
000462.602	1	-50
000462.618	4	-49
000462.623	1	-52
000462.630	2	-58
000462.639	4	-50
000462.644	1	-53
000462.659	4	-49
000462.665	1	-52
000462.672	2	-60
000462.681	4	-50
000462.686	1	-55
000462.702	4	-51
000462.707	1	-53
000462.714	2	-61
000462.723	4	-52
000462.728	1	-51
000462.745	4	-52
000462.750	1	-53
000462.756	2	-62
000462.766	4	-51
