n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
21	4604	1411812160	\xffd4ffd4ffd2ffd4ffd6ffd6ffd6ffd5ffd4ffd3ffd4ffd3ffd3ffd1ffd1ffd3ffd2ffd2ffd2ffd2ffd2ffd4ffd4ffd3ffd5ffd4ffd5ffd5ffd5ffd3ffd3ffd4ffd3ffd4ffd3ffd4ffd7ffd7ffd7ffd8ffd9ffd9ffd9ffd6ffd4ffd6ffd7ffd6ffd5	\xfecbfec9fec9fecafec9fecbfecafec9fecafecafecafecbfeccfeccfecbfecbfecafec9fec6fec6fec3fec1fec3fec2fec2fec3fec3fec4fec4fec5fec6fec6fec7fec6fec8fec7fecafecafec9fecafec9fecbfecafecafec9fec8fecbfecafec9	\xfe76fe77fe77fe78fe79fe79fe79fe78fe79fe7bfe7afe7afe7afe79fe78fe76fe73fe72fe72fe72fe70fe70fe71fe72fe71fe73fe72fe72fe72fe72fe71fe71fe73fe71fe71fe70fe72fe73fe75fe76fe76fe77fe77fe78fe77fe77fe77fe78fe77
22	4604	1411812161	\xffd5ffd6ffd8ffd7ffd8ffd7ffd6ffd8ffd7ffd7ffd5ffd6ffd6ffd7ffd8ffd6ffd5ffd5ffd6ffd5ffd3ffd4ffd3ffd2ffd3ffd2ffd3ffd4ffd4ffd2ffd1ffd3ffd3ffd4ffd3ffd3ffd4ffd4ffd4ffd3ffd3ffd3ffd5ffd5ffd6ffd6ffd6ffd7ffd6ffd6	\xfec8fec8fec8fec7fec6fec2fec0febefec0fec1fec1fec1fec2fec4fec6fec8fec7fec6fec5fec5fec5fec5fec7fec5fec6fec9fec9fec9fec9fec9fec9fecbfecbfecafecbfecbfeccfeccfecbfecbfecbfecafec9fec9fec6fec5fec4fec4fec2fec3	\xfe77fe76fe76fe76fe75fe71fe71fe72fe71fe71fe70fe70fe71fe73fe73fe72fe73fe75fe75fe77fe79fe77fe78fe78fe77fe78fe77fe77fe76fe79fe78fe79fe78fe77fe77fe76fe77fe75fe74fe74fe73fe72fe72fe71fe70fe70fe70fe6ffe71fe70
23	4604	1411812162	\xffd6ffd6ffd5ffd6ffd7ffd7ffd7ffd8ffd8ffd9ffd8ffd9ffd9ffd8ffd9ffd9ffd8ffd7ffd7ffd6ffd6ffd8ffd7ffd6ffd6ffd6ffd5ffd6ffd5ffd5ffd6ffd6ffd7ffd7ffd7ffd6ffd6ffd6ffd6ffd5ffd3ffd4ffd4ffd3ffd3ffd3ffd3ffd4ffd5ffd3	\xfec3fec2fec3fec2fec4fec4fec3fec3fec4fec6fec5fec8fec8fecafecdfecdfecefecefecffecefecdfeccfecbfec9fec9fec8fec9fec7fec7fec7fec7fec7fec7fec7fec6fec7fec7fec6fec5fec5fec6fec6fec6fec7fec7fec8fec9fec9fec9fec9	\xfe71fe71fe71fe73fe73fe73fe73fe74fe73fe74fe74fe74fe75fe75fe75fe76fe77fe76fe75fe77fe77fe77fe77fe76fe76fe76fe76fe75fe73fe73fe72fe74fe72fe71fe72fe72fe74fe72fe73fe72fe74fe75fe74fe75fe75fe78fe79fe7afe79fe7a
24	4604	1411812163	\xffd3ffd7ffd7ffd9ffd9ffd9ffd9ffdaffdcffd9ffd8ffd8ffd7ffd7ffd7ffd7ffd7ffd5ffd6ffd3ffd3ffd3ffd3ffd4ffd3ffd4ffd3ffd4ffd3ffd4ffd2ffd3ffd3ffd3ffd4ffd6ffd9ffd9ffdaffdaffd9ffd9ffd7ffd7ffd7ffd6ffd6ffd4ffd6	\xfec9fecafecafec9fec9fec9fec7fec7fec6fec3fec3fec2fec2fec1fec3fec4fec5fec6fec7fec8fec9fec9fec8fec7fec6fec5fec4fec4fec5fec5fec5fec6fec8fec7fec7fec8fec7fec8fec9fecbfeccfecefecffed0fecffecffeccfec9fec8	\xfe7bfe7afe79fe76fe75fe75fe76fe76fe75fe73fe73fe73fe72fe71fe70fe6ffe6ffe70fe70fe70fe71fe70fe6efe6efe6dfe6dfe6cfe6dfe6dfe6dfe70fe70fe72fe74fe75fe75fe75fe77fe77fe77fe79fe7afe7bfe79fe78fe77fe76fe77fe74
25	4604	1411812164	\xffd8ffd8ffd7ffd6ffd7ffd6ffd6ffd6ffd3ffd3ffd4ffd2ffd1ffd2ffd3ffd2ffd4ffd5ffd4ffd4ffd4ffd5ffd5ffd6ffd4ffd5ffd5ffd5ffd6ffd4ffd5ffd5ffd6ffd4ffd6ffd6ffd6ffd6ffd5ffd5ffd5ffd5ffd5ffd5ffd5ffd5ffd6ffd7ffd8ffda	\xfec9fec8fec7fec7fec6fec7fec9fec9fec7fec7fec9fec8fec9fec9fec8fec9fec9fec7fec8fec8fec6fec6fec6fec4fec6fec5fec4fec4fec6fec5fec5fec6fec4fec6fec7fec6fec5fec7fec5fec5fec8fec8fec8fec8fec7fec4fec6fec5fec4fec3	\xfe71fe6ffe6efe6ffe6ffe70fe6efe6ffe70fe70fe71fe72fe72fe72fe73fe73fe74fe76fe76fe75fe75fe75fe73fe73fe72fe72fe73fe74fe75fe75fe76fe75fe75fe74fe73fe71fe70fe6ffe6efe70fe70fe70fe6efe6ffe6ffe6ffe6efe6cfe6bfe6c
26	4604	1411812165	\xffdaffdaffdbffdaffd9ffd8ffd6ffd5ffd4ffd4ffd3ffd5ffd4ffd3ffd2ffd3ffd4ffd6ffd7ffd6ffd7ffd8ffd9ffd7ffd6ffd6ffd7ffd9ffd9ffdaffdaffdbffdaffd8ffd5ffd3ffd3ffd3ffd4ffd3ffd5ffd7ffd7ffd8ffd9ffdaffdbffdbffdb	\xfec2fec5fec7fec7fec9fec9fec9fecafecbfecafecbfecdfecbfecdfeccfeccfecbfecafec8fec5fec7fec5fec4fec4fec4fec4fec6fec8fec7fec6fec6fec6fec4fec2fec3fec3fec3fec5fec6fec7fec9fec9fec9fec9fecafec9fec9fec9fec9	\xfe6efe6efe6dfe6ffe6ffe70fe72fe73fe74fe74fe75fe73fe74fe75fe75fe75fe75fe74fe74fe75fe75fe73fe72fe73fe71fe70fe6ffe6ffe6efe6ffe70fe6ffe70fe70fe70fe71fe73fe74fe74fe75fe76fe77fe79fe78fe77fe76fe76fe75fe76
27	4604	1411812166	\xffdaffdbffdbffdcffdbffdbffdbffdbffdaffdaffdbffd9ffd9ffd7ffd6ffd7ffd9ffd8ffd6ffd6ffd5ffd5ffd5ffd4ffd3ffd4ffd5ffd4ffd5ffd6ffd5ffd3ffd4ffd3ffd1ffd2ffd2ffd4ffd3ffd5ffd2ffd4ffd5ffd5ffd4ffd1ffd3ffd3ffd5ffd5	\xfecafecafecafec9fec9fec8fec7fec6fec5fec3fec4fec5fec5fec6fec7fec6fec5fec6fec3fec3fec3fec3fec3fec4fec5fec7fec9fecbfeccfecdfeccfecdfecefeccfeccfeccfecbfecbfecbfecbfecafeccfeccfecafec9fec9fec9fec7fec7fec5	\xfe76fe77fe78fe76fe75fe74fe74fe72fe71fe6ffe6dfe6cfe6cfe6cfe6bfe6cfe6efe6ffe6efe71fe72fe72fe72fe73fe72fe74fe76fe75fe78fe79fe7bfe7afe7bfe79fe78fe79fe78fe77fe76fe75fe74fe73fe72fe73fe71fe71fe71fe70fe71fe72
28	4604	1411812167	\xffd4ffd5ffd7ffd9ffd9ffd9ffdaffdbffdcffdbffd8ffd8ffd8ffd7ffd8ffd5ffd6ffd6ffd7ffd7ffd7ffd8ffd7ffd6ffd5ffd5ffd6ffd5ffd5ffd6ffd6ffd7ffd8ffd8ffd7ffd9ffd8ffd7ffd7ffd6ffd4ffd4ffd6ffd5ffd5ffd6ffd5ffd6ffd5ffd5	\xfec5fec6fec6fec6fec6fec6fec6fec7fec6fec7fec7fec6fec6fec6fec8fec7fec9fec8fec9fec9fecbfecbfecbfeccfecefecafec9fec9fec6fec5fec4fec2febffec0fec0fec0fec2fec2fec4fec6fec7fec7fec9fecafec9fec9fec6fec6fec5fec8	\xfe71fe70fe71fe73fe73fe74fe73fe72fe71fe72fe73fe71fe71fe73fe74fe75fe75fe75fe74fe74fe75fe75fe74fe73fe75fe75fe75fe74fe73fe72fe71fe72fe70fe71fe72fe72fe71fe72fe73fe73fe73fe73fe72fe72fe72fe72fe73fe72fe72fe71
29	4604	1411812168	\xffd4ffd5ffd5ffd4ffd5ffd6ffd9ffd8ffd9ffd8ffd6ffd5ffd4ffd4ffd2ffd2ffd1ffd0ffd1ffd2ffd2ffd2ffd2ffd3ffd2ffd3ffd3ffd4ffd5ffd4ffd7ffd4ffd6ffd6ffd6ffd3ffd3ffd3ffd3ffd5ffd5ffd5ffd7ffd9ffd9ffdbffdbffdaffdb	\xfec6fec7fec8fec8fec8fecafecbfecbfecdfecefeccfecdfeccfecafec9fec9fec8fec6fec7fec8fec8fec9fec9fec9fec9fec9fec9fec6fec6fec4fec5fec6fec5fec4fec5fec7fec8fec9fec9fec9fec9fec9fecafec9fec9fec9fec8fec9fec9	\xfe72fe75fe76fe76fe76fe78fe79fe7afe78fe78fe77fe75fe73fe71fe71fe71fe72fe71fe72fe73fe73fe73fe72fe71fe6ffe6efe6efe6dfe6dfe6efe70fe71fe74fe76fe77fe7afe7bfe7bfe7afe79fe78fe77fe76fe76fe76fe77fe75fe75fe74
30	4604	1411812169	\xffddffdcffdcffdaffd9ffd6ffd7ffd6ffd4ffd5ffd6ffd6ffd6ffdaffdaffdaffd9ffd8ffd9ffdbffdbffd8ffd7ffd7ffd8ffd8ffd8ffd5ffd3ffd5ffd5ffd6ffd6ffd6ffd5ffd5ffd5ffd4ffd4ffd3ffd3ffd3ffd4ffd5ffd6ffd8ffd9ffdbffdbffdc	\xfec9fec7fec8fec6fec5fec5fec5fec5fec3fec4fec6fec5fec4fec3fec4fec5fec7fec7fec8fec8fecafeccfecdfecafecafecbfecbfecafec9fec9fec8fec9fecafec9fec8fec9fec8fec7fec8fec6fec4fec4fec3fec3fec5fec6fec4fec6fec6fec6	\xfe74fe74fe72fe73fe72fe74fe73fe74fe74fe73fe73fe73fe73fe74fe73fe74fe73fe72fe73fe72fe73fe74fe77fe78fe79fe7afe7afe7bfe7bfe7bfe79fe77fe77fe75fe75fe73fe74fe72fe71fe71fe70fe71fe6ffe71fe6ffe71fe71fe70fe70fe70
31	4604	1411812170	\xffdaffdbffd9ffd7ffd7ffd4ffd2ffd2ffd3ffd3ffd5ffd5ffd4ffd5ffd5ffd5ffd6ffd6ffd6ffd8ffd7ffd7ffd8ffd8ffd9ffd7ffd6ffd6ffd7ffd8ffd8ffd7ffd6ffd8ffd8ffd6ffd6ffd7ffd6ffd6ffd4ffd2ffd1ffd4ffd6ffd4ffd3ffd3ffd6ffd6	\xfec6fec5fec3fec4fec5fec6fec6fec7fec7fec9fecafec8fec9fec9fec9fec9fec9fec9fecafec8fec7fec7fec7fec8fec9fec9fec9fecbfeccfecbfec9fec8fec7fec6fec5fec7fec9fec9fecafecbfecdfecdfecdfeccfecbfeccfecdfecefeccfecd	\xfe71fe6efe6dfe6dfe70fe71fe72fe72fe72fe76fe77fe76fe75fe75fe76fe77fe77fe77fe77fe76fe75fe74fe72fe72fe71fe70fe70fe71fe71fe74fe74fe73fe72fe71fe70fe72fe73fe73fe73fe75fe75fe78fe78fe78fe78fe79fe78fe77fe78fe7a
32	4604	1411812171	\xffd8ffd5ffd4ffd7ffd7ffd7ffd6ffd4ffd3ffd5ffd5ffd3ffd3ffd3ffd2ffd4ffd7ffd6ffd5ffd4ffd3ffd5ffd5ffd4ffd4ffd5ffd7ffd7ffd8ffd8ffd7ffd6ffd5ffd4ffd3ffd4ffd3ffd4ffd4ffd5ffd6ffd6ffd5ffd4ffd5ffd4ffd6ffd6ffd6	\xfecffed1fecffecffeccfecafec9fec9fec7fec5fec5fec5fec5fec7fec8fec9fec8fec9fec7fec8fec9fec8fec8fec7fec7fec7fec7fec8fec9fec9fec9fec9feccfecbfeccfeccfecbfeccfeccfecbfec9fecafec9fec8fec7fec6fec4fec4fec5	\xfe79fe78fe77fe77fe76fe75fe72fe6ffe70fe72fe71fe70fe70fe70fe72fe73fe72fe71fe71fe72fe73fe73fe73fe73fe74fe73fe74fe73fe73fe75fe75fe75fe77fe77fe78fe79fe79fe78fe78fe78fe76fe75fe73fe72fe70fe70fe71fe6ffe71
33	4604	1411812172	\xffd7ffd7ffd8ffd7ffd8ffd6ffd7ffd6ffd6ffd6ffd7ffd8ffd6ffd7ffd6ffd6ffd5ffd5ffd4ffd3ffd3ffd2ffd2ffd2ffd3ffd3ffd4ffd5ffd5ffd5ffd5ffd6ffd5ffd5ffd6ffd5ffd6ffd7ffd7ffd7ffd7ffd7ffd5ffd4ffd5ffd4ffd5ffd5ffd6ffd5	\xfec3fec3fec5fec4fec6fec7fec8fec7fec9fec8fec7fec7fec7fec7fec6fec7fec7fec8fec8fec9fec9fec8fec9fec8fec9fec9fecafec7fec7fec7fec7fec8fec7fec3fec2fec4fec4fec4fec4fec3fec5fec5fec7fec7fec7fec7fec7fec7fec7fec8	\xfe71fe71fe72fe72fe71fe71fe72fe72fe74fe74fe73fe75fe75fe75fe75fe75fe73fe73fe73fe73fe73fe73fe73fe75fe76fe78fe79fe78fe76fe74fe73fe70fe6ffe6dfe6cfe6efe6dfe6efe6ffe71fe71fe72fe73fe74fe74fe75fe74fe73fe75fe75
34	4604	1411812173	\xffd7ffd9ffd8ffd7ffd6ffd5ffd6ffd6ffd4ffd4ffd4ffd6ffd6ffd6ffd5ffd5ffd6ffd6ffd4ffd4ffd6ffd6ffd6ffd6ffd6ffd7ffd8ffd8ffd5ffd6ffd5ffd6ffd6ffd5ffd6ffd5ffd6ffd6ffd6ffd6ffd5ffd4ffd4ffd5ffd6ffd4ffd5ffd7ffd7ffd9	\xfec7fec6fec8fec9fecafecbfecbfecbfeccfecdfecdfecdfeccfecbfecbfec9fec7fec6fec5fec4fec2fec2fec2fec2fec2fec2fec3fec5fec6fec7fec7fec8fec9fecbfeccfecbfecbfecbfecbfecbfecafec8fec7fec7fec7fec8fec6fec7fec4fec3	\xfe75fe74fe76fe78fe78fe78fe76fe77fe77fe76fe75fe75fe76fe75fe75fe73fe73fe73fe72fe6ffe70fe71fe71fe72fe72fe71fe72fe73fe73fe73fe75fe75fe72fe73fe74fe75fe75fe78fe77fe77fe79fe79fe78fe78fe76fe75fe75fe74fe75fe74
35	4604	1411812174	\xffd9ffd9ffd8ffd9ffd7ffd6ffd6ffd6ffd6ffd5ffd5ffd5ffd8ffd8ffd8ffd6ffd5ffd5ffd6ffd6ffd5ffd3ffd4ffd5ffd6ffd7ffd7ffd8ffd9ffd7ffd9ffd9ffd8ffd6ffd6ffd5ffd3ffd6ffd6ffd5ffd7ffd9ffd9ffdaffdcffdaffdbffdbffda	\xfec2fec1fec1fec3fec5fec3fec5fec5fec7fec7fec6fec4fec4fec5fec6fec7fec7fec6fec6fec6fec7fec8fec8fec8fec9fecafec9fecbfecbfecafecbfecbfecbfeccfecbfecafec8fec8fec7fec6fec6fec5fec7fec7fec9fec9fec9fec8fec7	\xfe75fe73fe74fe73fe73fe73fe72fe72fe72fe72fe71fe71fe71fe70fe70fe71fe70fe71fe72fe74fe75fe76fe78fe7afe7bfe7dfe7dfe7cfe7bfe7afe79fe77fe77fe76fe75fe74fe74fe75fe74fe73fe73fe71fe71fe71fe71fe70fe6ffe71fe70
36	4604	1411812175	\xffdaffd9ffd9ffd7ffd7ffd6ffd8ffd6ffd6ffd5ffd5ffd6ffd6ffd5ffd3ffd5ffd3ffd3ffd3ffd3ffd2ffd2ffd2ffd2ffd3ffd4ffd4ffd4ffd4ffd4ffd4ffd4ffd4ffd3ffd4ffd5ffd5ffd5ffd6ffd6ffd6ffd7ffd6ffd6ffd6ffd6ffd6ffd6ffd5ffd5	\xfec7fec6fec7fec6fec6fec5fec7fec8fec8fec9fec8fec8fec8fec8fec9fec8fec6fec6fec6fec6fec6fec6fec5fec6fec6fec5fec7fec6fec7fec7fec7fec7fec8fec8fec6fec4fec5fec3fec1fec2fec1fec2fec2fec4fec4fec7fec9fecafecbfecb	\xfe71fe72fe73fe72fe73fe74fe75fe76fe76fe78fe78fe7afe7afe79fe77fe76fe76fe75fe75fe75fe76fe75fe74fe73fe72fe71fe70fe6ffe6dfe70fe70fe71fe73fe73fe73fe73fe73fe72fe72fe71fe6ffe70fe70fe71fe74fe75fe77fe78fe7afe79
37	4604	1411812176	\xffd5ffd6ffd7ffd6ffd5ffd6ffd7ffd8ffd6ffd6ffd4ffd4ffd4ffd3ffd4ffd4ffd5ffd5ffd6ffd7ffd9ffdaffd8ffd7ffd7ffd7ffd6ffd7ffd5ffd4ffd2ffd5ffd6ffd7ffd7ffd7ffd8ffd6ffd9ffd8ffd8ffd9ffdaffdaffd8ffd9ffd8ffd8ffd6ffd5	\xfeccfecefecefeccfecbfec9fecafec9fec8fec6fec7fec7fec7fec6fec6fec6fec7fec8fec8fec7fec6fec8fec8fecbfecbfecafec9fec9fecbfecbfec9fec7fec8fec9fecbfecbfeccfecdfecffed0fecffecefeccfecafec9fec8fec4fec3fec1fec2	\xfe78fe77fe76fe78fe76fe77fe77fe77fe77fe76fe76fe73fe74fe73fe72fe73fe74fe74fe75fe77fe77fe76fe76fe76fe76fe76fe75fe75fe76fe75fe76fe77fe77fe78fe76fe78fe75fe77fe78fe78fe79fe77fe76fe75fe75fe75fe73fe71fe6ffe6f
38	4604	1411812177	\xffd4ffd3ffd2ffd3ffd3ffd3ffd4ffd3ffd3ffd3ffd3ffd4ffd5ffd4ffd3ffd3ffd3ffd4ffd5ffd5ffd5ffd6ffd7ffd9ffdaffd9ffd8ffd9ffd9ffd8ffd7ffd5ffd5ffd6ffd6ffd5ffd4ffd5ffd5ffd6ffd5ffd5ffd6ffd7ffd6ffd3ffd3ffd2ffd4	\xfec1fec2fec0fec0fec2fec1fec2fec0fec2fec2fec3fec4fec5fec8fec9fecbfecbfeccfecdfeccfeccfeccfecbfecbfecbfecdfecdfecefecbfecafecafec8fec8fec7fec6fec6fec7fec7fec6fec8fec7fec6fec7fec8fec9fec9fec9fec9feca	\xfe71fe6ffe6efe70fe6ffe70fe72fe74fe74fe75fe75fe74fe73fe73fe72fe72fe74fe75fe76fe77fe79fe7afe7afe79fe79fe7afe78fe78fe76fe75fe75fe75fe73fe73fe73fe72fe72fe71fe71fe70fe70fe6ffe6ffe70fe70fe72fe74fe75fe76
39	4604	1411812178	\xffd3ffd5ffd4ffd5ffd7ffd8ffd9ffd9ffd9ffd8ffd7ffd8ffd8ffd9ffd9ffd7ffd7ffd7ffd7ffd5ffd5ffd4ffd4ffd6ffd6ffd7ffd7ffd9ffd9ffd8ffd8ffd8ffd9ffd8ffd6ffd4ffd6ffd6ffd5ffd3ffd2ffd4ffd6ffd6ffd5ffd5ffd6ffd7ffd5ffd3	\xfeccfecafecafecafecafecbfecbfeccfecafecafecbfecafecbfeccfecbfec9fec7fec6fec5fec5fec4fec3fec3fec3fec5fec6fec6fec5fec3fec2fec2fec2fec3fec3fec3fec4fec6fec7fec7fec7fec8fec7fec7fec8fec9fec8fec9fecafec9fecb	\xfe78fe79fe7bfe7dfe7dfe7cfe7bfe7cfe7bfe7afe77fe75fe73fe74fe75fe71fe70fe6ffe70fe70fe71fe71fe70fe71fe71fe73fe73fe73fe74fe72fe72fe72fe73fe72fe72fe72fe72fe73fe72fe73fe72fe73fe74fe75fe75fe74fe75fe74fe75fe75
40	4604	1411812179	\xffd2ffd4ffd4ffd5ffd5ffd5ffd7ffd7ffd9ffd7ffd7ffd7ffd6ffd5ffd4ffd3ffd3ffd2ffd2ffd2ffd1ffd2ffd3ffd5ffd4ffd6ffd5ffd5ffd6ffd6ffd4ffd2ffd2ffd2ffd1ffd1ffd1ffd1ffd3ffd5ffd6ffd5ffd5ffd7ffd7ffd6	\xfec9fec8fec7fec8fec6fec4fec4fec4fec3fec4fec4fec4fec5fec5fec4fec3fec5fec6fec7fec7fec7fec9fec9fecbfecbfecbfecdfeccfeccfeccfecdfeccfecdfecdfecdfecefecdfec9fec7fec8fec6fec4fec2fec2fec2fec4	\xfe75fe73fe73fe74fe73fe73fe72fe70fe71fe71fe70fe6efe6ffe6ffe70fe72fe72fe72fe72fe73fe74fe74fe74fe75fe74fe75fe75fe75fe75fe77fe76fe75fe76fe76fe76fe76fe74fe72fe70fe70fe70fe6efe6dfe6cfe6cfe6d
41	4604	1411812180	\xffd6ffd5ffd5ffd7ffd6ffd5ffd5ffd6ffd7ffd7ffd6ffd5ffd8ffd7ffd8ffd7ffd7ffd8ffdaffdbffdbffdaffd9ffdbffd8ffd7ffd7ffd6ffd5ffd5ffd5ffd3ffd5ffd6ffd4ffd3ffd3ffd3ffd2ffd2ffd2ffd1ffd0ffcfffceffceffd0ffd0ffcfffd1ffd4ffd6ffd9	\xfec5fec5fec5fec5fec5fec5fec5fec5fec5fec5fec7fec9fec9fec9fecafeccfecefecefecdfecefecdfeccfeccfecafecbfecafec9fec9fec9fecafec9fecafec9fec9fec9fec9fec9fec9feccfec9fec9fecafecbfeccfecbfec9fec8fecbfecdfecefecdfecdfecc	\xfe6ffe6efe6dfe6dfe6dfe6dfe6ffe6ffe6ffe6ffe71fe70fe71fe74fe75fe77fe78fe7afe7bfe7dfe7dfe7dfe7efe7cfe7cfe7bfe7afe78fe77fe75fe72fe72fe71fe73fe73fe73fe74fe73fe75fe74fe74fe73fe72fe72fe71fe70fe6ffe71fe70fe70fe72fe73fe74
42	4604	1411812181	\xffdaffd9ffdcffddffdcffdaffd9ffd8ffd7ffd7ffd5ffd4ffd4ffd4ffd6ffd7ffd8ffd8ffd8ffdaffdbffdbffdbffd9ffd8ffd7ffd6ffd7ffd6ffd8ffd8ffd9ffd8ffd9ffd9ffd7ffd7ffd6ffd5ffd4ffd7ffd8ffd9ffd9ffd8ffd8ffd8ffd7ffd6ffd6	\xfecefecefecefeccfecbfecbfecbfecdfeccfecbfecafecafecafecbfec9fec7fec6fec7fec8fec7fec9fec7fec8fec8fec7fec8fec6fec7fec5fec7fec8fec9fecafec9fecafecafecdfecdfeccfeccfecdfeccfeccfecbfecafec9fecafecbfecbfecc	\xfe76fe76fe75fe75fe77fe76fe75fe74fe73fe74fe73fe72fe6ffe6cfe6cfe6dfe6cfe6bfe6bfe6cfe6dfe6dfe6dfe6dfe6ffe6efe6efe6dfe6dfe70fe70fe6ffe70fe73fe74fe76fe77fe77fe78fe79fe77fe77fe78fe79fe78fe77fe77fe77fe75fe74
43	4604	1411812182	\xffd5ffd5ffd6ffd6ffd6ffd7ffd6ffd5ffd4ffd5ffd5ffd6ffd7ffd7ffd8ffd9ffd8ffd8ffd7ffd7ffd6ffd5ffd5ffd4ffd6ffd6ffd7ffd6ffd6ffd8ffd9ffd8ffd8ffd9ffd9ffdbffdbffd9ffd7ffd8ffd7ffd6ffd4ffd3ffd2ffd2ffd3ffd4ffd1ffd2	\xfeccfeccfecbfecdfecefecdfecbfecafec9fec9fec8fec6fec4fec3fec4fec5fec8fec8fec9fecafecbfecbfecdfecdfeccfecefecdfeccfecdfecdfecbfec9fec7fec6fec4fec4fec0fec0febffebffebffec0fec1fec4fec5fec6fec8fec8fec9fec9	\xfe73fe72fe73fe74fe73fe74fe75fe75fe76fe75fe76fe75fe75fe74fe74fe75fe75fe74fe73fe75fe77fe77fe76fe76fe75fe75fe75fe74fe72fe72fe71fe70fe71fe71fe72fe73fe72fe73fe76fe77fe76fe77fe76fe74fe74fe74fe72fe72fe74fe75
44	4604	1411812183	\xffd4ffd5ffd5ffd6ffd6ffd6ffd8ffd9ffd9ffdbffdbffdbffdaffdaffdaffd8ffd8ffd6ffd4ffd5ffd6ffd6ffd5ffd6ffd6ffd6ffd7ffd6ffd7ffd7ffd8ffd8ffd7ffd8ffd8ffd8ffd6ffd5ffd4ffd6ffd6ffd7ffd6ffd7ffd9ffdaffdaffdaffdb	\xfec9fec7fec8fec8fec8fec9fec9fec9fec9fec9fec9fec9fec8fec7fec6fec8fec7fec7fec7fec7fec6fec7fec7fec5fec6fec4fec4fec5fec5fec4fec5fec4fec4fec6fec6fec4fec7fec6fec5fec6fec7fec8fec9fecbfecbfecdfecffecffecf	\xfe75fe75fe75fe77fe78fe78fe78fe78fe79fe7bfe7cfe7afe7afe7afe7afe7afe78fe79fe77fe77fe77fe76fe75fe73fe74fe71fe71fe6ffe6ffe6dfe6ffe6ffe70fe73fe75fe75fe76fe78fe77fe78fe77fe77fe77fe77fe76fe75fe76fe76fe75
45	4604	1411812184	\xffdbffd9ffd9ffd8ffd8ffdaffd7ffd6ffd6ffd7ffd5ffd5ffd3ffd1ffd3ffd3ffd4ffd4ffd4ffd4ffd6ffd8ffd7ffd7ffd7ffd8ffd9ffd9ffd8ffd7ffd9ffd8ffd7ffd7ffd7ffd7ffd8ffd8ffd7ffd7ffd8ffd9ffd8ffd9ffd9ffdaffdaffdaffdbffdb	\xfecffecefecefeccfecbfecafecafec8fec8fec7fec5fec7fec8fec7fec7fec5fec4fec3fec4fec4fec4fec4fec4fec8fecafeccfeccfecbfeccfecdfecefecdfecdfecdfecdfeccfecbfecafec8fec7fec5fec5fec5fec5fec2fec2fec3fec2fec2fec2	\xfe74fe75fe75fe75fe74fe74fe73fe74fe74fe74fe74fe75fe77fe77fe78fe77fe77fe76fe75fe75fe74fe74fe74fe75fe78fe7afe7cfe7cfe7efe7efe80fe80fe81fe7ffe7efe7efe7cfe7cfe7afe77fe75fe75fe74fe73fe73fe72fe71fe72fe71fe72
46	4604	1411812185	\xffdcffdcffdbffdbffdaffdbffdbffdbffd8ffd9ffd9ffd9ffdaffdaffd9ffd8ffd8ffd8ffd8ffd9ffd9ffd9ffd9ffd9ffdbffdbffdcffd9ffd9ffd9ffd8ffd8ffd7ffd6ffd6ffd6ffd7ffd5ffd5ffd5ffd6ffd6ffd6ffd7ffd8ffd8ffdaffdcffdd	\xfec2fec3fec3fec3fec3fec4fec4fec3fec3fec2fec6fec6fec8fec9fec9fecafecafecafec9fec9fec7fec6fec8fec9fec7fec6fec7fec7fec5fec5fec3fec2fec4fec4fec5fec5fec6fec7fec7fec6fec6fec5fec6fec6fec6fec5fec5fec6fec7	\xfe73fe74fe72fe73fe73fe73fe74fe74fe74fe73fe76fe78fe78fe79fe79fe7cfe7cfe7bfe79fe79fe79fe79fe77fe77fe77fe78fe78fe77fe76fe76fe77fe76fe75fe75fe74fe74fe75fe73fe73fe73fe73fe73fe73fe74fe75fe75fe75fe75fe77
47	4604	1411812186	\xffddffddffddffdcffdcffdbffd9ffd8ffd7ffd7ffd7ffd6ffd7ffd6ffd7ffd8ffd8ffd7ffd8ffd7ffd7ffd8ffd7ffd7ffd8ffd9ffd8ffd9ffdaffd9ffd8ffd8ffd6ffd6ffd6ffd4ffd4ffd4ffd6ffd5ffd5ffd5ffd5ffd6ffd6ffd7ffd7ffd8ffdaffdc	\xfec9fec8fec8fec8fec8fec9fec9fec9fec9fec9fecbfecafecbfecafec9fec9fec9fec9fec8fec8fec7fec8fec9fec8fec7fec7fec6fec6fec6fec5fec4fec6fec8fec8fec8fec9fec9fec9fec9fec9fec8fec9fec9fec9fecafec9fec9fec8fec7fec5	\xfe78fe79fe7afe78fe78fe78fe78fe77fe76fe75fe74fe74fe74fe74fe74fe73fe73fe72fe72fe72fe73fe73fe71fe72fe71fe71fe72fe73fe72fe72fe73fe73fe73fe75fe75fe76fe78fe78fe79fe77fe78fe77fe77fe77fe77fe77fe76fe76fe75fe75
