systime	gpstime	latitude	longitude	altitude	speed	heading	hpdop	vdop	pdop
1411812766.60620	1411812766.00	41.169335	-8.597335	162.0	0.067	156.6300	1.1	1.5	1.9
1411812768.54088	1411812767.00	41.169335	-8.597335	162.2	0.062	153.7200	1.1	1.5	1.9
1411812769.60702	1411812769.00	41.169335	-8.597335	162.3	0.062	156.5500	1.1	1.5	1.9
1411812770.66524	1411812770.00	41.169335	-8.597335	162.4	0.062	156.6800	1.1	1.5	1.9
1411812771.62757	1411812771.00	41.169335	-8.597335	162.5	0.062	154.8300	1.1	1.5	1.9
1411812773.55720	1411812772.00	41.169335	-8.597335	162.7	0.062	154.3500	1.1	1.5	1.9
1411812774.61973	1411812774.00	41.169335	-8.597335	162.8	0.062	153.6100	1.1	1.5	1.9
1411812775.60436	1411812775.00	41.169335	-8.597335	162.8	0.067	153.2300	1.1	1.5	1.9
1411812776.64409	1411812776.00	41.169335	-8.597335	162.9	0.062	155.8300	1.1	1.5	1.9
1411812778.57468	1411812777.00	41.169335	-8.597335	163.0	0.062	150.8300	1.1	1.5	1.9
1411812779.58934	1411812779.00	41.169335	-8.597335	163.1	0.067	152.2200	1.1	1.5	1.9
1411812780.64497	1411812780.00	41.169335	-8.597335	163.2	0.067	156.2700	1.1	1.5	1.9
1411812781.61477	1411812781.00	41.169335	-8.597335	163.2	0.062	154.1300	1.1	1.5	1.9
1411812783.61243	1411812783.00	41.169335	-8.597335	163.4	0.067	155.5000	1.1	1.5	1.9
1411812784.64441	1411812784.00	41.169335	-8.597335	163.4	0.062	154.1600	1.1	1.5	1.9
1411812785.64344	1411812785.00	41.169335	-8.597335	163.5	0.062	152.1700	1.1	1.5	1.9
1411812786.62061	1411812786.00	41.169335	-8.597333	163.5	0.062	155.1000	1.1	1.5	1.9
1411812788.56549	1411812787.00	41.169335	-8.597333	163.6	0.067	152.1000	1.1	1.5	1.9
1411812789.60809	1411812789.00	41.169333	-8.597333	163.7	0.067	153.7800	1.1	1.5	1.9
1411812790.60839	1411812790.00	41.169333	-8.597333	163.7	0.067	154.1000	1.1	1.5	1.9
1411812791.62625	1411812791.00	41.169333	-8.597333	163.8	0.041	167.7300	1.1	1.5	1.9
1411812793.60030	1411812792.00	41.169333	-8.597333	163.8	0.036	167.9000	1.1	1.5	1.9
1411812794.65101	1411812794.00	41.169335	-8.597333	163.8	0.041	161.9300	1.1	1.5	1.9
1411812795.59534	1411812795.00	41.169333	-8.597333	163.9	0.057	153.3200	1.1	1.5	1.9
1411812796.66072	1411812796.00	41.169333	-8.597333	163.9	0.062	152.9400	1.1	1.5	1.9
1411812798.60665	1411812797.00	41.169333	-8.597333	164.0	0.067	154.8300	1.1	1.5	1.9
1411812799.63249	1411812799.00	41.169333	-8.597333	164.1	0.067	160.0200	1.1	1.5	1.9
1411812800.63855	1411812800.00	41.169333	-8.597333	164.2	0.062	160.9000	1.1	1.5	1.9
1411812801.61734	1411812801.00	41.169333	-8.597333	164.2	0.062	156.6400	1.1	1.5	1.9
1411812803.57918	1411812802.00	41.169333	-8.597333	164.3	0.067	160.0700	1.1	1.5	1.9
1411812804.64722	1411812804.00	41.169332	-8.597333	164.3	0.067	156.2900	1.1	1.5	1.9
1411812805.62159	1411812805.00	41.169332	-8.597332	164.3	0.062	158.1700	1.1	1.5	1.9
1411812806.61962	1411812806.00	41.169332	-8.597332	164.4	0.062	157.4200	1.1	1.5	1.9
1411812808.63957	1411812808.00	41.169332	-8.597332	164.4	0.067	158.4700	1.1	1.5	1.9
1411812809.61066	1411812809.00	41.169332	-8.597332	164.5	0.062	161.7500	1.1	1.5	1.9
1411812810.64376	1411812810.00	41.169332	-8.597332	164.6	0.062	164.3600	1.1	1.5	1.9
1411812811.63554	1411812811.00	41.169332	-8.597332	164.7	0.062	162.2400	1.1	1.5	1.9
1411812813.64523	1411812813.00	41.169330	-8.597332	164.7	0.062	158.7300	1.2	2.1	2.5
1411812814.66132	1411812814.00	41.169332	-8.597332	164.5	0.026	149.7800	1.1	1.5	1.9
1411812815.64032	1411812815.00	41.169332	-8.597332	164.4	0.026	146.2600	1.1	1.5	1.9
1411812816.62140	1411812816.00	41.169332	-8.597332	164.4	0.026	140.0500	1.1	1.5	1.9
1411812818.60240	1411812817.00	41.169332	-8.597332	164.2	0.021	124.9300	1.2	2.1	2.5
1411812819.60627	1411812819.00	41.169332	-8.597332	164.1	0.046	140.2300	1.2	2.1	2.5
1411812820.62117	1411812820.00	41.169332	-8.597332	163.9	0.046	141.5400	1.2	2.1	2.5
1411812821.63725	1411812821.00	41.169332	-8.597332	163.8	0.046	147.6300	1.2	2.1	2.5
1411812823.56042	1411812822.00	41.169332	-8.597332	163.7	0.057	157.9100	1.1	1.5	1.9
1411812824.64655	1411812824.00	41.169332	-8.597333	163.6	0.072	154.4000	1.2	2.1	2.5
1411812825.61713	1411812825.00	41.169332	-8.597333	163.6	0.072	155.7000	1.1	1.5	1.9
1411812826.61965	1411812826.00	41.169332	-8.597332	163.7	0.067	160.7200	1.1	1.5	1.9
1411812828.64543	1411812828.00	41.169330	-8.597332	164.1	0.051	166.5000	1.1	1.5	1.9
1411812829.60871	1411812829.00	41.169330	-8.597332	164.4	0.057	164.8200	1.1	1.5	1.9
1411812830.61349	1411812830.00	41.169330	-8.597332	164.7	0.062	157.7500	1.1	1.5	1.9
1411812831.63666	1411812831.00	41.169328	-8.597330	164.9	0.057	160.8600	1.1	1.5	1.9
1411812833.59884	1411812832.00	41.169328	-8.597330	165.1	0.062	155.9400	1.2	2.1	2.5
1411812834.64209	1411812834.00	41.169328	-8.597330	164.9	0.051	168.0800	1.1	1.5	1.9
1411812835.61222	1411812835.00	41.169328	-8.597330	164.8	0.051	164.3500	1.1	1.5	1.9
1411812836.59869	1411812836.00	41.169328	-8.597332	164.8	0.057	144.9000	1.1	1.5	1.9
1411812838.55538	1411812837.00	41.169328	-8.597330	164.6	0.057	159.8400	1.2	2.2	2.5
1411812839.58943	1411812839.00	41.169328	-8.597332	164.5	0.046	163.1900	1.2	2.2	2.5
1411812840.59138	1411812840.00	41.169328	-8.597332	164.4	0.046	170.8700	1.1	1.5	1.9
1411812841.58814	1411812841.00	41.169328	-8.597332	164.4	0.051	175.3500	1.1	1.5	1.9
1411812843.57794	1411812843.00	41.169327	-8.597333	164.4	0.139	183.0000	1.2	2.2	2.5
1411812844.61365	1411812844.00	41.169325	-8.597333	164.3	0.139	181.6000	1.2	2.2	2.5
1411812845.60796	1411812845.00	41.169325	-8.597333	164.2	0.144	180.2700	1.1	1.5	1.9
1411812846.59809	1411812846.00	41.169325	-8.597335	164.2	0.041	180.5100	1.1	1.5	1.9
1411812848.58338	1411812847.00	41.169325	-8.597335	163.9	0.036	145.0500	1.1	1.5	1.9
1411812849.58222	1411812849.00	41.169325	-8.597335	163.9	0.031	125.3100	1.1	1.5	1.9
1411812850.58861	1411812850.00	41.169325	-8.597335	163.8	0.057	161.8900	1.1	1.5	1.9
1411812851.62820	1411812851.00	41.169325	-8.597335	163.8	0.057	161.9500	1.1	1.5	1.9
1411812853.54335	1411812852.00	41.169325	-8.597337	163.8	0.062	161.5300	1.1	1.5	1.9
1411812854.62644	1411812854.00	41.169325	-8.597337	163.9	0.062	162.9700	1.1	1.5	1.9
1411812855.57033	1411812855.00	41.169325	-8.597337	163.8	0.057	163.3400	1.2	2.2	2.5
1411812856.60043	1411812856.00	41.169325	-8.597337	163.7	0.062	161.4700	1.2	2.2	2.5
1411812858.59244	1411812858.00	41.169325	-8.597337	163.8	0.072	162.2900	1.1	1.5	1.9
1411812859.60348	1411812859.00	41.169325	-8.597337	163.8	0.062	164.0800	1.1	1.5	1.9
1411812860.61366	1411812860.00	41.169325	-8.597337	163.8	0.062	163.3800	1.1	1.5	1.9
1411812861.60550	1411812861.00	41.169325	-8.597337	163.8	0.077	156.6600	1.1	1.5	1.9
1411812863.56510	1411812862.00	41.169325	-8.597337	163.8	0.062	156.6500	1.1	1.5	1.9
1411812864.58698	1411812864.00	41.169325	-8.597337	163.8	0.062	152.4400	1.1	1.5	1.9
1411812865.62145	1411812865.00	41.169325	-8.597337	163.8	0.062	151.8500	1.1	1.5	1.9
1411812866.59652	1411812866.00	41.169325	-8.597337	163.8	0.062	144.8000	1.1	1.5	1.9
1411812868.55292	1411812867.00	41.169325	-8.597337	163.8	0.057	157.9500	1.1	1.5	1.9
1411812869.60739	1411812869.00	41.169325	-8.597337	163.8	0.062	157.3600	1.1	1.5	1.9
1411812870.60764	1411812870.00	41.169325	-8.597337	163.8	0.062	157.7000	1.1	1.5	1.9
1411812871.59735	1411812871.00	41.169325	-8.597337	163.8	0.062	156.5200	1.1	1.5	1.9
1411812873.57421	1411812872.00	41.169325	-8.597337	163.8	0.067	160.0800	1.1	1.5	1.9
1411812874.60423	1411812874.00	41.169325	-8.597337	163.7	0.062	153.3500	1.1	1.5	1.9
1411812875.58951	1411812875.00	41.169325	-8.597337	163.7	0.062	152.8800	1.1	1.5	1.9
1411812876.58522	1411812876.00	41.169325	-8.597337	163.7	0.062	155.3100	1.1	1.5	1.9
1411812878.57375	1411812877.00	41.169325	-8.597337	163.6	0.057	151.8100	1.1	1.5	1.9
1411812879.61174	1411812879.00	41.169325	-8.597337	163.6	0.062	154.6200	1.1	1.5	1.9
1411812880.60617	1411812880.00	41.169325	-8.597337	163.5	0.062	155.9400	1.2	2.2	2.5
1411812881.58933	1411812881.00	41.169325	-8.597337	163.3	0.062	158.5100	1.2	2.2	2.5
1411812883.61465	1411812883.00	41.169325	-8.597338	163.0	0.057	152.1800	1.2	2.2	2.5
1411812884.61154	1411812884.00	41.169327	-8.597338	162.9	0.057	153.4400	1.2	2.2	2.5
1411812885.61862	1411812885.00	41.169327	-8.597338	162.8	0.057	154.0500	1.2	2.2	2.5
1411812886.61844	1411812886.00	41.169327	-8.597338	162.6	0.062	155.7500	1.2	2.2	2.5
1411812888.56648	1411812887.00	41.169327	-8.597338	162.4	0.057	152.8500	1.2	2.2	2.5
1411812889.61816	1411812889.00	41.169327	-8.597338	162.2	0.057	153.9000	1.2	2.2	2.5
1411812890.62128	1411812890.00	41.169327	-8.597338	162.1	0.062	152.7500	1.1	1.5	1.9
1411812891.61577	1411812891.00	41.169328	-8.597338	162.0	0.057	149.0200	1.2	2.2	2.5
1411812893.55653	1411812892.00	41.169328	-8.597338	161.7	0.062	154.2500	1.2	2.2	2.5
1411812894.63877	1411812894.00	41.169328	-8.597338	161.5	0.062	152.7700	1.2	2.2	2.5
1411812895.61984	1411812895.00	41.169328	-8.597338	161.4	0.062	153.9800	1.2	2.2	2.5
1411812896.62374	1411812896.00	41.169328	-8.597338	161.3	0.057	155.7200	1.2	2.2	2.5
1411812898.61492	1411812898.00	41.169330	-8.597338	160.9	0.062	155.6100	1.2	2.2	2.5
1411812899.62857	1411812899.00	41.169330	-8.597338	160.8	0.077	139.0300	1.2	2.2	2.5
1411812900.64264	1411812900.00	41.169330	-8.597338	160.7	0.082	146.2700	1.2	2.2	2.5
1411812901.64159	1411812901.00	41.169330	-8.597338	160.5	0.077	143.0800	1.2	2.2	2.5
1411812903.59115	1411812902.00	41.169330	-8.597337	160.2	0.082	144.7400	1.2	2.2	2.5
1411812904.61216	1411812904.00	41.169330	-8.597338	160.1	0.046	174.7100	1.2	2.2	2.5
1411812905.60516	1411812905.00	41.169332	-8.597338	159.9	0.041	171.0300	1.2	2.2	2.5
1411812906.61627	1411812906.00	41.169332	-8.597338	159.7	0.041	172.3600	1.2	2.2	2.5
1411812908.60963	1411812907.00	41.169332	-8.597338	159.6	0.067	136.4800	1.1	1.5	1.9
1411812909.62092	1411812909.00	41.169332	-8.597337	159.4	0.067	149.3500	1.1	1.5	1.9
1411812910.61976	1411812910.00	41.169332	-8.597337	159.4	0.067	140.7600	1.1	1.5	1.9
1411812911.62832	1411812911.00	41.169332	-8.597335	159.5	0.072	144.8800	1.1	1.5	1.9
1411812913.58946	1411812912.00	41.169332	-8.597335	159.6	0.067	154.0900	1.1	1.5	1.9
1411812914.61186	1411812914.00	41.169332	-8.597333	159.6	0.067	154.9500	1.1	1.5	1.9
1411812915.60730	1411812915.00	41.169332	-8.597333	159.7	0.067	156.7300	1.1	1.5	1.9
1411812916.60149	1411812916.00	41.169332	-8.597332	159.8	0.067	147.1600	1.1	1.5	1.9
1411812918.64320	1411812918.00	41.169332	-8.597330	160.0	0.093	165.3100	1.1	1.5	1.9
1411812919.63256	1411812919.00	41.169332	-8.597330	160.1	0.093	161.6900	1.1	1.5	1.9
1411812920.62339	1411812920.00	41.169330	-8.597328	160.2	0.093	162.4900	1.1	1.5	1.9
1411812921.60922	1411812921.00	41.169330	-8.597328	160.4	0.098	159.4500	1.1	1.5	1.9
1411812923.61367	1411812922.00	41.169330	-8.597327	160.7	0.036	130.8500	1.1	1.5	1.9
1411812924.61345	1411812924.00	41.169330	-8.597325	160.9	0.036	136.1800	1.1	1.5	1.9
1411812925.62410	1411812925.00	41.169330	-8.597325	161.1	0.036	129.7800	1.1	1.5	1.9
1411812926.60607	1411812926.00	41.169330	-8.597323	161.3	0.062	154.2000	1.1	1.5	1.9
1411812928.58647	1411812927.00	41.169330	-8.597323	161.7	0.067	155.6900	1.1	1.5	1.9
1411812929.61852	1411812929.00	41.169328	-8.597322	161.9	0.067	157.3000	1.1	1.5	1.9
1411812930.60016	1411812930.00	41.169328	-8.597320	162.1	0.093	160.1300	1.1	1.5	1.9
1411812931.63744	1411812931.00	41.169328	-8.597320	162.3	0.093	152.4600	1.1	1.5	1.9
1411812933.59930	1411812932.00	41.169327	-8.597318	162.8	0.098	149.0800	1.1	1.5	1.9
1411812934.62371	1411812934.00	41.169327	-8.597317	163.0	0.046	113.4700	1.1	1.5	1.9
1411812935.60473	1411812935.00	41.169327	-8.597317	163.2	0.036	137.6500	1.1	1.5	1.9
1411812936.62325	1411812936.00	41.169327	-8.597315	163.3	0.041	140.8300	1.1	1.5	1.9
1411812938.58408	1411812937.00	41.169327	-8.597315	163.7	0.041	138.5400	1.1	1.5	1.9
1411812939.64627	1411812939.00	41.169327	-8.597313	163.8	0.067	158.5700	1.1	1.5	1.9
1411812940.62800	1411812940.00	41.169325	-8.597313	164.0	0.067	153.3800	1.1	1.5	1.9
1411812941.62147	1411812941.00	41.169325	-8.597313	164.1	0.062	156.0900	1.1	1.5	1.9
1411812943.57343	1411812942.00	41.169325	-8.597313	164.3	0.062	153.6500	1.1	1.5	1.9
1411812944.61723	1411812944.00	41.169325	-8.597312	164.4	0.067	151.4800	1.1	1.5	1.9
1411812945.63668	1411812945.00	41.169323	-8.597312	164.4	0.062	155.1500	1.1	1.5	1.9
1411812946.62202	1411812946.00	41.169323	-8.597312	164.5	0.057	150.9700	1.1	1.5	1.9
1411812948.60806	1411812948.00	41.169323	-8.597312	164.4	0.062	147.8300	1.1	1.5	1.9
1411812949.60434	1411812949.00	41.169323	-8.597310	164.4	0.062	154.8100	1.1	1.5	1.9
1411812950.62591	1411812950.00	41.169323	-8.597310	164.4	0.062	158.4000	1.1	1.5	1.9
1411812951.62550	1411812951.00	41.169323	-8.597310	164.4	0.062	152.4200	1.1	1.5	1.9
1411812953.61409	1411812953.00	41.169323	-8.597312	163.9	0.057	157.4700	1.2	2.2	2.5
1411812954.62943	1411812954.00	41.169323	-8.597312	163.7	0.057	149.1900	1.1	1.5	1.9
1411812955.61609	1411812955.00	41.169323	-8.597312	163.6	0.062	154.1900	1.1	1.5	1.9
1411812956.62268	1411812956.00	41.169323	-8.597312	163.6	0.062	155.7900	1.1	1.5	1.9
1411812958.62240	1411812958.00	41.169323	-8.597312	163.6	0.057	152.0700	1.1	1.5	1.9
1411812959.66132	1411812959.00	41.169323	-8.597312	163.6	0.057	153.3700	1.1	1.5	1.9
1411812960.62493	1411812960.00	41.169323	-8.597312	163.7	0.062	161.2100	1.1	1.5	1.9
1411812961.62199	1411812961.00	41.169322	-8.597312	163.8	0.067	163.5700	1.1	1.5	1.9
1411812963.66914	1411812963.00	41.169322	-8.597312	164.1	0.062	164.0800	1.1	1.5	1.9
1411812964.63819	1411812964.00	41.169322	-8.597312	164.2	0.067	168.8200	1.1	1.5	1.9
1411812965.64046	1411812965.00	41.169320	-8.597312	164.4	0.062	165.3100	1.1	1.5	1.9
1411812966.61757	1411812966.00	41.169320	-8.597312	164.5	0.072	167.1600	1.1	1.5	1.9
1411812968.62446	1411812968.00	41.169320	-8.597312	164.8	0.072	166.7300	1.1	1.5	1.9
1411812969.61974	1411812969.00	41.169320	-8.597312	164.9	0.067	163.7200	1.1	1.5	1.9
1411812970.63347	1411812970.00	41.169318	-8.597312	165.0	0.072	165.2600	1.1	1.5	1.9
1411812971.61342	1411812971.00	41.169318	-8.597312	165.2	0.062	167.9800	1.1	1.5	1.9
1411812973.62531	1411812972.00	41.169318	-8.597312	165.4	0.067	163.9900	1.1	1.5	1.9
1411812974.63553	1411812974.00	41.169317	-8.597312	165.6	0.067	174.3100	1.1	1.5	1.9
1411812975.63499	1411812975.00	41.169317	-8.597312	165.7	0.057	192.4500	1.1	1.5	1.9
1411812976.65642	1411812976.00	41.169317	-8.597312	165.9	0.057	191.6400	1.1	1.5	1.9
1411812978.56684	1411812977.00	41.169317	-8.597312	166.1	0.057	188.9200	1.1	1.5	1.9
1411812979.65070	1411812979.00	41.169317	-8.597312	166.3	0.067	172.7800	1.1	1.5	1.9
1411812980.62843	1411812980.00	41.169313	-8.597312	167.0	0.062	171.7000	0.9	1.3	1.6
1411812981.62822	1411812981.00	41.169312	-8.597312	167.7	0.062	172.9400	0.9	1.3	1.6
1411812983.62957	1411812983.00	41.169305	-8.597312	169.2	0.062	171.8000	0.9	1.3	1.6
1411812984.62795	1411812984.00	41.169303	-8.597312	170.0	0.093	173.8800	0.9	1.3	1.6
1411812985.64172	1411812985.00	41.169300	-8.597312	170.8	0.103	174.4200	0.9	1.3	1.6
1411812986.63360	1411812986.00	41.169297	-8.597310	171.5	0.072	172.7500	0.9	1.3	1.6
1411812988.59645	1411812987.00	41.169295	-8.597310	172.7	0.051	173.1600	0.9	1.3	1.6
1411812989.67734	1411812989.00	41.169290	-8.597310	173.4	0.051	171.3000	0.9	1.3	1.6
1411812990.64042	1411812990.00	41.169288	-8.597310	174.0	0.036	176.1200	0.9	1.3	1.6
1411812991.61963	1411812991.00	41.169288	-8.597310	174.3	0.041	172.5600	0.9	1.3	1.6
1411812993.60708	1411812992.00	41.169287	-8.597310	174.8	0.036	177.2800	0.9	1.3	1.6
1411812994.66339	1411812994.00	41.169287	-8.597310	175.0	0.036	173.0300	0.9	1.3	1.6
1411812995.65499	1411812995.00	41.169287	-8.597310	174.9	0.041	172.1400	0.9	1.3	1.6
1411812996.63157	1411812996.00	41.169287	-8.597310	175.0	0.087	170.3900	0.9	1.3	1.6
1411812998.66031	1411812998.00	41.169287	-8.597310	174.9	0.031	212.7400	0.9	1.3	1.6
1411812999.64118	1411812999.00	41.169288	-8.597310	174.8	0.046	184.1300	0.9	1.3	1.6
1411813000.63123	1411813000.00	41.169290	-8.597310	174.6	0.026	224.3100	0.9	1.3	1.6
1411813001.66117	1411813001.00	41.169292	-8.597312	174.3	0.021	256.7500	0.9	1.3	1.6
1411813003.58415	1411813002.00	41.169292	-8.597312	174.0	0.067	180.4400	0.9	1.3	1.6
1411813004.64950	1411813004.00	41.169293	-8.597312	173.8	0.021	214.7300	0.9	1.3	1.6
1411813005.61639	1411813005.00	41.169295	-8.597313	173.6	0.026	243.1300	0.9	1.3	1.6
1411813006.63556	1411813006.00	41.169297	-8.597313	173.5	0.021	227.4600	0.9	1.3	1.6
1411813008.64478	1411813008.00	41.169297	-8.597313	173.4	0.026	225.2300	0.9	1.3	1.6
1411813009.65017	1411813009.00	41.169297	-8.597315	173.5	0.026	206.2100	0.9	1.3	1.6
1411813010.65769	1411813010.00	41.169297	-8.597315	173.6	0.046	188.2800	0.9	1.3	1.6
1411813011.67866	1411813011.00	41.169297	-8.597315	173.8	0.057	175.4300	0.9	1.3	1.6
1411813013.61163	1411813012.00	41.169295	-8.597315	174.2	0.062	175.9700	0.9	1.3	1.6
1411813014.65157	1411813014.00	41.169293	-8.597315	174.5	0.062	176.8100	0.9	1.3	1.6
1411813015.67934	1411813015.00	41.169293	-8.597315	174.7	0.062	174.8200	0.9	1.3	1.6
1411813016.65866	1411813016.00	41.169293	-8.597315	174.9	0.062	172.1400	0.9	1.3	1.6
1411813018.65511	1411813018.00	41.169292	-8.597315	175.4	0.031	157.9500	0.9	1.3	1.6
1411813019.63551	1411813019.00	41.169290	-8.597315	175.7	0.031	155.0200	0.9	1.3	1.6
1411813020.61538	1411813020.00	41.169290	-8.597315	175.9	0.031	156.3500	0.9	1.3	1.6
1411813021.65375	1411813021.00	41.169290	-8.597315	176.1	0.031	160.5000	0.9	1.3	1.6
1411813023.59459	1411813022.00	41.169290	-8.597315	176.6	0.057	175.7600	0.9	1.3	1.6
1411813024.64437	1411813024.00	41.169288	-8.597315	176.9	0.051	171.2100	0.9	1.3	1.6
1411813025.63402	1411813025.00	41.169287	-8.597315	177.1	0.051	171.9200	0.9	1.3	1.6
1411813026.65628	1411813026.00	41.169287	-8.597315	177.3	0.062	176.4000	0.9	1.3	1.6
1411813028.58829	1411813027.00	41.169285	-8.597315	178.0	0.062	177.8800	0.9	1.3	1.6
1411813029.61953	1411813029.00	41.169282	-8.597315	178.4	0.082	176.5100	0.9	1.3	1.6
1411813030.68357	1411813030.00	41.169282	-8.597315	178.7	0.134	178.0000	0.9	1.3	1.6
1411813031.62428	1411813031.00	41.169280	-8.597315	178.7	0.134	177.1600	0.9	1.3	1.6
1411813033.63209	1411813032.00	41.169280	-8.597315	178.7	0.087	172.0000	0.9	1.3	1.6
1411813034.62958	1411813034.00	41.169280	-8.597315	178.7	0.118	181.5800	0.9	1.3	1.6
1411813035.65404	1411813035.00	41.169280	-8.597315	178.5	0.386	183.9200	0.9	1.3	1.6
1411813036.65320	1411813036.00	41.169273	-8.597317	178.6	0.803	181.2000	0.9	1.3	1.6
1411813038.62853	1411813037.00	41.169265	-8.597318	178.8	1.065	182.1900	0.9	1.3	1.6
1411813039.64207	1411813039.00	41.169245	-8.597320	178.9	1.173	178.5500	0.9	1.3	1.6
1411813040.65577	1411813040.00	41.169232	-8.597322	178.8	1.677	180.7700	0.9	1.3	1.6
1411813041.63691	1411813041.00	41.169213	-8.597323	179.0	2.624	181.2700	0.9	1.3	1.6
1411813043.64107	1411813043.00	41.169152	-8.597332	178.9	4.208	183.6800	0.9	1.3	1.6
1411813044.62760	1411813044.00	41.169113	-8.597337	179.0	4.419	183.9800	0.9	1.3	1.6
1411813045.62030	1411813045.00	41.169072	-8.597340	179.1	4.985	183.9700	0.9	1.3	1.6
1411813046.64347	1411813046.00	41.169025	-8.597345	179.2	5.577	184.1400	0.9	1.3	1.6
1411813048.59327	1411813047.00	41.168973	-8.597350	179.3	5.968	183.6700	0.9	1.3	1.6
1411813049.63557	1411813049.00	41.168863	-8.597358	179.4	6.338	183.7300	0.9	1.3	1.6
1411813050.67229	1411813050.00	41.168807	-8.597362	179.0	6.235	183.0200	0.9	1.3	1.6
1411813051.66690	1411813051.00	41.168753	-8.597367	177.6	6.163	185.5600	0.9	1.3	1.6
1411813053.65592	1411813053.00	41.168632	-8.597398	177.5	7.079	191.7600	0.9	1.3	1.6
1411813054.66949	1411813054.00	41.168568	-8.597420	177.7	7.372	192.4900	0.9	1.3	1.6
1411813055.63574	1411813055.00	41.168500	-8.597443	178.3	7.773	193.8800	0.9	1.3	1.6
1411813056.63230	1411813056.00	41.168428	-8.597470	179.0	7.984	195.7900	0.9	1.3	1.6
1411813058.59173	1411813057.00	41.168357	-8.597502	181.3	8.175	198.8400	0.9	1.3	1.6
1411813059.62865	1411813059.00	41.168213	-8.597568	181.4	7.871	198.7200	0.9	1.3	1.6
1411813060.65723	1411813060.00	41.168143	-8.597612	182.2	8.190	205.0700	1.0	1.4	1.7
1411813061.63625	1411813061.00	41.168072	-8.597655	182.8	8.298	199.5900	1.0	1.4	1.7
1411813063.61042	1411813062.00	41.168000	-8.597690	183.0	8.257	198.4900	1.4	1.9	2.4
1411813064.61284	1411813064.00	41.167858	-8.597755	183.0	8.401	198.8200	1.4	1.9	2.4
1411813065.64348	1411813065.00	41.167788	-8.597790	182.7	8.468	200.6800	1.4	1.9	2.4
1411813066.65514	1411813066.00	41.167717	-8.597828	182.7	8.416	200.9400	2.6	4.2	4.9
1411813068.06824	1411813067.00	41.167647	-8.597865	182.8	8.041	200.6800	2.6	4.2	4.9
1411813068.62689	1411813068.00	41.167580	-8.597898	183.1	7.639	199.9600	1.4	1.9	2.4
1411813069.65843	1411813069.00	41.167515	-8.597932	183.9	7.310	199.8400	1.4	1.9	2.4
1411813070.63567	1411813070.00	41.167450	-8.597963	184.9	7.156	197.0600	1.0	1.4	1.7
1411813071.66618	1411813071.00	41.167380	-8.597997	185.4	8.139	199.1100	1.0	1.4	1.7
1411813073.64731	1411813073.00	41.167240	-8.598062	184.6	7.928	199.2700	0.9	1.3	1.6
1411813074.68150	1411813074.00	41.167182	-8.598085	183.4	6.374	198.3900	0.9	1.3	1.6
1411813075.68295	1411813075.00	41.167133	-8.598102	183.2	4.908	193.3000	0.9	1.3	1.6
1411813076.67613	1411813076.00	41.167103	-8.598117	183.0	2.546	204.0800	0.9	1.6	1.8
1411813078.59492	1411813077.00	41.167088	-8.598127	182.2	1.476	200.3500	0.9	1.3	1.6
1411813079.63430	1411813079.00	41.167082	-8.598132	181.8	0.046	151.6200	0.9	1.6	1.8
1411813080.66064	1411813080.00	41.167083	-8.598132	181.4	0.046	140.5800	0.9	1.6	1.8
1411813081.66299	1411813081.00	41.167085	-8.598130	180.8	0.041	138.9600	0.9	1.3	1.6
1411813083.65540	1411813083.00	41.167082	-8.598130	179.5	1.019	200.0700	0.9	1.3	1.6
1411813084.64335	1411813084.00	41.167068	-8.598137	179.1	2.613	198.5100	0.9	1.3	1.6
1411813085.65167	1411813085.00	41.167045	-8.598148	179.0	3.210	197.3200	0.9	1.3	1.6
1411813086.67960	1411813086.00	41.167015	-8.598162	179.2	3.545	192.8800	0.9	1.3	1.6
1411813088.59084	1411813087.00	41.166988	-8.598167	179.6	2.973	178.4800	0.9	1.3	1.6
1411813089.66445	1411813089.00	41.166975	-8.598165	179.6	0.046	177.7200	0.9	1.3	1.6
1411813090.62914	1411813090.00	41.166980	-8.598167	179.5	0.113	133.2700	1.0	1.4	1.8
1411813091.68743	1411813091.00	41.166980	-8.598162	179.3	1.302	142.8200	0.9	1.3	1.6
1411813093.67432	1411813093.00	41.166967	-8.598115	178.7	3.509	108.1700	0.9	1.3	1.6
1411813094.66049	1411813094.00	41.166967	-8.598075	178.4	3.611	96.2300	0.9	1.3	1.6
1411813095.66243	1411813095.00	41.166968	-8.598032	178.0	3.848	93.6100	0.9	1.3	1.6
1411813096.61945	1411813096.00	41.166965	-8.597988	179.0	4.388	98.0400	0.9	1.3	1.6
1411813098.59255	1411813097.00	41.166953	-8.597928	180.8	6.487	110.7700	0.9	1.3	1.6
1411813099.63398	1411813099.00	41.166918	-8.597777	180.7	6.955	109.6300	0.9	1.3	1.6
1411813100.64236	1411813100.00	41.166902	-8.597698	180.8	6.899	111.7600	0.9	1.3	1.6
1411813101.66027	1411813101.00	41.166887	-8.597622	180.3	6.400	112.6000	0.9	1.3	1.6
1411813103.62825	1411813103.00	41.166857	-8.597492	179.5	4.568	114.7300	1.1	1.3	1.7
1411813104.65139	1411813104.00	41.166840	-8.597443	179.6	3.879	119.5700	1.1	1.3	1.7
1411813105.67038	1411813105.00	41.166822	-8.597405	179.6	3.550	130.6300	0.9	1.3	1.6
