n	Session	wfm.seconds.Elapsed	wfm.mac_addr.Mac	wfm.mac_addr.Essid	wfm.mac_addr.Frequency	wfm.mac_addr.Auth	wfm.mac_addr.Extra	wfm.snr
1	4606	1411812218	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
2	4606	1411812220	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
3	4606	1411812222	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
4	4606	1411812225	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
5	4606	1411812225	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
6	4606	1411812226	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
7	4606	1411812226	0015c72a5e21	feup.conferencias	2412	Open		-89
8	4606	1411812228	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
9	4606	1411812228	0015c72a5e21	feup.conferencias	2412	Open		-89
10	4606	1411812231	0015c72a5e20	eduroam	2412	WPA-Enterprise		-91
11	4606	1411812231	0015c72a5e21	feup.conferencias	2412	Open		-89
12	4606	1411812233	0015c72a5e20	eduroam	2412	WPA-Enterprise		-91
13	4606	1411812235	0015c72a5e20	eduroam	2412	WPA-Enterprise		-90
14	4606	1411812235	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
15	4606	1411812235	0015c72a5e21	feup.conferencias	2412	Open		-91
16	4606	1411812236	0015c72a5e20	eduroam	2412	WPA-Enterprise		-90
17	4606	1411812236	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
18	4606	1411812236	0015c72a5e21	feup.conferencias	2412	Open		-91
19	4606	1411812239	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
20	4606	1411812239	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
21	4606	1411812239	0015c72a5e21	feup.conferencias	2412	Open		-88
22	4606	1411812241	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
23	4606	1411812241	0015c72a5e21	feup.conferencias	2412	Open		-88
24	4606	1411812243	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
25	4606	1411812243	0015c72a5e21	feup.conferencias	2412	Open		-88
26	4606	1411812243	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
27	4606	1411812245	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
28	4606	1411812248	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
29	4606	1411812250	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
30	4606	1411812252	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
31	4606	1411812254	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
32	4606	1411812256	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
33	4606	1411812259	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
34	4606	1411812261	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
35	4606	1411812261	0015c72a5e21	feup.conferencias	2412	Open		-91
36	4606	1411812263	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
37	4606	1411812263	0015c72a5e21	feup.conferencias	2412	Open		-91
38	4606	1411812265	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
39	4606	1411812265	0015c72a5e21	feup.conferencias	2412	Open		-91
40	4606	1411812268	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
41	4606	1411812268	0015c72a5e21	feup.conferencias	2412	Open		-91
42	4606	1411812270	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
43	4606	1411812270	0015c72a5e21	feup.conferencias	2412	Open		-91
44	4606	1411812272	001daac3ad18	SERVICO_CLIENTE	2437	Open		-87
45	4606	1411812274	001daac3ad18	SERVICO_CLIENTE	2437	Open		-87
46	4606	1411812277	001daac3ad18	SERVICO_CLIENTE	2437	Open		-87
47	4606	1411812277	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
48	4606	1411812277	0015c72a5e21	feup.conferencias	2412	Open		-86
49	4606	1411812278	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
50	4606	1411812278	0015c72a5e21	feup.conferencias	2412	Open		-87
51	4606	1411812280	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
52	4606	1411812280	0015c72a5e21	feup.conferencias	2412	Open		-87
53	4606	1411812283	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
54	4606	1411812283	0015c72a5e21	feup.conferencias	2412	Open		-87
55	4606	1411812285	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
56	4606	1411812287	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
57	4606	1411812289	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
58	4606	1411812291	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
59	4606	1411812294	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
60	4606	1411812296	0015c72a5e20	eduroam	2412	WPA-Enterprise		-88
61	4606	1411812298	0015c72a5e21	feup.conferencias	2412	Open		-90
62	4606	1411812300	0015c72a5e21	feup.conferencias	2412	Open		-89
63	4606	1411812300	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
64	4606	1411812342	0015c72a5e21	feup.conferencias	2412	Open		-89
65	4606	1411812342	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
66	4606	1411812342	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
67	4606	1411812344	0015c72a5e21	feup.conferencias	2412	Open		-88
68	4606	1411812344	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
69	4606	1411812344	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
70	4606	1411812346	0015c72a5e21	feup.conferencias	2412	Open		-88
71	4606	1411812346	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
72	4606	1411812346	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
73	4606	1411812349	0015c72a5e21	feup.conferencias	2412	Open		-88
74	4606	1411812349	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
75	4606	1411812351	0015c72a5e21	feup.conferencias	2412	Open		-88
76	4606	1411812353	0015c72a5e21	feup.conferencias	2412	Open		-88
77	4606	1411812355	0015c72a5e21	feup.conferencias	2412	Open		-88
78	4606	1411812357	0015c72a5e21	feup.conferencias	2412	Open		-88
79	4606	1411812360	0015c72a5e21	feup.conferencias	2412	Open		-88
80	4606	1411812362	0015c72a5e21	feup.conferencias	2412	Open		-88
81	4606	1411812364	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
82	4606	1411812366	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
83	4606	1411812366	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
84	4606	1411812366	0015c72a5e21	feup.conferencias	2412	Open		-87
85	4606	1411812368	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
86	4606	1411812368	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
87	4606	1411812368	0015c72a5e21	feup.conferencias	2412	Open		-87
88	4606	1411812370	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
89	4606	1411812370	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
90	4606	1411812370	0015c72a5e21	feup.conferencias	2412	Open		-87
91	4606	1411812373	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
92	4606	1411812373	0015c72a5e21	feup.conferencias	2412	Open		-87
93	4606	1411812375	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
94	4606	1411812377	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
95	4606	1411812379	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
96	4606	1411812382	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
97	4606	1411812384	0015c72a5e21	feup.conferencias	2412	Open		-89
98	4606	1411812386	0015c72a5e21	feup.conferencias	2412	Open		-87
99	4606	1411812386	0015c72a5e20	eduroam	2412	WPA-Enterprise		-85
100	4606	1411812388	0015c72a5e21	feup.conferencias	2412	Open		-87
101	4606	1411812388	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
102	4606	1411812390	0015c72a5e21	feup.conferencias	2412	Open		-87
103	4606	1411812390	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
104	4606	1411812393	0015c72a5e21	feup.conferencias	2412	Open		-86
105	4606	1411812393	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
106	4606	1411812395	0015c72a5e21	feup.conferencias	2412	Open		-87
107	4606	1411812395	0015c72a5e20	eduroam	2412	WPA-Enterprise		-87
108	4606	1411812397	0015c72a5e21	feup.conferencias	2412	Open		-86
109	4606	1411812397	0015c72a5e20	eduroam	2412	WPA-Enterprise		-82
110	4606	1411812434	0015c72a5e21	feup.conferencias	2412	Open		-86
111	4606	1411812434	0015c72a5e20	eduroam	2412	WPA-Enterprise		-82
112	4606	1411812434	001daac3ad18	SERVICO_CLIENTE	2437	Open		-86
113	4606	1411812437	001daac3ad18	SERVICO_CLIENTE	2437	Open		-86
114	4606	1411812439	001daac3ad18	SERVICO_CLIENTE	2437	Open		-86
115	4606	1411812441	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-86
116	4606	1411812441	08cc6866445e	UPorto	10360	Open		-89
117	4606	1411812443	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-90
118	4606	1411812443	08cc6866445e	UPorto	10360	Open		-89
119	4606	1411812443	f41fc22229d0	eduroam	2412	WPA-Enterprise	{"frequency": 2412, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-88
120	4606	1411812446	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-90
121	4606	1411812446	08cc6866445e	UPorto	10360	Open		-89
122	4606	1411812446	f41fc22229d0	eduroam	2412	WPA-Enterprise	{"frequency": 2412, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-88
123	4606	1411812446	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-74
124	4606	1411812448	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-90
125	4606	1411812448	f41fc22229d0	eduroam	2412	WPA-Enterprise	{"frequency": 2412, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-88
126	4606	1411812448	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-77
127	4606	1411812450	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-77
128	4606	1411812452	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-77
129	4606	1411812452	f41fc22229d0	eduroam	2412	WPA-Enterprise	{"frequency": 2412, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-92
130	4606	1411812454	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-80
131	4606	1411812454	f41fc22229d0	eduroam	2412	WPA-Enterprise	{"frequency": 2412, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-92
132	4606	1411812457	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-80
133	4606	1411812457	f41fc22229d0	eduroam	2412	WPA-Enterprise	{"frequency": 2412, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-92
134	4606	1411812457	f41fc2224c50	eduroam	2462	WPA-Enterprise		-87
135	4606	1411812459	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-80
136	4606	1411812459	f41fc2224c50	eduroam	2462	WPA-Enterprise		-87
137	4606	1411812459	f41fc2224c51	UPorto	2462	Open	{"frequency": 2462, "capabilities": "[ESS]"}	-87
138	4606	1411812461	f41fc2224c50	eduroam	2462	WPA-Enterprise		-83
139	4606	1411812461	f41fc2224c51	UPorto	2462	Open	{"frequency": 2462, "capabilities": "[ESS]"}	-87
140	4606	1411812463	f41fc2224c50	eduroam	2462	WPA-Enterprise		-88
141	4606	1411812463	f41fc2224c51	UPorto	2462	Open	{"frequency": 2462, "capabilities": "[ESS]"}	-87
142	4606	1411812466	f41fc2224c50	eduroam	2462	WPA-Enterprise		-88
143	4606	1411812466	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-88
144	4606	1411812468	f41fc2224c50	eduroam	2462	WPA-Enterprise		-88
145	4606	1411812468	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-91
146	4606	1411812470	f41fc2224c50	eduroam	2462	WPA-Enterprise		-88
147	4606	1411812470	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-91
148	4606	1411812470	001daac3ad18	SERVICO_CLIENTE	2437	Open		-86
149	4606	1411812470	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
150	4606	1411812472	f41fc2224c50	eduroam	2462	WPA-Enterprise		-88
151	4606	1411812472	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-78
152	4606	1411812472	001daac3ad18	SERVICO_CLIENTE	2437	Open		-79
153	4606	1411812472	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-80
154	4606	1411812475	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-68
155	4606	1411812475	001daac3ad18	SERVICO_CLIENTE	2437	Open		-79
156	4606	1411812475	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-80
157	4606	1411812477	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-67
158	4606	1411812477	001daac3ad18	SERVICO_CLIENTE	2437	Open		-59
159	4606	1411812477	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-82
160	4606	1411812479	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-85
161	4606	1411812479	001daac3ad18	SERVICO_CLIENTE	2437	Open		-59
162	4606	1411812479	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-82
163	4606	1411812481	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-85
164	4606	1411812481	001daac3ad18	SERVICO_CLIENTE	2437	Open		-75
165	4606	1411812481	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-82
166	4606	1411812484	9c97267c261f	JA LA FOSTE	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-85
167	4606	1411812484	001daac3ad18	SERVICO_CLIENTE	2437	Open		-75
168	4606	1411812486	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
169	4606	1411812488	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
170	4606	1411812490	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
171	4606	1411812492	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
172	4606	1411812495	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
173	4606	1411812497	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
174	4606	1411812499	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
175	4606	1411812501	0001f45ba4df	RoamAbout Default Network Name	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
176	4606	1411812504	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-94
177	4606	1411812506	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-94
178	4606	1411812508	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-93
179	4606	1411812510	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-93
180	4606	1411812510	0001f45b875f	RoamAbout Default Network Name	2437	Open		-92
181	4606	1411812512	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-93
182	4606	1411812512	0001f45b875f	RoamAbout Default Network Name	2437	Open		-93
183	4606	1411812515	0001f45b875f	RoamAbout Default Network Name	2437	Open		-93
184	4606	1411812517	0001f45b875f	RoamAbout Default Network Name	2437	Open		-93
185	4606	1411812517	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
186	4606	1411812519	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
187	4606	1411812521	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
188	4606	1411812524	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
189	4606	1411812526	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
190	4606	1411812528	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
191	4606	1411812530	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
192	4606	1411812533	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-96
193	4606	1411812535	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
194	4606	1411812537	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
195	4606	1411812537	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-88
196	4606	1411812539	001daac3ad18	SERVICO_CLIENTE	2437	Open		-92
197	4606	1411812539	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-88
198	4606	1411812539	0c473d115569	'FON_ZON_FREE_INTERNET'	2457	Open		-84
199	4606	1411812541	001018f1f2f3	BRCM_TEST_SSID	2412	Open		-88
200	4606	1411812541	0c473d115569	'FON_ZON_FREE_INTERNET'	2457	Open		-84
201	4606	1411812541	30918f009e7d	Damn you kids! Get off my WLAN!	2467	WPA2		-77
202	4606	1411812541	00265b013c28	ZON-3C20	2447	WPA2		-78
203	4606	1411812541	a4b1e9d412c5	Vodafone-D412C5	2462	WPA2		-80
204	4606	1411812541	002644530c47	Thomson530C47	2412	WPA2		-85
205	4606	1411812541	0026443a47d8	Thomson3A47D8	2412	WPA2		-87
206	4606	1411812541	b05b67c223c5	WiFi_23C5	2412	WPA2		-91
207	4606	1411812541	00265b013c29	FON_ZON_FREE_INTERNET	2447	Open		-77
208	4606	1411812541	022644530c48	MEO-WiFi	2412	Open		-84
209	4606	1411812544	0c473d115569	'FON_ZON_FREE_INTERNET'	2457	Open		-77
210	4606	1411812544	30918f009e7d	Damn you kids! Get off my WLAN!	2467	WPA2		-77
211	4606	1411812544	00265b013c28	ZON-3C20	2447	WPA2		-78
212	4606	1411812544	a4b1e9d412c5	Vodafone-D412C5	2462	WPA2		-91
213	4606	1411812544	002644530c47	Thomson530C47	2412	WPA2		-85
214	4606	1411812544	0026443a47d8	Thomson3A47D8	2412	WPA2		-87
215	4606	1411812544	b05b67c223c5	WiFi_23C5	2412	WPA2		-82
216	4606	1411812544	00265b013c29	FON_ZON_FREE_INTERNET	2447	Open		-77
217	4606	1411812544	022644530c48	MEO-WiFi	2412	Open		-84
218	4606	1411812544	0013f7caa449	SMC	2427	Unknown		-66
219	4606	1411812544	0c473d115568	'ZON-5560'	2457	WPA2		-76
220	4606	1411812544	00265b7df5a9	FON_ZON_FREE_INTERNET	2467	Open		-93
221	4606	1411812546	0c473d115569	'FON_ZON_FREE_INTERNET'	2457	Open		-77
222	4606	1411812546	30918f009e7d	Damn you kids! Get off my WLAN!	2467	WPA2		-77
223	4606	1411812546	00265b013c28	ZON-3C20	2447	WPA2		-78
224	4606	1411812546	a4b1e9d412c5	Vodafone-D412C5	2462	WPA2		-91
225	4606	1411812546	002644530c47	Thomson530C47	2412	WPA2		-85
226	4606	1411812546	0026443a47d8	Thomson3A47D8	2412	WPA2		-87
227	4606	1411812546	b05b67c223c5	WiFi_23C5	2412	WPA2		-64
228	4606	1411812546	00265b013c29	FON_ZON_FREE_INTERNET	2447	Open		-77
229	4606	1411812546	022644530c48	MEO-WiFi	2412	Open		-84
230	4606	1411812546	0013f7caa449	SMC	2427	Unknown		-66
231	4606	1411812546	0c473d115568	'ZON-5560'	2457	WPA2		-76
232	4606	1411812546	00265b7df5a9	FON_ZON_FREE_INTERNET	2467	Open		-93
233	4606	1411812546	00265b101f18	ZON-1F10	2472	WPA2	{"frequency": 2472, "capabilities": "[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS]"}	-87
234	4606	1411812548	0c473d115569	'FON_ZON_FREE_INTERNET'	2457	Open		-77
235	4606	1411812548	a4b1e9d412c5	Vodafone-D412C5	2462	WPA2		-91
236	4606	1411812548	b05b67c223c5	WiFi_23C5	2412	WPA2		-64
237	4606	1411812548	0013f7caa449	SMC	2427	Unknown		-66
238	4606	1411812548	0c473d115568	'ZON-5560'	2457	WPA2		-76
239	4606	1411812548	00265b7df5a9	FON_ZON_FREE_INTERNET	2467	Open		-59
240	4606	1411812548	00265b101f18	ZON-1F10	2472	WPA2	{"frequency": 2472, "capabilities": "[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS]"}	-87
241	4606	1411812548	00265b7df5a8	ZON-F5A0	2467	WPA2		-59
242	4606	1411812550	b05b67c223c5	WiFi_23C5	2412	WPA2		-64
243	4606	1411812550	00265b7df5a9	FON_ZON_FREE_INTERNET	2467	Open		-59
244	4606	1411812550	00265b101f18	ZON-1F10	2472	WPA2	{"frequency": 2472, "capabilities": "[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS]"}	-87
245	4606	1411812550	00265b7df5a8	ZON-F5A0	2467	WPA2		-59
246	4606	1411812550	5898358eebf5	MEO-8EEBF5	2412	WPA2	{"frequency": 2412, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-69
247	4606	1411812550	5898358e11b9	MEO-8E11B9	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-82
248	4606	1411812550	001f9f00f23e	meo-meo	2462	WPA2		-92
249	4606	1411812550	5a98358eebf6	MEO-WiFi	2412	Open	{"frequency": 2412, "capabilities": "[ESS]"}	-69
250	4606	1411812553	00265b7df5a9	FON_ZON_FREE_INTERNET	2467	Open		-59
251	4606	1411812553	00265b7df5a8	ZON-F5A0	2467	WPA2		-59
252	4606	1411812553	5898358eebf5	MEO-8EEBF5	2412	WPA2	{"frequency": 2412, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-69
253	4606	1411812553	5898358e11b9	MEO-8E11B9	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-82
254	4606	1411812553	001f9f00f23e	meo-meo	2462	WPA2		-73
255	4606	1411812553	5a98358eebf6	MEO-WiFi	2412	Open	{"frequency": 2412, "capabilities": "[ESS]"}	-69
256	4606	1411812553	24ec99dc56c2	MEO-DC56C2	2462	WPA2	{"frequency": 2462, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-81
257	4606	1411812553	021f9f00f23f	MEO-WiFi	2462	Open		-72
258	4606	1411812553	26ec99dc56c3	MEO-WiFi	2462	Open	{"frequency": 2462, "capabilities": "[ESS]"}	-82
259	4606	1411812555	5898358eebf5	MEO-8EEBF5	2412	WPA2	{"frequency": 2412, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-69
260	4606	1411812555	5898358e11b9	MEO-8E11B9	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-86
261	4606	1411812555	001f9f00f23e	meo-meo	2462	WPA2		-73
262	4606	1411812555	5a98358eebf6	MEO-WiFi	2412	Open	{"frequency": 2412, "capabilities": "[ESS]"}	-69
263	4606	1411812555	24ec99dc56c2	MEO-DC56C2	2462	WPA2	{"frequency": 2462, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-81
264	4606	1411812555	021f9f00f23f	MEO-WiFi	2462	Open		-72
265	4606	1411812555	26ec99dc56c3	MEO-WiFi	2462	Open	{"frequency": 2462, "capabilities": "[ESS]"}	-82
266	4606	1411812555	9c9726b6e127	MEO-B6E127	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-80
267	4606	1411812555	002417d2d063	'Manuel Rocha'	2452	WPA2		-87
268	4606	1411812555	9c9726b824d9	MEO-B824D9	2412	WPA2	{"frequency": 2412, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-92
269	4606	1411812555	022417d2d064	'MEO-WiFi'	2452	Open		-88
270	4606	1411812557	5898358e11b9	MEO-8E11B9	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-86
271	4606	1411812557	001f9f00f23e	meo-meo	2462	WPA2		-73
272	4606	1411812557	24ec99dc56c2	MEO-DC56C2	2462	WPA2	{"frequency": 2462, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-81
273	4606	1411812557	021f9f00f23f	MEO-WiFi	2462	Open		-72
274	4606	1411812557	26ec99dc56c3	MEO-WiFi	2462	Open	{"frequency": 2462, "capabilities": "[ESS]"}	-82
275	4606	1411812557	9c9726b6e127	MEO-B6E127	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-79
276	4606	1411812557	002417d2d063	'Manuel Rocha'	2452	WPA2		-87
277	4606	1411812557	9c9726b824d9	MEO-B824D9	2412	WPA2	{"frequency": 2412, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-92
278	4606	1411812557	022417d2d064	'MEO-WiFi'	2452	Open		-88
279	4606	1411812557	a4b1e9f40b8f	MEO-SOARES	2452	WPA2		-85
280	4606	1411812557	5898355a2e99	MEO-5A2E99	2462	WPA2	{"frequency": 2462, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-88
281	4606	1411812557	a6b1e9f40b90	MEO-WiFi	2447	Open		-74
282	4606	1411812559	5898358e11b9	MEO-8E11B9	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-86
283	4606	1411812559	9c9726b6e127	MEO-B6E127	2437	WPA2	{"frequency": 2437, "capabilities": "[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS]"}	-68
284	4606	1411812559	002417d2d063	'Manuel Rocha'	2452	WPA2		-87
285	4606	1411812559	9c9726b824d9	MEO-B824D9	2412	WPA2	{"frequency": 2412, "capabilities": "[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS]"}	-85
286	4606	1411812559	022417d2d064	'MEO-WiFi'	2452	Open		-88
